Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,"6,226","5,886","5,625","4,258","4,277","3,948","3,704","3,403","3,500","3,211",Upgrade
Revenue Growth (YoY),5.78%,4.64%,32.10%,-0.44%,8.33%,6.59%,8.85%,-2.77%,9.00%,2.92%,Upgrade
Cost of Revenue,"2,644","2,466","2,722","1,723","1,751","1,537","1,428","1,313","1,433","1,316",Upgrade
Gross Profit,"3,582","3,420","2,903","2,535","2,526","2,411","2,276","2,090","2,067","1,895",Upgrade
"Selling, General & Admin","1,316","1,253","1,098",999,996,910,889,795,846,777,Upgrade
Other Operating Expenses,702,726,571,519,502,510,"1,129",575,516,444,Upgrade
Operating Expenses,"2,018","1,979","1,669","1,518","1,498","1,420","2,018","1,370","1,362","1,221",Upgrade
Operating Income,"1,564","1,441","1,234","1,017","1,028",991,258,720,705,674,Upgrade
Interest Expense / Income,129,125,101,124,150,143,135,111,117,111,Upgrade
Other Expense / Income,-42,-218,-79,-126,-186,-24,-10,-22,-7,-38,Upgrade
Pretax Income,"1,477","1,534","1,212","1,019","1,064",872,133,631,595,601,Upgrade
Income Tax,352,347,279,245,606,143,27,203,181,216,Upgrade
Net Income,"1,125","1,187",933,774,458,729,106,428,414,385,Upgrade
Net Income Growth,-5.22%,27.22%,20.54%,69.00%,-37.17%,587.74%,-75.23%,3.38%,7.53%,9.38%,Upgrade
Shares Outstanding (Basic),491,502,492,492,492,499,496,493,503,503,Upgrade
Shares Change,-2.07%,1.94%,0.07%,-0.03%,-1.37%,0.62%,0.59%,-2.05%,0.05%,1.60%,Upgrade
EPS (Basic),2.28,2.38,1.89,1.56,0.92,1.46,0.21,0.85,0.82,0.77,Upgrade
EPS (Diluted),2.26,2.35,1.86,1.54,0.91,1.43,0.21,0.83,0.80,0.75,Upgrade
EPS Growth,-3.83%,26.34%,20.54%,69.56%,-36.50%,582.38%,-74.79%,4.52%,6.27%,10.29%,Upgrade
Free Cash Flow Per Share,3.16,1.83,2.16,1.70,1.86,1.53,1.29,1.21,0.98,0.91,Upgrade
Dividend Per Share,0.780,0.703,0.647,0.617,0.567,0.487,0.403,0.300,0.193,0.173,Upgrade
Dividend Growth,10.95%,8.66%,4.86%,8.82%,16.43%,20.84%,34.33%,55.44%,11.56%,33.08%,Upgrade
Gross Margin,57.53%,58.10%,51.61%,59.53%,59.06%,61.07%,61.45%,61.42%,59.06%,59.02%,Upgrade
Operating Margin,25.12%,24.48%,21.94%,23.88%,24.04%,25.10%,6.97%,21.16%,20.14%,20.99%,Upgrade
Profit Margin,18.07%,20.17%,16.59%,18.18%,10.71%,18.47%,2.86%,12.58%,11.83%,11.99%,Upgrade
Free Cash Flow Margin,24.96%,15.63%,18.92%,19.63%,21.44%,19.38%,17.33%,17.46%,14.06%,14.29%,Upgrade
Effective Tax Rate,23.83%,22.62%,23.02%,24.04%,56.95%,16.40%,20.30%,32.17%,30.42%,35.94%,Upgrade
EBITDA,"1,864","1,937","1,515","1,333","1,424","1,203",438,880,849,834,Upgrade
EBITDA Margin,29.94%,32.91%,26.93%,31.31%,33.29%,30.47%,11.83%,25.86%,24.26%,25.97%,Upgrade
Depreciation & Amortization,258,278,202,190,210,188,170,138,137,122,Upgrade
EBIT,"1,606","1,659","1,313","1,143","1,214","1,015",268,742,712,712,Upgrade
EBIT Margin,25.80%,28.19%,23.34%,26.84%,28.38%,25.71%,7.24%,21.80%,20.34%,22.17%,Upgrade
