Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,380.44,304.98,264.43,273.47,269.96,213.22,148.95,139.29,135.78,129.4,Upgrade
Revenue Growth (YoY),24.74%,15.33%,-3.31%,1.30%,26.61%,43.14%,6.94%,2.58%,4.93%,127.35%,Upgrade
Gross Profit,380.44,304.98,264.43,273.47,269.96,213.22,148.95,139.29,135.78,129.4,Upgrade
"Selling, General & Admin",136.32,119.27,116.53,112.12,108.39,96.24,74.27,67.9,66.45,66.25,Upgrade
Other Operating Expenses,59.27,65.36,44.22,44.14,47.53,48.71,32.56,30.23,30.8,30.37,Upgrade
Operating Expenses,195.59,184.63,160.75,156.26,155.92,144.95,106.82,98.13,97.25,96.62,Upgrade
Operating Income,184.85,120.34,103.68,117.22,114.04,68.27,42.13,41.16,38.53,32.78,Upgrade
Other Expense / Income,-0.37,0.02,0.55,0.94,0.57,0.53,-,-,-,-,Upgrade
Pretax Income,185.22,120.32,103.13,116.28,113.48,67.74,42.13,41.16,38.53,32.78,Upgrade
Income Tax,38.28,24.68,21.65,24.23,24.19,21.77,14.62,14.13,13.54,12.08,Upgrade
Net Income,146.94,95.64,81.48,92.05,89.29,45.97,27.51,27.03,25,20.7,Upgrade
Preferred Dividends,0,0,0,0,0,0,0.18,0.6,0.87,0.9,Upgrade
Net Income Common,146.94,95.64,81.48,92.05,89.29,45.97,27.33,26.43,24.13,19.8,Upgrade
Net Income Growth,53.63%,17.39%,-11.48%,3.09%,94.22%,68.19%,3.42%,9.54%,21.83%,-,Upgrade
Shares Outstanding (Basic),35,30,29,30,30,25,20,20,20,20,Upgrade
Shares Outstanding (Diluted),36,30,29,30,30,25,21,20,20,20,Upgrade
Shares Change,18.81%,3.61%,-2.49%,0.04%,17.46%,21.99%,1.14%,0.32%,0.15%,19.68%,Upgrade
EPS (Basic),4.12,3.19,2.81,3.10,3.02,1.82,1.37,1.34,1.22,1.01,Upgrade
EPS (Diluted),4.12,3.19,2.81,3.10,3.01,1.82,1.33,1.30,1.19,0.98,Upgrade
EPS Growth,29.15%,13.52%,-9.35%,2.99%,65.38%,36.84%,2.31%,9.24%,21.43%,-,Upgrade
Free Cash Flow Per Share,6.36,4.46,1.60,1.68,1.30,0.89,1.73,1.69,2.25,3.33,Upgrade
Dividend Per Share,0.880,0.800,0.720,0.540,0.400,0.320,0.320,0.320,0.320,0.320,Upgrade
Dividend Growth,10.00%,11.11%,33.33%,35.00%,25.00%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.59%,39.46%,39.21%,42.86%,42.24%,32.02%,28.29%,29.55%,28.38%,25.33%,Upgrade
Profit Margin,38.62%,31.36%,30.81%,33.66%,33.07%,21.56%,18.35%,18.98%,17.77%,15.30%,Upgrade
Free Cash Flow Margin,59.32%,43.69%,17.46%,18.10%,14.24%,10.47%,23.23%,24.04%,32.68%,50.69%,Upgrade
Effective Tax Rate,20.67%,20.51%,21.00%,20.84%,21.32%,32.13%,34.71%,34.32%,35.13%,36.85%,Upgrade
EBITDA,197.75,131.97,114.94,128.83,125.47,77.27,47.95,46.38,43.93,38.26,Upgrade
EBITDA Margin,51.98%,43.27%,43.47%,47.11%,46.48%,36.24%,32.19%,33.29%,32.35%,29.57%,Upgrade
Depreciation & Amortization,12.53,11.66,11.81,12.55,11.99,9.53,5.81,5.22,5.4,5.48,Upgrade
EBIT,185.22,120.32,103.13,116.28,113.48,67.74,42.13,41.16,38.53,32.78,Upgrade
EBIT Margin,48.69%,39.45%,39.00%,42.52%,42.03%,31.77%,28.29%,29.55%,28.38%,25.33%,Upgrade
