Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,32.61,38.34,32.69,25.93,23.35,21.16,24.23,24.7,20.81,26.27,Upgrade
Revenue Growth (YoY),-14.95%,17.28%,26.06%,11.04%,10.37%,-12.68%,-1.88%,18.69%,-20.80%,19.71%,Upgrade
Gross Profit,32.61,38.34,32.69,25.93,23.35,21.16,24.23,24.7,20.81,26.27,Upgrade
"Selling, General & Admin",22.08,22.28,20.89,20.09,19.29,19.58,19.13,18.78,18.47,20.15,Upgrade
Other Operating Expenses,0.24,0.18,0.07,0.2,0.33,0.11,2.76,5.27,3.38,10.13,Upgrade
Operating Expenses,22.31,22.47,20.95,20.29,19.62,19.69,21.89,24.05,21.84,30.28,Upgrade
Operating Income,10.3,15.87,11.74,5.64,3.73,1.47,2.34,0.65,-1.04,-4.01,Upgrade
Other Expense / Income,-,-,0.7,-,-,-,-,-,-,-,Upgrade
Pretax Income,10.3,15.87,11.04,5.64,3.73,1.47,2.34,0.65,-1.04,-4.01,Upgrade
Income Tax,1.99,3.42,2.49,1.16,0.69,4.57,-11.17,0,0,0,Upgrade
Net Income,8.31,12.45,8.55,4.48,3.04,-3.1,13.51,0.65,-1.04,-4.01,Upgrade
Preferred Dividends,0,0,0,0,0.11,0.5,0.74,-5.95,1.44,0.89,Upgrade
Net Income Common,8.31,12.45,8.55,4.48,2.92,-3.59,12.78,6.59,-2.47,-4.89,Upgrade
Net Income Growth,-33.31%,45.58%,91.07%,53.11%,-,-,93.84%,-,-,-,Upgrade
Shares Outstanding (Basic),1,1,1,1,1,1,1,1,0,0,Upgrade
Shares Change,0.17%,0.49%,0.91%,1.32%,0.23%,0.16%,0.76%,324.15%,25.80%,-,Upgrade
EPS (Basic),5.62,8.48,5.86,3.10,2.04,-2.55,8.99,5.65,-7.39,-18.06,Upgrade
EPS (Diluted),5.62,8.48,5.86,3.10,2.04,-2.55,8.99,5.49,-7.39,-18.06,Upgrade
EPS Growth,-33.73%,44.71%,89.03%,51.96%,-,-,63.75%,-,-,-,Upgrade
Free Cash Flow Per Share,6.64,28.43,-5.09,-0.06,4.81,5.08,0.28,-2.42,-0.95,74.26,Upgrade
Dividend Per Share,0.580,0.140,-,-,-,-,-,-,-,-,Upgrade
Dividend Growth,314.29%,-,-,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,31.57%,41.40%,35.90%,21.75%,15.97%,6.95%,9.66%,2.62%,-4.98%,-15.25%,Upgrade
Profit Margin,25.47%,32.48%,26.17%,17.27%,12.52%,-16.99%,52.73%,26.69%,-11.89%,-18.63%,Upgrade
Free Cash Flow Margin,30.04%,109.28%,-22.85%,-0.31%,29.51%,34.39%,1.65%,-13.89%,-1.53%,75.12%,Upgrade
Effective Tax Rate,19.33%,21.55%,22.51%,20.63%,18.58%,310.47%,-477.23%,-,-,-,Upgrade
EBITDA,10.84,16.46,11.63,6.29,4.45,2.21,3.11,1.49,-0.36,-2.7,Upgrade
EBITDA Margin,33.25%,42.92%,35.56%,24.24%,19.07%,10.46%,12.82%,6.03%,-1.71%,-10.26%,Upgrade
Depreciation & Amortization,0.55,0.58,0.59,0.64,0.72,0.74,0.77,0.84,0.68,1.31,Upgrade
EBIT,10.3,15.87,11.04,5.64,3.73,1.47,2.34,0.65,-1.04,-4.01,Upgrade
EBIT Margin,31.57%,41.40%,33.77%,21.75%,15.97%,6.95%,9.66%,2.62%,-4.98%,-15.25%,Upgrade
