Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"7,812","8,265","6,515","7,862","6,723","6,761","5,968","6,140","5,737","6,559",Upgrade
Revenue Growth (YoY),-5.48%,26.86%,-17.13%,16.94%,-0.56%,13.29%,-2.80%,7.02%,-12.53%,4.26%,Upgrade
Gross Profit,"7,812","8,265","6,515","7,862","6,723","6,761","5,968","6,140","5,737","6,559",Upgrade
"Selling, General & Admin","4,508","4,522","4,457","4,397","3,759","3,653","3,628","3,622","3,568","3,827",Upgrade
Other Operating Expenses,211,226,261,263,199,129,132,153,141,134,Upgrade
Operating Expenses,"4,719","4,748","4,718","4,660","3,958","3,782","3,760","3,775","3,709","3,961",Upgrade
Operating Income,"3,093","3,517","1,797","3,202","2,765","2,979","2,208","2,365","2,028","2,598",Upgrade
Other Expense / Income,-,-,-,-,-,-,-4,-6,2,-10,Upgrade
Pretax Income,"3,093","3,517","1,797","3,202","2,765","2,979","2,212","2,371","2,026","2,608",Upgrade
Income Tax,647,747,370,690,572,799,665,659,545,772,Upgrade
Net Income,"2,446","2,770","1,427","2,512","2,193","2,180","1,547","1,712","1,481","1,836",Upgrade
Preferred Dividends,116,111,104,93,75,75,75,75,67,37,Upgrade
Net Income Common,"2,330","2,659","1,323","2,419","2,118","2,105","1,472","1,637","1,414","1,799",Upgrade
Net Income Growth,-12.37%,100.98%,-45.31%,14.21%,0.62%,43.00%,-10.08%,15.77%,-21.40%,16.74%,Upgrade
Shares Outstanding (Basic),689,702,715,710,673,728,757,799,833,869,Upgrade
Shares Outstanding (Diluted),695,711,720,720,685,741,764,808,843,895,Upgrade
Shares Change,-2.28%,-1.19%,-0.05%,5.04%,-7.45%,-3.11%,-5.34%,-4.19%,-5.79%,-5.37%,Upgrade
EPS (Basic),3.38,3.78,1.84,3.38,3.11,2.86,1.92,2.03,1.68,2.05,Upgrade
EPS (Diluted),3.35,3.73,1.83,3.33,3.06,2.81,1.91,2.01,1.66,2.02,Upgrade
EPS Growth,-10.19%,103.83%,-45.05%,8.82%,8.90%,47.12%,-4.98%,21.08%,-17.82%,21.69%,Upgrade
Free Cash Flow Per Share,8.65,3.48,0.06,2.27,4.13,1.77,2.46,2.76,2.18,4.77,Upgrade
Dividend Per Share,1.260,1.140,1.080,0.940,0.740,0.600,0.530,0.520,0.510,0.470,Upgrade
Dividend Growth,10.53%,5.56%,14.89%,27.03%,23.33%,13.21%,1.92%,1.96%,8.51%,30.56%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,39.59%,42.55%,27.58%,40.73%,41.13%,44.06%,37.00%,38.52%,35.35%,39.61%,Upgrade
Profit Margin,29.83%,32.17%,20.31%,30.77%,31.50%,31.13%,24.66%,26.66%,24.65%,27.43%,Upgrade
Free Cash Flow Margin,76.27%,29.55%,0.71%,20.48%,41.34%,19.07%,31.18%,35.93%,31.69%,63.24%,Upgrade
Effective Tax Rate,20.92%,21.24%,20.59%,21.55%,20.69%,26.82%,30.06%,27.79%,26.90%,29.60%,Upgrade
EBITDA,"3,529","3,866","2,289","3,674","3,125","3,320","2,665","2,812","2,440","3,115",Upgrade
EBITDA Margin,45.17%,46.78%,35.13%,46.73%,46.48%,49.11%,44.65%,45.80%,42.53%,47.49%,Upgrade
Depreciation & Amortization,436,349,492,472,360,341,453,441,414,507,Upgrade
EBIT,"3,093","3,517","1,797","3,202","2,765","2,979","2,212","2,371","2,026","2,608",Upgrade
EBIT Margin,39.59%,42.55%,27.58%,40.73%,41.13%,44.06%,37.06%,38.62%,35.31%,39.76%,Upgrade
