Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,676.96,664.71,656.08,602.8,587.27,584.51,546.76,553.11,571.1,569.73,Upgrade
Revenue Growth (YoY),1.84%,1.31%,8.84%,2.64%,0.47%,6.90%,-1.15%,-3.15%,0.24%,13.07%,Upgrade
Gross Profit,676.96,664.71,656.08,602.8,587.27,584.51,546.76,553.11,571.1,569.73,Upgrade
"Selling, General & Admin",341.15,335.54,322.02,297.6,289.57,279.49,278.46,279.38,277.02,272.23,Upgrade
Other Operating Expenses,262.06,153.76,144.28,131.4,125.85,150.68,128.84,122.29,131.98,143.51,Upgrade
Operating Expenses,603.21,489.3,466.3,429,415.42,430.17,407.3,401.66,409.01,415.73,Upgrade
Operating Income,73.75,175.41,189.78,173.79,171.85,154.35,139.46,151.45,162.09,154,Upgrade
Pretax Income,73.75,175.41,189.78,173.79,171.85,154.35,139.46,151.45,162.09,154,Upgrade
Income Tax,1.86,28.05,29.76,23.33,22.27,48.72,31.05,35.41,38.53,36.94,Upgrade
Net Income,71.89,147.37,160.03,150.46,149.58,105.63,108.41,116.04,123.56,117.06,Upgrade
Net Income Growth,-51.22%,-7.91%,6.36%,0.59%,41.61%,-2.57%,-6.57%,-6.09%,5.55%,-0.19%,Upgrade
Shares Outstanding (Basic),61,62,63,64,67,68,68,68,67,67,Upgrade
Shares Change,-2.40%,-1.53%,-1.30%,-4.22%,-0.96%,0.17%,0.10%,0.17%,0.38%,3.71%,Upgrade
EPS (Basic),1.17,2.35,2.52,2.33,2.22,1.56,1.60,1.72,1.83,1.75,Upgrade
EPS (Diluted),1.17,2.34,2.51,2.32,2.21,1.56,1.60,1.71,1.83,1.75,Upgrade
EPS Growth,-50.00%,-6.77%,8.19%,4.98%,41.67%,-2.50%,-6.43%,-6.56%,4.57%,-3.31%,Upgrade
Free Cash Flow Per Share,4.39,5.10,0.59,1.38,3.16,2.90,2.02,2.28,3.02,4.31,Upgrade
Dividend Per Share,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,0.920,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,10.89%,26.39%,28.93%,28.83%,29.26%,26.41%,25.51%,27.38%,28.38%,27.03%,Upgrade
Profit Margin,10.62%,22.17%,24.39%,24.96%,25.47%,18.07%,19.83%,20.98%,21.64%,20.55%,Upgrade
Free Cash Flow Margin,39.53%,47.92%,5.69%,14.76%,36.12%,33.58%,25.04%,27.86%,35.64%,50.79%,Upgrade
Effective Tax Rate,2.52%,15.99%,15.68%,13.43%,12.96%,31.56%,22.27%,23.38%,23.77%,23.99%,Upgrade
EBITDA,113.63,221.23,231.11,213.21,210.79,192.82,176.08,188.51,198.16,191.15,Upgrade
EBITDA Margin,16.79%,33.28%,35.23%,35.37%,35.89%,32.99%,32.20%,34.08%,34.70%,33.55%,Upgrade
Depreciation & Amortization,39.88,45.81,41.33,39.42,38.94,38.47,36.61,37.06,36.07,37.15,Upgrade
EBIT,73.75,175.41,189.78,173.79,171.85,154.35,139.46,151.45,162.09,154,Upgrade
EBIT Margin,10.89%,26.39%,28.93%,28.83%,29.26%,26.41%,25.51%,27.38%,28.38%,27.03%,Upgrade
