Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,250.4,269.78,202.12,227.83,213.48,170.72,159.19,157.52,127.3,73.68,Upgrade
Revenue Growth (YoY),-7.18%,33.47%,-11.29%,6.72%,25.05%,7.24%,1.07%,23.74%,72.76%,5.52%,Upgrade
Gross Profit,250.4,269.78,202.12,227.83,213.48,170.72,159.19,157.52,127.3,73.68,Upgrade
"Selling, General & Admin",130.5,128.53,129.19,126.91,129.4,95.56,90.92,88.28,83.97,51.68,Upgrade
Other Operating Expenses,20.47,20.74,19.75,19.88,19.79,15.02,15.55,17.93,15.36,7.8,Upgrade
Operating Expenses,150.97,149.27,148.94,146.79,149.19,110.58,106.47,106.21,99.33,59.48,Upgrade
Operating Income,99.44,120.51,53.18,81.05,64.3,60.15,52.72,51.31,27.96,14.21,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,0.05,0.04,Upgrade
Pretax Income,99.44,120.51,53.18,81.05,64.3,60.15,52.72,51.31,27.92,14.17,Upgrade
Income Tax,17.56,22.47,6.61,13.49,11.24,18.36,13.8,13.82,6.91,4.59,Upgrade
Net Income,81.88,98.04,46.57,67.56,53.06,41.79,38.92,37.49,21.01,9.58,Upgrade
Net Income Growth,-16.48%,110.51%,-31.07%,27.33%,26.96%,7.38%,3.81%,78.40%,119.47%,-27.80%,Upgrade
Shares Outstanding (Basic),35,36,36,37,35,30,30,30,30,16,Upgrade
Shares Outstanding (Diluted),35,36,36,37,35,-,-,-,-,-,Upgrade
Shares Change,-1.42%,-0.54%,-2.21%,4.56%,18.18%,-0.06%,-0.07%,-0.95%,86.64%,7.39%,Upgrade
EPS (Basic),2.33,2.75,1.29,1.84,1.49,1.39,1.30,1.25,0.82,0.61,Upgrade
EPS (Diluted),2.31,2.73,1.29,1.83,1.49,1.39,1.30,1.25,0.82,0.61,Upgrade
EPS Growth,-15.38%,111.63%,-29.51%,22.82%,7.19%,6.92%,4.00%,52.44%,34.43%,-29.89%,Upgrade
Free Cash Flow Per Share,2.58,1.87,1.77,2.16,1.91,2.35,1.60,1.68,1.60,1.63,Upgrade
Dividend Per Share,0.840,0.810,0.800,0.840,0.720,0.610,0.720,0.530,0.500,0.420,Upgrade
Dividend Growth,3.70%,1.25%,-4.76%,16.67%,18.03%,-15.28%,35.85%,6.00%,19.05%,-52.27%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,39.71%,44.67%,26.31%,35.57%,30.12%,35.23%,33.12%,32.57%,21.97%,19.28%,Upgrade
Profit Margin,32.70%,36.34%,23.04%,29.65%,24.85%,24.48%,24.45%,23.80%,16.51%,12.99%,Upgrade
Free Cash Flow Margin,36.16%,24.68%,31.61%,34.91%,31.47%,41.27%,30.10%,31.99%,38.15%,35.82%,Upgrade
Effective Tax Rate,17.66%,18.65%,12.43%,16.64%,17.48%,30.52%,26.18%,26.93%,24.73%,32.42%,Upgrade
EBITDA,102.53,101.88,53.09,99.16,85.74,72.14,66.85,67.37,42.72,20.12,Upgrade
EBITDA Margin,40.94%,37.76%,26.27%,43.52%,40.16%,42.25%,41.99%,42.77%,33.56%,27.31%,Upgrade
Depreciation & Amortization,3.09,-18.63,-0.09,18.11,21.44,11.99,14.12,16.07,14.8,5.95,Upgrade
EBIT,99.44,120.51,53.18,81.05,64.3,60.15,52.72,51.31,27.92,14.17,Upgrade
EBIT Margin,39.71%,44.67%,26.31%,35.57%,30.12%,35.23%,33.12%,32.57%,21.93%,19.23%,Upgrade
