Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,65.32,69.49,60.95,54.96,11.62,26.7,23.92,21.82,21.26,19.17,Upgrade
Revenue Growth (YoY),-6.00%,14.01%,10.90%,373.17%,-56.49%,11.64%,9.60%,2.63%,10.92%,8.15%,Upgrade
Gross Profit,65.32,69.49,60.95,54.96,11.62,26.7,23.92,21.82,21.26,19.17,Upgrade
"Selling, General & Admin",35.8,36.14,35.7,33.82,8.56,19.52,17.79,15.78,15.87,15.38,Upgrade
Other Operating Expenses,5.95,4.39,7.98,8.87,1.24,3.36,2.27,1.62,2.56,2.11,Upgrade
Operating Expenses,41.74,40.53,43.67,42.69,9.79,22.88,20.06,17.4,18.43,17.49,Upgrade
Operating Income,23.58,28.96,17.28,12.28,1.82,3.82,3.86,4.42,2.83,1.68,Upgrade
Pretax Income,23.58,28.96,17.28,12.28,1.82,3.82,3.86,4.42,2.83,1.68,Upgrade
Income Tax,5.82,7.69,4.56,2.81,0.56,1.32,1.29,1.61,1.05,0.64,Upgrade
Net Income,17.76,21.27,12.73,9.46,1.26,2.5,2.57,2.81,1.78,1.05,Upgrade
Net Income Growth,-16.48%,67.12%,34.47%,650.44%,-49.54%,-2.88%,-8.30%,57.38%,70.30%,408.25%,Upgrade
Shares Outstanding (Basic),10,11,11,11,11,5,5,5,5,5,Upgrade
Shares Change,-0.18%,-5.85%,-1.02%,2.89%,107.58%,0.47%,0.37%,1.27%,0.24%,0.38%,Upgrade
EPS (Basic),1.69,1.98,1.14,0.85,0.12,0.47,0.49,0.54,0.35,0.20,Upgrade
EPS (Diluted),1.69,1.98,1.14,0.85,0.12,0.46,0.49,0.54,0.34,0.20,Upgrade
EPS Growth,-14.65%,73.68%,34.12%,608.33%,-73.91%,-6.12%,-9.26%,58.82%,70.00%,400.00%,Upgrade
Free Cash Flow Per Share,2.45,1.70,1.94,0.56,0.29,0.25,0.90,1.04,1.45,1.20,Upgrade
Dividend Per Share,0.260,0.230,0.210,0.200,0.200,0.160,0.120,0.080,0.040,0.020,Upgrade
Dividend Growth,13.04%,9.52%,5.00%,0%,25.00%,33.33%,50.00%,100.00%,100.00%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,36.10%,41.67%,28.35%,22.34%,15.69%,14.31%,16.13%,20.25%,13.31%,8.77%,Upgrade
Profit Margin,27.19%,30.60%,20.88%,17.22%,10.86%,9.36%,10.76%,12.86%,8.39%,5.46%,Upgrade
Free Cash Flow Margin,39.34%,25.70%,35.43%,11.58%,27.84%,4.96%,19.81%,24.96%,35.32%,32.31%,Upgrade
Effective Tax Rate,24.68%,26.57%,26.36%,22.92%,30.79%,34.62%,33.32%,36.52%,37.00%,37.75%,Upgrade
EBITDA,27.39,32.81,20.86,15.34,2.46,4.91,5.04,5.86,4,2.82,Upgrade
EBITDA Margin,41.92%,47.21%,34.22%,27.90%,21.18%,18.37%,21.08%,26.85%,18.83%,14.69%,Upgrade
Depreciation & Amortization,3.81,3.85,3.58,3.06,0.64,1.08,1.18,1.44,1.17,1.14,Upgrade
EBIT,23.58,28.96,17.28,12.28,1.82,3.82,3.86,4.42,2.83,1.68,Upgrade
EBIT Margin,36.10%,41.67%,28.35%,22.34%,15.69%,14.31%,16.13%,20.25%,13.31%,8.77%,Upgrade
