Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,78.66,63.01,60.34,51.24,42.15,37.32,36.4,33.27,30.56,29.34,Upgrade
Revenue Growth (YoY),24.83%,4.43%,17.75%,21.58%,12.95%,2.52%,9.42%,8.85%,4.18%,1.46%,Upgrade
Gross Profit,78.66,63.01,60.34,51.24,42.15,37.32,36.4,33.27,30.56,29.34,Upgrade
"Selling, General & Admin",45.64,35.72,31.43,28.86,23.95,19.99,19.83,18.84,16.55,15.54,Upgrade
Other Operating Expenses,16.46,10.92,10.21,8.53,7.43,5.5,4.88,4.78,4.47,4.28,Upgrade
Operating Expenses,62.1,46.64,41.64,37.39,31.38,25.49,24.71,23.62,21.02,19.82,Upgrade
Operating Income,16.56,16.38,18.71,13.86,10.77,11.83,11.69,9.65,9.55,9.52,Upgrade
Pretax Income,16.56,16.38,18.71,13.86,10.77,11.83,11.69,9.65,9.55,9.52,Upgrade
Income Tax,1.48,1.41,2.77,1.76,1.43,2.87,2.55,1.8,2.15,2.4,Upgrade
Net Income,15.08,14.96,15.93,12.1,9.34,8.96,9.14,7.85,7.39,7.12,Upgrade
Net Income Growth,0.78%,-6.08%,31.70%,29.56%,4.20%,-1.98%,16.43%,6.19%,3.88%,3.87%,Upgrade
Shares Outstanding (Basic),4,3,3,3,3,3,3,3,3,3,Upgrade
Shares Change,23.53%,0.46%,0.33%,13.95%,5.77%,0.13%,0.31%,0.25%,0.12%,-0.02%,Upgrade
EPS (Basic),3.61,4.30,4.60,3.53,3.17,3.13,3.20,2.75,2.60,2.50,Upgrade
EPS (Diluted),3.60,4.30,4.60,3.53,3.17,3.13,3.20,2.75,2.60,2.50,Upgrade
EPS Growth,-16.28%,-6.52%,30.31%,11.36%,1.28%,-2.19%,16.36%,5.77%,4.00%,3.73%,Upgrade
Free Cash Flow Per Share,3.85,4.00,4.62,2.36,3.15,3.71,3.04,2.86,3.07,3.58,Upgrade
Dividend Per Share,0.930,1.240,1.240,1.230,1.190,1.150,1.110,1.060,0.970,0.850,Upgrade
Dividend Growth,-25.00%,0%,0.81%,3.36%,3.48%,3.60%,4.72%,9.28%,14.12%,18.06%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,21.05%,25.99%,31.00%,27.04%,25.54%,31.70%,32.12%,29.01%,31.24%,32.43%,Upgrade
Profit Margin,19.17%,23.75%,26.40%,23.61%,22.15%,24.01%,25.12%,23.60%,24.19%,24.26%,Upgrade
Free Cash Flow Margin,21.01%,22.08%,26.52%,15.92%,22.61%,28.51%,23.85%,24.50%,28.53%,34.65%,Upgrade
Effective Tax Rate,8.93%,8.63%,14.83%,12.69%,13.28%,24.25%,21.80%,18.63%,22.55%,25.19%,Upgrade
EBITDA,22.53,20.94,21.91,15.8,13.43,14.44,14.24,11.97,11.58,11.65,Upgrade
EBITDA Margin,28.64%,33.22%,36.30%,30.84%,31.85%,38.70%,39.13%,35.98%,37.88%,39.70%,Upgrade
Depreciation & Amortization,5.97,4.56,3.2,1.95,2.66,2.61,2.55,2.32,2.03,2.13,Upgrade
EBIT,16.56,16.38,18.71,13.86,10.77,11.83,11.69,9.65,9.55,9.52,Upgrade
EBIT Margin,21.05%,25.99%,31.00%,27.04%,25.54%,31.70%,32.12%,29.01%,31.24%,32.43%,Upgrade
