Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,563.06","1,552.7",901.62,635.06,645.18,537.13,439.23,437.46,414.47,325.2,Upgrade
Revenue Growth (YoY),0.67%,72.21%,41.97%,-1.57%,20.12%,22.29%,0.40%,5.55%,27.45%,59.36%,Upgrade
Gross Profit,"1,563.06","1,552.7",901.62,635.06,645.18,537.13,439.23,437.46,414.47,325.2,Upgrade
"Selling, General & Admin",678.05,672.5,518.99,302.72,301.24,251.46,214.85,208.93,210.22,165.43,Upgrade
Other Operating Expenses,251.66,264.21,278.65,101.92,119.69,116.86,70.34,78.16,92.82,85.19,Upgrade
Operating Expenses,929.7,936.72,797.64,404.64,420.93,368.32,285.19,287.09,303.04,250.62,Upgrade
Operating Income,633.36,615.99,103.97,230.43,224.26,168.81,154.04,150.38,111.43,74.57,Upgrade
Other Expense / Income,-,11.71,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,633.36,604.28,103.97,230.43,224.26,168.81,154.04,150.38,111.43,74.57,Upgrade
Income Tax,137.31,128.74,-16.66,43.94,45.38,81.25,52.76,50.9,35.99,25.36,Upgrade
Net Income,496.05,475.54,120.63,186.48,178.87,87.55,101.28,99.47,75.44,49.22,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,1.07,1.35,Upgrade
Net Income Common,496.05,475.54,120.63,186.48,178.87,87.55,101.28,99.47,74.36,47.87,Upgrade
Net Income Growth,4.31%,294.21%,-35.31%,4.26%,104.30%,-13.55%,1.82%,33.76%,55.36%,59.38%,Upgrade
Shares Outstanding (Basic),75,70,55,35,37,30,24,24,24,20,Upgrade
Shares Outstanding (Diluted),75,71,55,35,37,30,24,24,24,20,Upgrade
Shares Change,6.05%,28.74%,58.24%,-5.38%,22.91%,23.55%,-0.02%,0.29%,20.31%,35.69%,Upgrade
EPS (Basic),6.65,6.76,2.20,5.40,4.90,2.95,4.22,4.15,3.11,2.41,Upgrade
EPS (Diluted),6.60,6.71,2.19,5.36,4.86,2.93,4.18,4.11,3.08,2.38,Upgrade
EPS Growth,-1.64%,206.39%,-59.14%,10.29%,65.87%,-29.90%,1.70%,33.44%,29.41%,17.24%,Upgrade
Free Cash Flow Per Share,23.34,6.23,9.98,5.03,7.75,6.16,4.68,7.16,4.46,11.51,Upgrade
Dividend Per Share,2.480,1.920,1.880,1.670,1.380,1.320,1.210,0.980,0.820,0.740,Upgrade
Dividend Growth,29.17%,2.13%,12.57%,21.01%,4.55%,9.09%,23.47%,19.51%,10.81%,7.25%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,40.52%,39.67%,11.53%,36.28%,34.76%,31.43%,35.07%,34.37%,26.88%,22.93%,Upgrade
Profit Margin,31.74%,30.63%,13.38%,29.36%,27.72%,16.30%,23.06%,22.74%,17.94%,14.72%,Upgrade
Free Cash Flow Margin,111.32%,28.23%,60.59%,27.35%,43.90%,34.02%,25.56%,39.24%,25.69%,70.33%,Upgrade
Effective Tax Rate,21.68%,21.30%,-16.02%,19.07%,20.24%,48.13%,34.25%,33.85%,32.30%,34.00%,Upgrade
EBITDA,697.95,667.42,150.34,263.55,259.95,197.51,175.62,171.85,132.61,92.07,Upgrade
EBITDA Margin,44.65%,42.98%,16.67%,41.50%,40.29%,36.77%,39.98%,39.28%,31.99%,28.31%,Upgrade
Depreciation & Amortization,64.59,63.14,46.37,33.12,35.7,28.7,21.58,21.47,21.18,17.5,Upgrade
EBIT,633.36,604.28,103.97,230.43,224.26,168.81,154.04,150.38,111.43,74.57,Upgrade
EBIT Margin,40.52%,38.92%,11.53%,36.28%,34.76%,31.43%,35.07%,34.37%,26.88%,22.93%,Upgrade
