Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,66.19,66.26,52.42,57.31,43.33,48.91,42.56,43.61,41.98,38.78,Upgrade
Revenue Growth (YoY),-0.11%,26.40%,-8.53%,32.26%,-11.42%,14.92%,-2.40%,3.88%,8.26%,6.30%,Upgrade
Gross Profit,66.19,66.26,52.42,57.31,43.33,48.91,42.56,43.61,41.98,38.78,Upgrade
"Selling, General & Admin",41.43,36.34,33.18,32.5,29.32,27.54,26,25.15,25.27,24.56,Upgrade
Other Operating Expenses,7.26,6.91,6.18,5.82,8.05,15.63,7.18,5.98,6.3,6.69,Upgrade
Operating Expenses,48.69,43.25,39.36,38.31,37.37,43.17,33.18,31.14,31.57,31.25,Upgrade
Operating Income,17.5,23.01,13.06,19,5.96,5.74,9.39,12.48,10.41,7.53,Upgrade
Pretax Income,17.5,23.01,13.06,19,5.96,5.74,9.39,12.48,10.41,7.53,Upgrade
Income Tax,2.56,3.4,0.26,2.88,-0.17,3.57,1.3,2.27,2.01,1.3,Upgrade
Net Income,14.94,19.62,12.8,16.12,6.13,2.18,8.09,10.2,8.4,6.23,Upgrade
Net Income Growth,-23.85%,53.25%,-20.57%,163.10%,181.48%,-73.09%,-20.75%,21.45%,34.82%,16.16%,Upgrade
Shares Outstanding (Basic),4,4,4,4,4,4,4,4,4,4,Upgrade
Shares Change,-1.02%,1.36%,0.63%,-1.22%,1.18%,1.13%,0.90%,1.39%,1.28%,1.35%,Upgrade
EPS (Basic),3.38,4.44,2.94,3.68,1.40,0.50,1.88,2.40,2.01,1.51,Upgrade
EPS (Diluted),3.36,4.42,2.93,3.67,1.39,0.50,1.88,2.40,2.00,1.51,Upgrade
EPS Growth,-23.98%,50.85%,-20.16%,164.03%,178.00%,-73.40%,-21.67%,20.00%,32.45%,14.39%,Upgrade
Free Cash Flow Per Share,2.97,4.70,1.36,3.98,1.85,3.48,3.32,2.88,3.33,3.58,Upgrade
Dividend Per Share,1.280,1.250,1.200,1.170,1.050,0.930,0.820,0.740,0.680,0.680,Upgrade
Dividend Growth,2.40%,4.17%,2.56%,11.43%,12.90%,13.41%,10.81%,8.82%,0%,-12.82%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,26.43%,34.73%,24.91%,33.14%,13.76%,11.74%,22.06%,28.61%,24.79%,19.41%,Upgrade
Profit Margin,22.57%,29.61%,24.42%,28.12%,14.14%,4.45%,19.00%,23.40%,20.01%,16.07%,Upgrade
Free Cash Flow Margin,19.68%,31.46%,11.35%,30.21%,18.79%,30.94%,33.54%,28.09%,33.37%,38.35%,Upgrade
Effective Tax Rate,14.62%,14.76%,1.98%,15.16%,-2.77%,62.10%,13.87%,18.20%,19.27%,17.20%,Upgrade
EBITDA,18.93,24.22,14.39,20.37,7.29,7.07,10.73,13.98,12.35,9.44,Upgrade
EBITDA Margin,28.60%,36.55%,27.45%,35.54%,16.82%,14.45%,25.22%,32.07%,29.41%,24.34%,Upgrade
Depreciation & Amortization,1.44,1.2,1.33,1.37,1.33,1.33,1.35,1.51,1.94,1.91,Upgrade
EBIT,17.5,23.01,13.06,19,5.96,5.74,9.39,12.48,10.41,7.53,Upgrade
EBIT Margin,26.43%,34.73%,24.91%,33.14%,13.76%,11.74%,22.06%,28.61%,24.79%,19.41%,Upgrade
