Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,628.53,678.27,583.55,604.47,498.94,485.52,534.51,538.78,333.76,319.13,Upgrade
Revenue Growth (YoY),-7.33%,16.23%,-3.46%,21.15%,2.76%,-9.17%,-0.79%,61.43%,4.58%,8.91%,Upgrade
Cost of Revenue,359.23,384.96,336.2,275.4,334.63,269.21,264,275.37,137.56,132.99,Upgrade
Gross Profit,269.31,293.3,247.35,329.07,164.31,216.3,270.51,263.41,196.19,186.14,Upgrade
"Selling, General & Admin",260.8,250.02,257.61,227.29,220.54,209.45,213.99,225.75,124.18,117.27,Upgrade
Operating Expenses,260.8,250.02,257.61,227.29,220.54,209.45,213.99,225.75,124.18,117.27,Upgrade
Operating Income,8.5,43.28,-10.26,101.78,-56.23,6.86,56.52,37.66,72.02,68.88,Upgrade
Interest Expense / Income,3,10.48,15.79,20.02,19.69,16.91,8.91,4.91,0.82,6.17,Upgrade
Other Expense / Income,3.53,-,3.06,-,-,-,-,-,-,-,Upgrade
Pretax Income,1.97,32.8,-29.11,81.76,-75.93,-10.05,47.62,32.75,71.19,62.71,Upgrade
Income Tax,2.82,3.45,-8.11,11.74,-19.23,-0.5,-2.25,-8.72,8.34,1.02,Upgrade
Net Income,-0.85,29.35,-21.01,70.02,-56.7,-9.55,49.87,41.47,62.86,61.69,Upgrade
Preferred Dividends,0.44,0.44,0.15,0,0,0,0,0,0,0,Upgrade
Net Income Common,-1.29,28.91,-21.16,70.02,-56.7,-9.55,49.87,41.47,62.86,61.69,Upgrade
Net Income Growth,-,-,-,-,-,-,20.25%,-34.03%,1.89%,77.49%,Upgrade
Shares Outstanding (Basic),14,14,14,14,14,17,17,24,25,25,Upgrade
Shares Outstanding (Diluted),14,15,14,14,14,17,18,25,25,25,Upgrade
Shares Change,-1.24%,2.61%,-0.30%,1.74%,-18.60%,-1.36%,-28.40%,-3.26%,0.63%,-5.89%,Upgrade
EPS (Basic),-0.09,2.00,-1.48,4.93,-4.02,-0.55,2.89,1.71,2.50,2.46,Upgrade
EPS (Diluted),-0.09,1.97,-1.48,4.88,-4.02,-0.55,2.84,1.69,2.48,2.45,Upgrade
EPS Growth,-,-,-,-,-,-,68.05%,-31.85%,1.22%,88.46%,Upgrade
Free Cash Flow Per Share,3.06,6.29,2.29,2.28,2.99,-1.09,-1.11,0.15,-0.48,-0.20,Upgrade
Dividend Per Share,0.750,1.000,1.000,1.000,1.000,-,-,-,-,-,Upgrade
Dividend Growth,-25.00%,0%,0%,0%,-,-,-,-,-,-,Upgrade
Gross Margin,42.85%,43.24%,42.39%,54.44%,32.93%,44.55%,50.61%,48.89%,58.78%,58.33%,Upgrade
Operating Margin,1.35%,6.38%,-1.76%,16.84%,-11.27%,1.41%,10.57%,6.99%,21.58%,21.58%,Upgrade
Profit Margin,-0.21%,4.26%,-3.63%,11.58%,-11.36%,-1.97%,9.33%,7.70%,18.83%,19.33%,Upgrade
Free Cash Flow Margin,7.04%,13.39%,5.60%,5.36%,8.43%,-3.89%,-3.59%,0.70%,-3.60%,-1.54%,Upgrade
Effective Tax Rate,143.13%,10.51%,-,14.36%,-,-,-4.73%,-26.64%,11.71%,1.62%,Upgrade
EBITDA,13.37,53.7,-6.29,108.88,-49.21,13.36,62.84,42.94,75.48,72.69,Upgrade
EBITDA Margin,2.13%,7.92%,-1.08%,18.01%,-9.86%,2.75%,11.76%,7.97%,22.62%,22.78%,Upgrade
Depreciation & Amortization,8.4,10.41,7.03,7.1,7.02,6.51,6.31,5.28,3.47,3.81,Upgrade
EBIT,4.98,43.28,-13.32,101.78,-56.23,6.86,56.52,37.66,72.02,68.88,Upgrade
EBIT Margin,0.79%,6.38%,-2.28%,16.84%,-11.27%,1.41%,10.57%,6.99%,21.58%,21.58%,Upgrade
