Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"3,048.35","3,264.62","2,271.5","1,877.45","1,887.88","1,934.59","2,006.64","2,033.89","1,870.83","1,927.98",Upgrade
Revenue Growth (YoY),-6.62%,43.72%,20.99%,-0.55%,-2.41%,-3.59%,-1.34%,8.72%,-2.96%,0.92%,Upgrade
Cost of Revenue,"2,113.04","2,203.64","1,672.9","1,450.83","1,461.03","1,499.81","1,521.52","1,574.1","1,444.28","1,525.78",Upgrade
Gross Profit,935.31,"1,060.97",598.6,426.63,426.85,434.78,485.12,459.79,426.55,402.2,Upgrade
"Selling, General & Admin",648.02,626.76,375.19,345.35,345.31,351.51,363.99,381.95,347.28,280.26,Upgrade
Other Operating Expenses,57.18,36.39,19.22,22.53,24.93,25.88,30.04,66.05,24.23,17.92,Upgrade
Operating Expenses,705.2,663.15,394.4,367.88,370.24,377.39,394.03,448,371.5,298.18,Upgrade
Operating Income,230.11,397.83,204.2,58.75,56.61,57.39,91.09,11.79,55.05,104.02,Upgrade
Interest Expense / Income,18.4,5.03,2.62,4.34,3.88,3.46,3.06,2.1,3.24,2.96,Upgrade
Other Expense / Income,-1.46,-24.41,-2.16,-50.9,-8.29,-9.65,12.94,10.25,8.56,9.56,Upgrade
Pretax Income,213.17,417.21,203.74,105.31,61.03,63.58,75.08,-0.55,43.26,91.51,Upgrade
Income Tax,50.86,93.99,48.83,26.7,13.51,14.92,19.61,5.65,13.5,28.48,Upgrade
Net Income,162.31,323.22,154.91,78.62,47.52,48.66,55.48,-6.2,29.75,63.03,Upgrade
Net Income Growth,-49.78%,108.65%,97.04%,65.43%,-2.33%,-12.29%,-,-,-52.79%,-42.27%,Upgrade
Shares Outstanding (Basic),27,27,25,24,24,23,23,24,23,22,Upgrade
Shares Outstanding (Diluted),27,27,25,24,24,24,23,24,25,25,Upgrade
Shares Change,0.66%,9.05%,4.88%,0.29%,0.37%,0.53%,-0.31%,-4.72%,-0.13%,1.46%,Upgrade
EPS (Basic),6.00,12.05,6.25,3.33,2.02,2.08,1.86,-0.26,1.31,2.85,Upgrade
EPS (Diluted),5.94,11.90,6.22,3.31,2.01,2.06,1.85,-0.26,1.24,2.60,Upgrade
EPS Growth,-50.08%,91.32%,87.92%,64.68%,-2.43%,11.35%,-,-,-52.31%,-43.60%,Upgrade
Free Cash Flow Per Share,5.34,13.47,10.53,6.38,3.13,3.93,4.51,2.76,2.11,3.26,Upgrade
Dividend Per Share,1.650,1.365,1.200,1.200,1.200,1.200,1.200,0.800,0.100,0.100,Upgrade
Dividend Growth,20.88%,13.75%,0%,0%,0%,0%,50.00%,700.00%,0%,0%,Upgrade
Gross Margin,30.68%,32.50%,26.35%,22.72%,22.61%,22.47%,24.18%,22.61%,22.80%,20.86%,Upgrade
Operating Margin,7.55%,12.19%,8.99%,3.13%,3.00%,2.97%,4.54%,0.58%,2.94%,5.40%,Upgrade
Profit Margin,5.32%,9.90%,6.82%,4.19%,2.52%,2.52%,2.76%,-0.31%,1.59%,3.27%,Upgrade
Free Cash Flow Margin,4.74%,11.06%,11.49%,8.02%,3.90%,4.76%,5.26%,3.20%,2.56%,3.74%,Upgrade
Effective Tax Rate,23.86%,22.53%,23.97%,25.35%,22.13%,23.47%,26.11%,-,31.22%,31.12%,Upgrade
EBITDA,288.75,458.62,225.58,132.18,89.84,92.92,108.19,31.84,70.72,112.38,Upgrade
EBITDA Margin,9.47%,14.05%,9.93%,7.04%,4.76%,4.80%,5.39%,1.57%,3.78%,5.83%,Upgrade
Depreciation & Amortization,57.18,36.39,19.22,22.53,24.93,25.88,30.04,30.3,24.23,17.92,Upgrade
EBIT,231.57,422.24,206.36,109.65,64.91,67.04,78.15,1.54,46.49,94.46,Upgrade
EBIT Margin,7.60%,12.93%,9.08%,5.84%,3.44%,3.47%,3.89%,0.08%,2.49%,4.90%,Upgrade
