Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,"5,468","6,218","5,371","4,829","4,443","4,204","3,604.2","3,484.5","3,334.3","2,972.5",Upgrade
Revenue Growth (YoY),-12.06%,15.77%,11.22%,8.69%,5.69%,16.64%,3.44%,4.50%,12.17%,8.87%,Upgrade
Cost of Revenue,"1,613","1,637","1,475","1,387","1,246","1,216","1,019.6",976.3,930.3,822.4,Upgrade
Gross Profit,"3,855","4,581","3,896","3,442","3,197","2,988","2,584.6","2,508.2","2,404","2,150.1",Upgrade
"Selling, General & Admin","1,527","1,480","1,229","1,167","1,080",986,931.2,921.3,869.3,822.1,Upgrade
Other Operating Expenses,445,257,279,277,249,181,"1,002.5",113.5,95.6,93.4,Upgrade
Operating Expenses,"1,972","1,737","1,508","1,444","1,329","1,167","1,933.7","1,034.8",964.9,915.5,Upgrade
Operating Income,"1,883","2,844","2,388","1,998","1,868","1,821",650.9,"1,473.4","1,439.1","1,234.6",Upgrade
Interest Expense / Income,231,171,205,208,215,209,157.3,115.1,116.8,91.8,Upgrade
Other Expense / Income,-108,-82,-47,-13,-9,-168,-55.2,-13,-121.4,-15.1,Upgrade
Pretax Income,"1,760","2,755","2,230","1,803","1,662","1,780",548.8,"1,371.3","1,443.7","1,157.9",Upgrade
Income Tax,386,541,452,381,352,779,282.2,430,455,353.4,Upgrade
Net Income,"1,374","2,214","1,778","1,422","1,310","1,001",266.6,941.3,988.7,804.5,Upgrade
Net Income Growth,-37.94%,24.52%,25.04%,8.55%,30.87%,275.47%,-71.68%,-4.79%,22.90%,16.59%,Upgrade
Shares Outstanding (Basic),184,186,188,189,192,191,193,200,211,219,Upgrade
Shares Outstanding (Diluted),185,188,189,192,194,194,195,203,215,224,Upgrade
Shares Change,-1.70%,-0.74%,-1.20%,-1.44%,0.10%,-0.61%,-3.93%,-5.26%,-3.94%,-1.37%,Upgrade
EPS (Basic),7.47,11.88,9.48,7.51,6.84,5.24,1.38,4.70,4.69,3.67,Upgrade
EPS (Diluted),7.44,11.78,9.39,7.42,6.74,5.15,1.36,4.63,4.61,3.60,Upgrade
EPS Growth,-36.84%,25.45%,26.55%,10.09%,30.87%,278.68%,-70.63%,0.43%,28.06%,18.03%,Upgrade
Free Cash Flow Per Share,6.48,10.01,10.89,8.48,7.15,3.48,5.94,5.54,4.48,4.03,Upgrade
Dividend Per Share,3.500,2.480,2.240,2.000,1.760,1.520,1.480,1.360,1.120,0.900,Upgrade
Dividend Growth,41.13%,10.71%,12.00%,13.64%,15.79%,2.70%,8.82%,21.43%,24.44%,40.63%,Upgrade
Gross Margin,70.50%,73.67%,72.54%,71.28%,71.96%,71.08%,71.71%,71.98%,72.10%,72.33%,Upgrade
Operating Margin,34.44%,45.74%,44.46%,41.38%,42.04%,43.32%,18.06%,42.28%,43.16%,41.53%,Upgrade
Profit Margin,25.13%,35.61%,33.10%,29.45%,29.48%,23.81%,7.40%,27.01%,29.65%,27.06%,Upgrade
Free Cash Flow Margin,21.78%,30.01%,38.04%,33.26%,30.84%,15.79%,31.74%,31.83%,28.31%,29.76%,Upgrade
Effective Tax Rate,21.93%,19.64%,20.27%,21.13%,21.18%,43.76%,51.42%,31.36%,31.52%,30.52%,Upgrade
EBITDA,"2,322","3,183","2,655","2,211","2,069","2,147",832.8,"1,599.9","1,656.1","1,343.1",Upgrade
EBITDA Margin,42.47%,51.19%,49.43%,45.79%,46.57%,51.07%,23.11%,45.91%,49.67%,45.18%,Upgrade
Depreciation & Amortization,331,257,220,200,192,158,126.7,113.5,95.6,93.4,Upgrade
EBIT,"1,991","2,926","2,435","2,011","1,877","1,989",706.1,"1,486.4","1,560.5","1,249.7",Upgrade
EBIT Margin,36.41%,47.06%,45.34%,41.64%,42.25%,47.31%,19.59%,42.66%,46.80%,42.04%,Upgrade
