Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,683.76,737.95,599.64,649.6,517.2,330.63,314.93,307.27,308.51,184.3,Upgrade
Revenue Growth (YoY),-7.34%,23.07%,-7.69%,25.60%,56.43%,4.99%,2.49%,-0.40%,67.39%,0.59%,Upgrade
Gross Profit,683.76,737.95,599.64,649.6,517.2,330.63,314.93,307.27,308.51,184.3,Upgrade
"Selling, General & Admin",295.74,287.31,273.32,262.83,217.06,168.88,166.36,162.88,164.53,104.24,Upgrade
Other Operating Expenses,108.06,117.19,108.91,139.11,120.7,56.79,46.73,54.01,73.69,32.81,Upgrade
Operating Expenses,403.8,404.5,382.23,401.94,337.77,225.67,213.09,216.88,238.22,137.05,Upgrade
Operating Income,279.95,333.45,217.41,247.65,179.43,104.97,101.84,90.39,70.29,47.25,Upgrade
Other Expense / Income,-,14.7,31.12,16.57,3.17,-0.75,-1.58,-,-,-,Upgrade
Pretax Income,279.95,318.76,186.29,231.09,176.26,105.71,103.42,90.39,70.29,47.25,Upgrade
Income Tax,45.44,54.84,28.07,37.56,30.02,32.79,25.94,23.31,18.13,12.89,Upgrade
Net Income,234.51,263.92,158.23,193.53,146.25,72.92,77.48,67.08,52.16,34.37,Upgrade
Preferred Dividends,11.87,11.87,5.66,0,0,0,0,0,0,0,Upgrade
Net Income Common,222.64,252.05,152.57,193.53,146.25,72.92,77.48,67.08,52.16,34.37,Upgrade
Net Income Growth,-11.67%,65.20%,-21.16%,32.33%,100.55%,-5.88%,15.50%,28.59%,51.79%,-2.95%,Upgrade
Shares Outstanding (Basic),75,77,79,80,66,44,44,45,46,25,Upgrade
Shares Outstanding (Diluted),75,77,79,80,66,44,44,45,46,25,Upgrade
Shares Change,-3.18%,-1.85%,-1.73%,21.78%,50.55%,-0.25%,-2.77%,-2.15%,84.30%,-3.60%,Upgrade
EPS (Basic),2.97,3.26,1.93,2.41,2.22,1.67,1.77,1.49,1.13,1.38,Upgrade
EPS (Diluted),2.97,3.26,1.93,2.41,2.22,1.67,1.77,1.49,1.13,1.37,Upgrade
EPS Growth,-8.90%,68.91%,-19.92%,8.56%,32.93%,-5.65%,18.79%,31.86%,-17.52%,0%,Upgrade
Free Cash Flow Per Share,5.35,4.24,2.57,2.23,3.32,2.31,2.00,2.38,2.59,6.07,Upgrade
Dividend Per Share,1.460,1.090,1.000,0.960,0.880,0.810,0.770,0.680,0.580,0.540,Upgrade
Dividend Growth,33.94%,9.00%,4.17%,9.09%,8.64%,5.19%,13.24%,17.24%,7.41%,45.95%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,40.94%,45.19%,36.26%,38.12%,34.69%,31.75%,32.34%,29.42%,22.78%,25.64%,Upgrade
Profit Margin,32.56%,34.16%,25.44%,29.79%,28.28%,22.06%,24.60%,21.83%,16.91%,18.65%,Upgrade
Free Cash Flow Margin,58.66%,44.50%,33.74%,27.54%,42.24%,30.57%,27.79%,34.84%,38.71%,82.32%,Upgrade
Effective Tax Rate,16.23%,17.20%,15.07%,16.25%,17.03%,31.02%,25.09%,25.79%,25.79%,27.27%,Upgrade
EBITDA,294.11,334.64,201.51,246.12,189.99,116.9,113.64,101.16,81.03,53.28,Upgrade
EBITDA Margin,43.01%,45.35%,33.61%,37.89%,36.73%,35.36%,36.08%,32.92%,26.27%,28.91%,Upgrade
Depreciation & Amortization,14.16,15.89,15.22,15.03,13.73,11.18,10.22,10.78,10.74,6.02,Upgrade
EBIT,279.95,318.76,186.29,231.09,176.26,105.71,103.42,90.39,70.29,47.25,Upgrade
EBIT Margin,40.94%,43.19%,31.07%,35.57%,34.08%,31.97%,32.84%,29.42%,22.78%,25.64%,Upgrade
