Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,"3,474","3,351","2,375","3,275","3,329","3,094","2,600","2,577","2,485","2,508",Upgrade
Revenue Growth (YoY),3.67%,41.09%,-27.48%,-1.62%,7.60%,19.00%,0.89%,3.70%,-0.92%,-0.44%,Upgrade
Gross Profit,"3,474","3,351","2,375","3,275","3,329","3,094","2,600","2,577","2,485","2,508",Upgrade
"Selling, General & Admin","1,433","1,344","1,224","1,224","1,209","1,160","1,042","1,062","1,037","1,069",Upgrade
Other Operating Expenses,565,517,530,513,585,700,888,765,610,654,Upgrade
Operating Expenses,"1,998","1,861","1,754","1,737","1,794","1,860","1,930","1,827","1,647","1,723",Upgrade
Operating Income,"1,476","1,490",621,"1,538","1,535","1,234",670,750,838,785,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-32,-1,Upgrade
Pretax Income,"1,476","1,490",621,"1,538","1,535","1,234",670,750,870,786,Upgrade
Income Tax,325,322,124,336,300,491,193,229,277,245,Upgrade
Net Income,"1,151","1,168",497,"1,202","1,235",743,477,521,593,541,Upgrade
Preferred Dividends,29,28,15,7,8,5,4,6,7,8,Upgrade
Net Income Common,"1,122","1,140",482,"1,195","1,227",738,473,515,586,533,Upgrade
Net Income Growth,-1.58%,136.51%,-59.67%,-2.61%,66.26%,56.03%,-8.16%,-12.12%,9.94%,3.50%,Upgrade
Shares Outstanding (Basic),131,131,139,144,162,174,172,177,180,183,Upgrade
Shares Change,-0.15%,-5.71%,-3.51%,-10.85%,-7.02%,0.96%,-2.53%,-1.64%,-1.76%,-3.91%,Upgrade
EPS (Basic),8.56,8.45,3.45,7.98,7.31,4.23,2.74,2.93,3.28,2.92,Upgrade
EPS (Diluted),8.47,8.35,3.43,7.90,7.20,4.14,2.68,2.84,3.16,2.85,Upgrade
EPS Growth,1.44%,143.44%,-56.58%,9.72%,73.91%,54.48%,-5.63%,-10.13%,10.88%,6.74%,Upgrade
Free Cash Flow Per Share,4.25,4.30,6.10,6.96,9.44,5.84,2.27,4.22,3.17,4.01,Upgrade
Dividend Per Share,2.720,2.720,2.720,2.680,1.840,1.090,0.890,0.830,0.790,0.680,Upgrade
Dividend Growth,0%,0%,1.49%,45.65%,68.81%,22.47%,7.23%,5.06%,16.18%,23.64%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,42.49%,44.46%,26.15%,46.96%,46.11%,39.88%,25.77%,29.10%,33.72%,31.30%,Upgrade
Profit Margin,32.30%,34.02%,20.29%,36.49%,36.86%,23.85%,18.19%,19.98%,23.58%,21.25%,Upgrade
Free Cash Flow Margin,16.00%,16.83%,35.75%,30.66%,45.84%,32.84%,15.04%,28.95%,22.90%,29.27%,Upgrade
Effective Tax Rate,22.02%,21.61%,19.97%,21.85%,19.54%,39.79%,28.81%,30.53%,31.84%,31.17%,Upgrade
EBITDA,"1,568","1,589",729,"1,652","1,655","1,355",791,868,993,908,Upgrade
EBITDA Margin,45.14%,47.42%,30.69%,50.44%,49.71%,43.79%,30.42%,33.68%,39.96%,36.20%,Upgrade
Depreciation & Amortization,92,99,108,114,120,121,121,118,123,122,Upgrade
EBIT,"1,476","1,490",621,"1,538","1,535","1,234",670,750,870,786,Upgrade
EBIT Margin,42.49%,44.46%,26.15%,46.96%,46.11%,39.88%,25.77%,29.10%,35.01%,31.34%,Upgrade
