Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,231.23","1,139.23","1,016.2","1,047.63","1,122.98","1,163.71","1,177.59","1,241.52","1,216.96","1,253.43",Upgrade
Revenue Growth (YoY),8.08%,12.11%,-3.00%,-6.71%,-3.50%,-1.18%,-5.15%,2.02%,-2.91%,-1.00%,Upgrade
Cost of Revenue,924.87,847.43,737.32,752.77,808.01,842.17,850.11,940.35,914.81,936.43,Upgrade
Gross Profit,306.35,291.8,278.88,294.85,314.97,321.54,327.48,301.17,302.15,317,Upgrade
"Selling, General & Admin",255.75,244.85,218.95,227.17,242.42,239.84,239.85,241.6,237.88,232.31,Upgrade
Other Operating Expenses,36.81,0,25.81,30.04,-1.96,31.68,9.49,83.71,0,0,Upgrade
Operating Expenses,292.56,244.85,244.76,257.21,240.46,271.52,249.34,325.31,237.88,232.31,Upgrade
Operating Income,13.8,46.95,34.12,37.65,74.51,50.02,78.13,-24.14,64.27,84.7,Upgrade
Interest Expense / Income,10.31,6.56,7.92,10.77,10.11,9.06,9.19,8.38,6.03,6.42,Upgrade
Other Expense / Income,-1.79,-3.62,-14.12,0.28,19.88,-1.75,7.42,-0.87,-1.17,-2.47,Upgrade
Pretax Income,5.27,44.01,40.31,26.6,44.52,42.7,61.53,-31.66,59.4,80.74,Upgrade
Income Tax,23.58,13.32,12.01,14.11,18.54,15.04,25.57,13.83,28.78,29.77,Upgrade
Net Income,-18.31,30.69,28.3,12.49,25.98,27.67,35.97,-45.49,30.62,50.98,Upgrade
Net Income Growth,-,8.47%,126.64%,-51.94%,-6.10%,-23.08%,-,-,-39.93%,4.28%,Upgrade
Shares Outstanding (Basic),49,53,53,54,55,56,55,55,55,55,Upgrade
Shares Outstanding (Diluted),49,54,53,54,56,57,56,55,56,56,Upgrade
Shares Change,-8.65%,1.12%,-1.26%,-3.25%,-1.55%,0.97%,1.69%,-0.70%,0.23%,1.06%,Upgrade
EPS (Basic),-0.37,0.58,0.54,0.27,0.51,0.53,0.68,-0.79,0.58,0.95,Upgrade
EPS (Diluted),-0.37,0.57,0.54,0.26,0.50,0.52,0.67,-0.79,0.57,0.93,Upgrade
EPS Growth,-,5.56%,107.69%,-48.00%,-3.85%,-22.39%,-,-,-38.71%,2.20%,Upgrade
Free Cash Flow Per Share,-0.08,0.44,1.05,1.01,0.41,-0.07,1.26,0.52,-0.37,0.86,Upgrade
Dividend Per Share,-,0.180,0.190,0.210,0.280,0.280,0.280,0.280,0.240,0.180,Upgrade
Dividend Growth,-,-5.26%,-9.52%,-25.00%,0%,0%,0%,16.67%,33.33%,12.50%,Upgrade
Gross Margin,24.88%,25.61%,27.44%,28.14%,28.05%,27.63%,27.81%,24.26%,24.83%,25.29%,Upgrade
Operating Margin,1.12%,4.12%,3.36%,3.59%,6.64%,4.30%,6.64%,-1.94%,5.28%,6.76%,Upgrade
Profit Margin,-1.49%,2.69%,2.78%,1.19%,2.31%,2.38%,3.05%,-3.66%,2.52%,4.07%,Upgrade
Free Cash Flow Margin,-0.32%,2.05%,5.49%,5.16%,1.99%,-0.36%,5.92%,2.31%,-1.68%,3.74%,Upgrade
Effective Tax Rate,447.15%,30.26%,29.80%,53.06%,41.65%,35.22%,41.55%,-,48.45%,36.86%,Upgrade
EBITDA,51.68,90.74,88.34,77.88,98.71,93.42,111.46,20.23,103.08,121.07,Upgrade
EBITDA Margin,4.20%,7.97%,8.69%,7.43%,8.79%,8.03%,9.47%,1.63%,8.47%,9.66%,Upgrade
Depreciation & Amortization,36.1,40.18,40.11,40.51,44.08,41.66,40.74,43.5,37.64,33.9,Upgrade
EBIT,15.58,50.57,48.23,37.37,54.63,51.77,70.72,-23.27,65.44,87.17,Upgrade
EBIT Margin,1.27%,4.44%,4.75%,3.57%,4.86%,4.45%,6.01%,-1.87%,5.38%,6.95%,Upgrade
