Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,37.08,38.48,37.83,39.59,35.78,31.07,29.89,31.92,33.97,36.24,Upgrade
Revenue Growth (YoY),-3.63%,1.72%,-4.45%,10.67%,15.14%,3.96%,-6.37%,-6.03%,-6.25%,2.30%,Upgrade
Gross Profit,37.08,38.48,37.83,39.59,35.78,31.07,29.89,31.92,33.97,36.24,Upgrade
"Selling, General & Admin",19.7,23.55,24.72,24.58,22.45,20.54,19.81,19.78,19.92,19.41,Upgrade
Other Operating Expenses,8.37,9.21,9.58,9.2,9.94,7.91,8.68,8.6,8.68,11.4,Upgrade
Operating Expenses,28.07,32.76,34.3,33.78,32.39,28.45,28.5,28.38,28.6,30.8,Upgrade
Operating Income,9.01,5.73,3.53,5.81,3.39,2.62,1.39,3.55,5.38,5.44,Upgrade
Pretax Income,9.01,5.73,3.53,5.81,3.39,2.62,1.39,3.55,5.38,5.44,Upgrade
Income Tax,2.15,1.28,0.83,1.25,0.9,3.04,0.17,0.95,1.83,1.51,Upgrade
Net Income,6.86,4.45,2.71,4.57,2.49,-0.41,1.22,2.6,3.55,3.93,Upgrade
Net Income Growth,54.21%,64.43%,-40.71%,83.37%,-,-,-52.83%,-26.88%,-9.63%,78.91%,Upgrade
Shares Outstanding (Basic),6,6,6,6,6,6,6,6,6,6,Upgrade
Shares Outstanding (Diluted),-,-,-,-,-,-,-,-,-,6,Upgrade
Shares Change,-6.53%,0.67%,-0.73%,-1.18%,3.61%,0.56%,-,0.15%,0.14%,0.05%,Upgrade
EPS (Basic),1.13,0.70,0.43,0.71,0.40,-0.07,0.20,0.42,0.58,0.65,Upgrade
EPS (Diluted),1.06,0.66,0.40,0.67,0.37,-0.07,0.19,0.41,0.57,0.65,Upgrade
EPS Growth,60.61%,65.00%,-40.30%,81.08%,-,-,-53.66%,-28.07%,-12.31%,80.56%,Upgrade
Free Cash Flow Per Share,1.94,1.45,0.83,1.31,1.03,-0.60,0.05,0.62,1.14,1.75,Upgrade
Dividend Per Share,0.140,0.120,0.120,0.090,0.080,0.080,0.080,0.080,0.030,-,Upgrade
Dividend Growth,16.67%,0%,33.33%,12.50%,0%,0%,0%,166.67%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,24.30%,14.88%,9.34%,14.68%,9.48%,8.44%,4.66%,11.11%,15.83%,15.00%,Upgrade
Profit Margin,18.51%,11.57%,7.16%,11.53%,6.96%,-1.32%,4.10%,8.13%,10.45%,10.84%,Upgrade
Free Cash Flow Margin,30.38%,23.40%,13.58%,20.54%,18.21%,-11.72%,0.97%,11.70%,20.18%,29.09%,Upgrade
Effective Tax Rate,23.83%,22.27%,23.36%,21.44%,26.57%,115.66%,12.13%,26.82%,34.01%,27.76%,Upgrade
EBITDA,10.89,7.76,5.63,7.91,5.02,3.76,2.36,4.42,6.18,6.15,Upgrade
EBITDA Margin,29.38%,20.16%,14.88%,19.97%,14.02%,12.09%,7.89%,13.84%,18.19%,16.98%,Upgrade
Depreciation & Amortization,1.88,2.03,2.1,2.1,1.63,1.13,0.97,0.87,0.8,0.72,Upgrade
EBIT,9.01,5.73,3.53,5.81,3.39,2.62,1.39,3.55,5.38,5.44,Upgrade
EBIT Margin,24.30%,14.88%,9.34%,14.68%,9.48%,8.44%,4.66%,11.11%,15.83%,15.00%,Upgrade
