Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,710.9,631.97,623.53,703.77,657.85,701.05,791.97,791.08,712.29,576.34,Upgrade
Revenue Growth (YoY),12.49%,1.35%,-11.40%,6.98%,-6.16%,-11.48%,0.11%,11.06%,23.59%,79.59%,Upgrade
Cost of Revenue,219.86,185.85,176.97,200.05,189.76,199.39,219.31,225.28,198.3,151.03,Upgrade
Gross Profit,491.04,446.12,446.56,503.72,468.09,501.65,572.67,565.81,514,425.31,Upgrade
"Selling, General & Admin",15.93,15.5,14.25,18.79,16.17,18.58,18.88,14.92,16.5,6.87,Upgrade
Other Operating Expenses,13.8,14.26,18.25,14.84,10.03,12.15,14.94,17.48,10.17,17.17,Upgrade
Operating Expenses,29.73,29.76,32.5,33.63,26.2,30.72,33.82,32.4,26.67,24.04,Upgrade
Operating Income,461.32,416.36,414.06,470.09,441.89,470.93,538.85,533.41,487.33,401.27,Upgrade
Interest Expense / Income,117.42,130.62,148.37,157.23,155.04,164.85,167.72,170.66,130.1,76.34,Upgrade
Other Expense / Income,-238.68,-678.07,281.92,168.37,-13.01,53.18,267.77,16.41,38.2,104.07,Upgrade
Pretax Income,582.58,963.81,-16.22,144.49,299.86,252.91,103.36,346.34,319.02,220.86,Upgrade
Net Income,582.58,963.81,-16.22,144.49,299.86,252.91,103.36,346.34,319.02,220.86,Upgrade
Preferred Dividends,25.94,1.71,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,556.65,962.1,-16.22,144.49,299.86,252.91,103.36,346.34,319.02,220.86,Upgrade
Net Income Growth,-42.14%,-,-,-51.82%,18.57%,144.68%,-70.16%,8.56%,44.45%,15.69%,Upgrade
Shares Outstanding (Basic),391,383,368,366,363,360,356,359,342,207,Upgrade
Shares Outstanding (Diluted),434,386,368,366,-,-,-,-,-,207,Upgrade
Shares Change,12.39%,4.86%,0.58%,0.75%,0.92%,0.98%,-0.66%,4.79%,65.35%,81.01%,Upgrade
EPS (Basic),1.43,2.51,-0.04,0.39,0.83,0.70,0.29,0.98,1.06,1.07,Upgrade
EPS (Diluted),1.43,2.51,-0.04,0.39,0.83,0.70,0.29,0.98,1.06,1.07,Upgrade
EPS Growth,-43.03%,-,-,-53.01%,18.57%,141.38%,-70.41%,-7.55%,-0.93%,-35.93%,Upgrade
Free Cash Flow Per Share,-2.04,0.08,1.17,0.61,1.02,1.04,2.42,0.13,-5.04,-8.63,Upgrade
Dividend Per Share,0.720,0.720,0.720,0.720,0.767,1.000,0.999,1.191,1.324,1.177,Upgrade
Dividend Growth,0%,0%,0%,-6.13%,-23.30%,0.10%,-16.12%,-10.05%,12.49%,-3.29%,Upgrade
Gross Margin,69.07%,70.59%,71.62%,71.57%,71.15%,71.56%,72.31%,71.52%,72.16%,73.79%,Upgrade
Operating Margin,64.89%,65.88%,66.41%,66.80%,67.17%,67.18%,68.04%,67.43%,68.42%,69.62%,Upgrade
Profit Margin,78.30%,152.24%,-2.60%,20.53%,45.58%,36.08%,13.05%,43.78%,44.79%,38.32%,Upgrade
Free Cash Flow Margin,-111.88%,4.91%,68.87%,31.81%,56.11%,53.66%,108.83%,5.75%,-242.21%,-309.92%,Upgrade
EBITDA,700,"1,094.43",132.14,301.72,454.9,417.75,271.08,517,449.12,297.2,Upgrade
EBITDA Margin,98.47%,173.18%,21.19%,42.87%,69.15%,59.59%,34.23%,65.35%,63.05%,51.57%,Upgrade
EBIT,700,"1,094.43",132.14,301.72,454.9,417.75,271.08,517,449.12,297.2,Upgrade
EBIT Margin,98.47%,173.18%,21.19%,42.87%,69.15%,59.59%,34.23%,65.35%,63.05%,51.57%,Upgrade
