Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,329.71,267.81,271.16,345.8,389.78,434.38,422.28,363.65,300.26,255.78,Upgrade
Revenue Growth (YoY),23.11%,-1.24%,-21.58%,-11.28%,-10.27%,2.87%,16.12%,21.11%,17.39%,36.63%,Upgrade
Cost of Revenue,84.28,80.53,80.2,80.88,79.32,72.97,65.55,59.56,50.13,42.96,Upgrade
Gross Profit,245.43,187.28,190.96,264.92,310.46,361.42,356.73,304.09,250.13,212.82,Upgrade
"Selling, General & Admin",68.19,59.21,53.61,58.38,56.22,49.35,47.84,41.71,38.83,32.32,Upgrade
Other Operating Expenses,-26.48,-12.92,15.9,86.85,134.07,187.65,179.29,143.26,108.66,85.15,Upgrade
Operating Expenses,41.71,46.29,69.51,145.23,190.29,237,227.13,184.97,147.49,117.46,Upgrade
Operating Income,203.72,140.99,121.46,119.69,120.17,124.42,129.6,119.13,102.64,95.35,Upgrade
Interest Expense / Income,87.52,75.24,101.34,110.53,101.47,92.35,79.94,57.75,50.4,58.18,Upgrade
Pretax Income,116.19,65.75,20.12,9.16,18.7,32.07,49.66,61.38,52.24,37.17,Upgrade
Income Tax,30.21,18.22,-1.56,3.76,3.84,28.31,20.36,26.7,22.73,16.17,Upgrade
Net Income,85.98,47.52,21.68,5.41,14.86,3.77,29.3,34.68,29.52,21.01,Upgrade
Net Income Growth,80.93%,119.24%,300.98%,-63.63%,294.74%,-87.15%,-15.52%,17.50%,40.52%,-69.74%,Upgrade
Shares Outstanding (Basic),21,23,23,22,22,23,24,26,25,22,Upgrade
Shares Outstanding (Diluted),27,26,24,24,25,27,29,32,32,32,Upgrade
Shares Change,3.14%,7.40%,-0.25%,-3.70%,-8.18%,-6.27%,-8.07%,-1.40%,1.45%,23.93%,Upgrade
EPS (Basic),4.10,2.11,0.96,0.24,0.68,0.17,1.20,1.34,1.18,0.98,Upgrade
EPS (Diluted),3.23,1.84,0.90,0.22,0.59,0.14,1.01,1.10,0.92,0.67,Upgrade
EPS Growth,75.54%,104.44%,309.09%,-62.71%,321.43%,-86.14%,-8.18%,19.57%,37.31%,-75.37%,Upgrade
Free Cash Flow Per Share,10.20,8.70,10.56,9.64,9.78,9.48,8.02,7.19,5.39,4.59,Upgrade
Gross Margin,74.44%,69.93%,70.42%,76.61%,79.65%,83.20%,84.48%,83.62%,83.30%,83.20%,Upgrade
Operating Margin,61.79%,52.64%,44.79%,34.61%,30.83%,28.64%,30.69%,32.76%,34.18%,37.28%,Upgrade
Profit Margin,26.08%,17.75%,7.99%,1.56%,3.81%,0.87%,6.94%,9.54%,9.83%,8.21%,Upgrade
Free Cash Flow Margin,64.84%,73.27%,88.04%,62.47%,55.19%,49.49%,46.24%,51.25%,44.96%,38.66%,Upgrade
Effective Tax Rate,26.00%,27.72%,-7.74%,41.00%,20.54%,88.26%,41.00%,43.50%,43.50%,43.49%,Upgrade
EBITDA,205.34,142.66,123.24,120.77,121.16,125.35,130.38,119.76,103.07,95.79,Upgrade
EBITDA Margin,62.28%,53.27%,45.45%,34.92%,31.08%,28.86%,30.87%,32.93%,34.33%,37.45%,Upgrade
Depreciation & Amortization,1.62,1.68,1.78,1.08,0.99,0.93,0.78,0.64,0.43,0.44,Upgrade
EBIT,203.72,140.99,121.46,119.69,120.17,124.42,129.6,119.13,102.64,95.35,Upgrade
EBIT Margin,61.79%,52.64%,44.79%,34.61%,30.83%,28.64%,30.69%,32.76%,34.18%,37.28%,Upgrade
