Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Revenue,29.67,32.76,33.39,42.72,54.59,52.96,51.41,44.74,34.53,24.31,Upgrade
Revenue Growth (YoY),-9.44%,-1.88%,-21.83%,-21.75%,3.09%,3.01%,14.91%,29.58%,42.04%,243.72%,Upgrade
Cost of Revenue,14.59,16.9,16.87,20.67,24.02,22.36,21.46,19.44,15.77,12.07,Upgrade
Gross Profit,15.08,15.87,16.52,22.04,30.57,30.59,29.95,25.3,18.75,12.23,Upgrade
"Selling, General & Admin",5.04,4.75,4.96,5.8,5.86,5.88,5.81,5.22,4.37,3.12,Upgrade
Other Operating Expenses,0.21,0.23,0.24,0.23,0.23,0.22,0.35,0.27,0.24,0.19,Upgrade
Operating Expenses,5.24,4.99,5.2,6.02,6.1,6.1,6.16,5.49,4.61,3.31,Upgrade
Operating Income,9.84,10.88,11.32,16.02,24.48,24.49,23.79,19.81,14.15,8.93,Upgrade
Interest Expense / Income,2.12,0,0.45,1.08,1.23,1.26,1.23,1.01,1.09,0.67,Upgrade
Other Expense / Income,-0.23,-0,-0.09,-0.34,-0.15,-0.01,-0,-0,-0,0.11,Upgrade
Pretax Income,7.95,10.88,10.96,15.28,23.39,23.25,22.56,18.8,13.06,8.15,Upgrade
Income Tax,1.76,2.98,3.12,4.24,2.78,8.31,8.19,7.41,5.4,3.33,Upgrade
Net Income,6.19,7.9,7.84,11.03,20.62,14.94,14.37,11.39,7.67,4.82,Upgrade
Net Income Growth,-21.67%,0.78%,-28.92%,-46.49%,37.97%,4.00%,26.15%,48.55%,59.07%,396.40%,Upgrade
Shares Outstanding (Basic),7,7,7,8,8,8,8,9,9,9,Upgrade
Shares Outstanding (Diluted),8,7,7,8,8,8,8,9,9,9,Upgrade
Shares Change,2.01%,0.41%,-5.05%,-1.51%,1.29%,0.94%,-13.68%,1.08%,1.49%,0.97%,Upgrade
EPS (Basic),0.83,1.07,1.07,1.42,2.64,1.94,1.89,1.29,0.87,0.55,Upgrade
EPS (Diluted),0.82,1.07,1.06,1.42,2.61,1.92,1.86,1.27,0.87,0.55,Upgrade
EPS Growth,-23.36%,0.94%,-25.35%,-45.59%,35.94%,3.23%,46.46%,46.48%,56.78%,389.38%,Upgrade
Free Cash Flow Per Share,1.13,1.38,1.42,1.83,2.71,2.56,2.37,1.61,1.06,0.68,Upgrade
Dividend Per Share,0.550,0.550,0.550,0.467,0.375,0.292,0.200,0.153,0.074,0.104,Upgrade
Dividend Growth,0%,0%,17.77%,24.53%,28.42%,46.00%,30.72%,106.76%,-28.85%,31.65%,Upgrade
Gross Margin,50.84%,48.43%,49.47%,51.60%,56.00%,57.77%,58.26%,56.55%,54.32%,50.33%,Upgrade
Operating Margin,33.16%,33.21%,33.90%,37.51%,44.83%,46.25%,46.28%,44.29%,40.97%,36.73%,Upgrade
Profit Margin,20.86%,24.12%,23.48%,25.82%,37.76%,28.22%,27.95%,25.46%,22.21%,19.83%,Upgrade
Free Cash Flow Margin,28.48%,30.94%,31.30%,33.22%,38.78%,37.14%,35.02%,31.71%,26.86%,24.29%,Upgrade
Effective Tax Rate,22.10%,27.38%,28.46%,27.78%,11.88%,35.73%,36.32%,39.43%,41.30%,40.87%,Upgrade
EBITDA,10.28,11.11,11.65,16.58,24.85,24.72,24,20.08,14.39,9.01,Upgrade
EBITDA Margin,34.63%,33.92%,34.88%,38.82%,45.52%,46.69%,46.68%,44.88%,41.68%,37.06%,Upgrade
Depreciation & Amortization,0.21,0.23,0.24,0.23,0.23,0.22,0.21,0.27,0.24,0.19,Upgrade
EBIT,10.07,10.88,11.41,16.36,24.62,24.51,23.79,19.82,14.15,8.82,Upgrade
EBIT Margin,33.94%,33.21%,34.17%,38.30%,45.10%,46.28%,46.28%,44.29%,40.97%,36.28%,Upgrade
