Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,26.32,24.53,21.3,20.66,20.02,18.92,18.17,17.14,16.54,17.05,Upgrade
Revenue Growth (YoY),7.28%,15.18%,3.08%,3.22%,5.79%,4.15%,6.02%,3.58%,-2.94%,3.80%,Upgrade
Gross Profit,26.32,24.53,21.3,20.66,20.02,18.92,18.17,17.14,16.54,17.05,Upgrade
"Selling, General & Admin",17.42,15.65,14.6,14.42,13.89,12.9,12.46,11.76,11.43,10.84,Upgrade
Other Operating Expenses,2.03,1.4,1.32,1.5,1.54,1.46,1.42,1.32,1.39,1.5,Upgrade
Operating Expenses,19.45,17.06,15.92,15.92,15.43,14.36,13.88,13.08,12.82,12.33,Upgrade
Operating Income,6.87,7.48,5.38,4.74,4.59,4.56,4.29,4.05,3.73,4.71,Upgrade
Pretax Income,6.87,7.48,5.38,4.74,4.59,4.56,4.29,4.05,3.73,4.71,Upgrade
Income Tax,1.16,1.29,0.82,0.66,0.59,1.19,0.78,0.72,0.57,0.97,Upgrade
Net Income,5.71,6.19,4.56,4.09,4,3.38,3.52,3.34,3.16,3.74,Upgrade
Net Income Growth,-7.74%,35.74%,11.52%,2.17%,18.41%,-3.90%,5.30%,5.70%,-15.63%,3.23%,Upgrade
Shares Outstanding (Basic),6,6,6,6,6,6,6,6,6,6,Upgrade
Shares Change,0.25%,-2.32%,-1.94%,-1.27%,-1.28%,0.00%,1.99%,0.67%,0.41%,-0.41%,Upgrade
EPS (Basic),0.97,1.05,0.77,0.68,0.66,0.55,0.58,0.57,0.55,0.66,Upgrade
EPS (Diluted),0.97,1.05,0.77,0.68,0.66,0.55,0.58,0.56,0.55,0.65,Upgrade
EPS Growth,-7.62%,36.36%,13.24%,3.03%,20.00%,-5.17%,3.57%,1.82%,-15.38%,1.56%,Upgrade
Free Cash Flow Per Share,1.35,1.39,0.89,0.85,0.88,0.71,0.63,0.75,0.63,0.80,Upgrade
Dividend Per Share,0.680,0.540,0.490,0.480,0.400,0.320,0.280,0.280,0.280,0.280,Upgrade
Dividend Growth,25.93%,10.20%,2.08%,20.00%,25.00%,14.29%,0%,0%,0%,12.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,26.10%,30.47%,25.27%,22.95%,22.90%,24.11%,23.61%,23.66%,22.52%,27.64%,Upgrade
Profit Margin,21.69%,25.22%,21.40%,19.78%,19.98%,17.85%,19.35%,19.48%,19.09%,21.96%,Upgrade
Free Cash Flow Margin,29.37%,32.30%,24.43%,24.32%,26.46%,22.97%,21.06%,26.28%,22.49%,27.72%,Upgrade
Effective Tax Rate,16.91%,17.23%,15.31%,13.81%,12.76%,25.97%,18.07%,17.66%,15.22%,20.55%,Upgrade
EBITDA,7.73,8.34,6.22,5.55,5.36,5.42,5.16,4.89,4.48,5.41,Upgrade
EBITDA Margin,29.36%,34.00%,29.21%,26.87%,26.77%,28.62%,28.37%,28.52%,27.05%,31.74%,Upgrade
Depreciation & Amortization,0.86,0.87,0.84,0.81,0.77,0.85,0.87,0.83,0.75,0.7,Upgrade
EBIT,6.87,7.48,5.38,4.74,4.59,4.56,4.29,4.05,3.73,4.71,Upgrade
EBIT Margin,26.10%,30.47%,25.27%,22.95%,22.90%,24.11%,23.61%,23.66%,22.52%,27.64%,Upgrade
