Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,496.95,477.17,355.28,348.67,335.65,328.3,308.56,300.75,275.41,254.66,Upgrade
Revenue Growth (YoY),4.15%,34.31%,1.90%,3.88%,2.24%,6.40%,2.60%,9.20%,8.15%,3.97%,Upgrade
Gross Profit,496.95,477.17,355.28,348.67,335.65,328.3,308.56,300.75,275.41,254.66,Upgrade
"Selling, General & Admin",208.71,200,183.18,163.7,155.05,152.47,147.91,142.65,134.85,118,Upgrade
Other Operating Expenses,48.13,50.05,44.55,37.88,36.68,35.35,35.87,37.94,35.14,30.76,Upgrade
Operating Expenses,256.85,250.05,227.73,201.58,191.74,187.82,183.78,180.59,169.99,148.76,Upgrade
Operating Income,240.11,227.12,127.55,147.09,143.92,140.48,124.78,120.16,105.42,105.9,Upgrade
Pretax Income,240.11,227.12,127.55,147.09,143.92,140.48,124.78,120.16,105.42,105.9,Upgrade
Income Tax,64.46,59.2,30.6,34.46,25.53,46.53,36.98,36.44,31.79,35.37,Upgrade
Net Income,175.65,167.92,96.95,112.63,118.39,93.95,87.8,83.72,73.63,70.53,Upgrade
Net Income Growth,4.60%,73.20%,-13.92%,-4.86%,26.01%,7.00%,4.87%,13.70%,4.39%,4.86%,Upgrade
Shares Outstanding (Basic),75,76,70,65,65,64,64,63,60,57,Upgrade
Shares Outstanding (Diluted),75,77,70,65,65,65,64,63,61,57,Upgrade
Shares Change,-2.32%,9.96%,7.56%,-0.57%,0.81%,1.14%,1.17%,4.21%,5.58%,0.28%,Upgrade
EPS (Basic),2.35,2.20,1.39,1.74,1.82,1.46,1.38,1.33,1.22,1.23,Upgrade
EPS (Diluted),2.35,2.19,1.39,1.74,1.82,1.45,1.38,1.33,1.22,1.23,Upgrade
EPS Growth,7.31%,57.55%,-20.11%,-4.40%,25.52%,5.07%,3.76%,9.02%,-0.81%,4.24%,Upgrade
Free Cash Flow Per Share,2.56,1.87,1.31,2.04,2.35,2.09,1.92,1.73,1.44,1.96,Upgrade
Dividend Per Share,0.960,0.930,0.920,1.120,0.820,0.930,0.710,0.650,0.600,0.560,Upgrade
Dividend Growth,3.23%,1.09%,-17.86%,36.59%,-11.83%,30.99%,9.23%,8.33%,7.14%,-21.13%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.32%,47.60%,35.90%,42.19%,42.88%,42.79%,40.44%,39.95%,38.28%,41.58%,Upgrade
Profit Margin,35.34%,35.19%,27.29%,32.30%,35.27%,28.62%,28.46%,27.84%,26.74%,27.70%,Upgrade
Free Cash Flow Margin,38.42%,29.98%,25.73%,37.87%,45.46%,41.05%,39.64%,36.23%,31.64%,44.08%,Upgrade
Effective Tax Rate,26.85%,26.06%,23.99%,23.42%,17.74%,33.12%,29.64%,30.33%,30.15%,33.40%,Upgrade
EBITDA,263.8,249.85,147.58,165.92,154.02,152.1,137.54,133.88,116.55,114.68,Upgrade
EBITDA Margin,53.08%,52.36%,41.54%,47.59%,45.89%,46.33%,44.58%,44.51%,42.32%,45.03%,Upgrade
Depreciation & Amortization,23.69,22.73,20.02,18.83,10.1,11.62,12.76,13.71,11.13,8.78,Upgrade
EBIT,240.11,227.12,127.55,147.09,143.92,140.48,124.78,120.16,105.42,105.9,Upgrade
EBIT Margin,48.32%,47.60%,35.90%,42.19%,42.88%,42.79%,40.44%,39.95%,38.28%,41.58%,Upgrade
