Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,215.84,187.21,147.42,136.15,119.57,106.29,94.83,89.24,87.24,66.83,Upgrade
Revenue Growth (YoY),15.29%,27.00%,8.28%,13.86%,12.50%,12.08%,6.26%,2.29%,30.54%,12.34%,Upgrade
Gross Profit,215.84,187.21,147.42,136.15,119.57,106.29,94.83,89.24,87.24,66.83,Upgrade
"Selling, General & Admin",91.82,79.15,66.04,72.62,69.45,62.7,57.02,51.89,48.29,38.35,Upgrade
Other Operating Expenses,45.8,37.28,41.29,14.89,9.89,7.34,8.59,6.87,6.57,5.46,Upgrade
Operating Expenses,137.62,116.43,107.33,87.51,79.34,70.04,65.61,58.75,54.86,43.81,Upgrade
Operating Income,78.21,70.78,40.09,48.64,40.23,36.25,29.22,30.49,32.39,23.02,Upgrade
Other Expense / Income,-,-,-,-,-,-,1.51,-,-,-,Upgrade
Pretax Income,78.21,70.78,40.09,48.64,40.23,36.25,27.71,30.49,32.39,23.02,Upgrade
Income Tax,15.03,13.07,7.35,8.56,6.51,12.39,7.17,8.29,9.31,6.34,Upgrade
Net Income,63.19,57.71,32.74,40.08,33.72,23.86,20.54,22.2,23.07,16.68,Upgrade
Preferred Dividends,4.3,4.3,1.15,0,0,0,0,0,0,0,Upgrade
Net Income Common,58.89,53.41,31.6,40.08,33.72,23.86,20.54,22.2,23.07,16.68,Upgrade
Net Income Growth,10.26%,69.02%,-21.17%,18.87%,41.32%,16.16%,-7.46%,-3.80%,38.34%,-2.67%,Upgrade
Shares Outstanding (Basic),21,17,17,15,15,15,14,14,14,14,Upgrade
Shares Change,25.03%,0.35%,10.77%,-0.33%,-0.24%,5.65%,0.41%,0.27%,-0.13%,15.34%,Upgrade
EPS (Basic),3.26,3.16,1.97,2.63,2.21,1.57,1.42,1.54,1.60,1.29,Upgrade
EPS (Diluted),3.26,3.16,1.97,2.63,2.21,1.57,1.42,1.54,1.60,1.29,Upgrade
EPS Growth,3.16%,60.41%,-25.10%,19.00%,40.76%,10.56%,-7.79%,-3.75%,24.03%,-6.52%,Upgrade
Free Cash Flow Per Share,2.47,3.15,1.41,2.91,2.81,1.73,1.19,1.93,1.63,2.02,Upgrade
Dividend Per Share,0.700,0.685,0.680,0.680,0.670,0.660,0.660,0.660,0.660,0.660,Upgrade
Dividend Growth,2.19%,0.74%,0%,1.49%,1.52%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,36.24%,37.81%,27.20%,35.73%,33.64%,34.11%,30.81%,34.16%,37.12%,34.44%,Upgrade
Profit Margin,27.28%,28.53%,21.43%,29.44%,28.20%,22.45%,21.66%,24.87%,26.45%,24.96%,Upgrade
Free Cash Flow Margin,24.21%,28.41%,16.13%,32.48%,35.82%,24.92%,18.13%,31.08%,26.85%,43.40%,Upgrade
Effective Tax Rate,19.21%,18.47%,18.33%,17.60%,16.18%,34.18%,25.88%,27.20%,28.76%,27.54%,Upgrade
EBITDA,84.79,77.02,46.17,54.6,45.04,41.49,32.2,34.53,36.52,25.66,Upgrade
EBITDA Margin,39.28%,41.14%,31.32%,40.11%,37.67%,39.04%,33.95%,38.69%,41.85%,38.39%,Upgrade
Depreciation & Amortization,6.57,6.24,6.08,5.96,4.81,5.24,4.48,4.04,4.13,2.64,Upgrade
EBIT,78.21,70.78,40.09,48.64,40.23,36.25,27.71,30.49,32.39,23.02,Upgrade
EBIT Margin,36.24%,37.81%,27.20%,35.73%,33.64%,34.11%,29.22%,34.16%,37.12%,34.44%,Upgrade
