Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"14,044","14,657","12,583","14,931","14,066","13,735","13,105","13,415","14,325","14,613",Upgrade
Revenue Growth (YoY),-4.18%,16.48%,-15.73%,6.15%,2.41%,4.81%,-2.31%,-6.35%,-1.97%,3.84%,Upgrade
Cost of Revenue,"9,347","9,120","8,739","8,271","7,830","6,842","6,789","8,152","8,432","8,741",Upgrade
Gross Profit,"4,697","5,537","3,844","6,660","6,236","6,893","6,316","5,263","5,893","5,872",Upgrade
"Selling, General & Admin","3,077","2,957","4,720","4,950","4,828","4,665","4,844","4,499","3,585","3,170",Upgrade
Operating Expenses,"3,077","2,957","4,720","4,950","4,828","4,665","4,844","4,499","3,585","3,170",Upgrade
Operating Income,"1,620","2,580",-876,"1,710","1,408","2,228","1,472",764,"2,308","2,702",Upgrade
Interest Expense / Income,378,424,515,591,574,646,536,520,498,425,Upgrade
Other Expense / Income,-48,99,-287,-61,70,248,62,27,762,"1,026",Upgrade
Pretax Income,"1,290","2,057","-1,104","1,180",764,"1,334",874,217,"1,048","1,251",Upgrade
Income Tax,278,479,-173,248,128,170,220,-43,457,656,Upgrade
Net Income,"1,012","1,578",-931,932,636,"1,164",654,260,591,595,Upgrade
Net Income Growth,-35.87%,-,-,46.54%,-45.36%,77.98%,151.54%,-56.01%,-0.67%,4.75%,Upgrade
Shares Outstanding (Basic),243,260,280,303,319,337,338,362,382,389,Upgrade
Shares Outstanding (Diluted),243,260,280,303,320,338,338,363,383,390,Upgrade
Shares Change,-6.50%,-7.18%,-7.59%,-5.18%,-5.21%,-0.24%,-6.72%,-5.19%,-1.79%,-1.61%,Upgrade
EPS (Basic),4.17,6.08,-3.32,3.08,1.99,3.46,1.93,0.72,1.55,1.53,Upgrade
EPS (Diluted),4.16,6.07,-3.32,3.07,1.99,3.45,1.93,0.72,1.55,1.53,Upgrade
EPS Growth,-31.47%,-,-,54.27%,-42.32%,78.76%,168.06%,-53.55%,1.31%,6.99%,Upgrade
Free Cash Flow Per Share,10.93,8.24,3.69,2.31,10.11,4.63,2.38,5.50,0.62,0.92,Upgrade
Dividend Per Share,0.250,0.250,0.250,0.250,0.251,0.252,0.250,0.251,0.251,0.312,Upgrade
Dividend Growth,0%,0%,0%,-0.40%,-0.40%,0.80%,-0.40%,0%,-19.55%,24.80%,Upgrade
Gross Margin,33.44%,37.78%,30.55%,44.61%,44.33%,50.19%,48.20%,39.23%,41.14%,40.18%,Upgrade
Operating Margin,11.54%,17.60%,-6.96%,11.45%,10.01%,16.22%,11.23%,5.70%,16.11%,18.49%,Upgrade
Profit Margin,7.21%,10.77%,-7.40%,6.24%,4.52%,8.47%,4.99%,1.94%,4.13%,4.07%,Upgrade
Free Cash Flow Margin,18.90%,14.61%,8.23%,4.69%,22.94%,11.35%,6.13%,14.85%,1.65%,2.46%,Upgrade
Effective Tax Rate,21.55%,23.29%,-,21.02%,16.75%,12.74%,25.17%,-19.82%,43.61%,52.44%,Upgrade
EBITDA,"2,177","2,996",145,"2,714","2,250","2,854","2,251","1,692","2,445","2,547",Upgrade
EBITDA Margin,15.50%,20.44%,1.15%,18.18%,16.00%,20.78%,17.18%,12.61%,17.07%,17.43%,Upgrade
Depreciation & Amortization,509,515,734,943,912,874,841,955,899,871,Upgrade
EBIT,"1,668","2,481",-589,"1,771","1,338","1,980","1,410",737,"1,546","1,676",Upgrade
EBIT Margin,11.88%,16.93%,-4.68%,11.86%,9.51%,14.42%,10.76%,5.49%,10.79%,11.47%,Upgrade
