Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,110.94","1,394.04","1,198.67","1,033.38",958.15,920.34,857.78,897.8,981.14,"1,019.71",Upgrade
Revenue Growth (YoY),-20.31%,16.30%,15.99%,7.85%,4.11%,7.29%,-4.46%,-8.49%,-3.78%,7.04%,Upgrade
Cost of Revenue,25.57,22.31,22.98,21.96,22.99,23.55,25.13,26.02,24.71,24.48,Upgrade
Gross Profit,"1,085.38","1,371.73","1,175.69","1,011.42",935.17,896.79,832.65,871.78,956.43,995.23,Upgrade
"Selling, General & Admin",886.2,"1,027.43",915.48,801.5,742.84,735.28,715.89,740.21,783.82,808.51,Upgrade
Other Operating Expenses,129.78,109.8,75.53,89.32,101.06,113.61,119.22,117.67,138.46,116.67,Upgrade
Operating Expenses,"1,015.98","1,137.23",991.01,890.82,843.9,848.89,835.11,857.88,922.28,925.18,Upgrade
Operating Income,69.4,234.5,184.68,120.6,91.27,47.91,-2.46,13.9,34.15,70.05,Upgrade
Interest Expense / Income,23.85,9.86,15.68,45.69,46.4,28.35,19.44,16.33,16.96,26.14,Upgrade
Other Expense / Income,-0.24,-,-,-,-,-1.13,-8.47,-4.8,-3.77,1.09,Upgrade
Pretax Income,45.8,224.64,169,74.91,44.87,20.68,-13.42,2.37,20.96,42.82,Upgrade
Income Tax,13.44,65.68,46.01,21.96,15.98,-2.13,-12.26,0.41,12.13,17.76,Upgrade
Net Income,32.35,158.96,122.99,52.95,28.89,22.82,-1.16,1.96,8.83,25.06,Upgrade
Net Income Growth,-79.65%,29.25%,132.26%,83.28%,26.63%,-,-,-77.77%,-64.78%,-,Upgrade
Shares Outstanding (Basic),12,13,13,13,13,13,13,14,14,14,Upgrade
Shares Outstanding (Diluted),13,14,13,14,14,14,13,14,14,14,Upgrade
Shares Change,-7.18%,2.77%,-4.58%,-1.49%,2.84%,2.28%,-1.99%,-4.28%,0.90%,3.84%,Upgrade
EPS (Basic),2.77,12.57,9.73,4.10,2.18,1.72,-0.09,0.14,0.65,1.85,Upgrade
EPS (Diluted),2.57,11.70,9.30,3.82,2.05,1.67,-0.09,0.14,0.62,1.77,Upgrade
EPS Growth,-78.03%,25.81%,143.46%,86.34%,22.75%,-,-,-77.42%,-64.97%,-,Upgrade
Free Cash Flow Per Share,4.13,17.36,-4.63,5.36,12.07,-1.64,-2.03,-1.85,5.43,-1.28,Upgrade
Dividend Per Share,0.750,1.540,1.480,0.460,0.440,0.440,0.440,0.440,0.440,0.440,Upgrade
Dividend Growth,-51.30%,4.05%,221.74%,4.55%,0%,0%,0%,0%,0%,10.00%,Upgrade
Gross Margin,97.70%,98.40%,98.08%,97.87%,97.60%,97.44%,97.07%,97.10%,97.48%,97.60%,Upgrade
Operating Margin,6.25%,16.82%,15.41%,11.67%,9.53%,5.21%,-0.29%,1.55%,3.48%,6.87%,Upgrade
Profit Margin,2.91%,11.40%,10.26%,5.12%,3.02%,2.48%,-0.14%,0.22%,0.90%,2.46%,Upgrade
Free Cash Flow Margin,4.34%,15.75%,-4.89%,6.69%,16.69%,-2.36%,-3.16%,-2.82%,7.53%,-1.71%,Upgrade
Effective Tax Rate,29.36%,29.24%,27.23%,29.31%,35.61%,-10.32%,-,17.15%,57.89%,41.47%,Upgrade
EBITDA,104.05,268.62,217.97,153.42,98.14,54.69,14.09,26.61,48.48,80.25,Upgrade
EBITDA Margin,9.37%,19.27%,18.18%,14.85%,10.24%,5.94%,1.64%,2.96%,4.94%,7.87%,Upgrade
Depreciation & Amortization,34.41,34.12,33.29,32.82,6.87,5.66,8.07,7.92,10.57,11.29,Upgrade
EBIT,69.64,234.5,184.68,120.6,91.27,49.04,6.01,18.7,37.92,68.96,Upgrade
EBIT Margin,6.27%,16.82%,15.41%,11.67%,9.53%,5.33%,0.70%,2.08%,3.86%,6.76%,Upgrade
