Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,366.39,299.87,244.55,209.09,187.16,149.58,119.33,84.29,67.33,53.1,Upgrade
Revenue Growth (YoY),22.18%,22.62%,16.96%,11.72%,25.13%,25.35%,41.57%,25.19%,26.79%,25.59%,Upgrade
Gross Profit,366.39,299.87,244.55,209.09,187.16,149.58,119.33,84.29,67.33,53.1,Upgrade
"Selling, General & Admin",160.12,125.11,105.81,98.26,95.87,79.64,70.38,55.21,46.87,39.32,Upgrade
Other Operating Expenses,56.47,22.98,19.97,31.34,31.21,19.34,10.62,6.25,5.64,4.3,Upgrade
Operating Expenses,216.59,148.09,125.78,129.59,127.08,98.98,80.99,61.46,52.51,43.62,Upgrade
Operating Income,149.8,151.79,118.77,79.5,60.09,50.6,38.33,22.83,14.82,9.48,Upgrade
Pretax Income,149.8,151.79,118.77,79.5,60.09,50.6,38.33,22.83,14.82,9.48,Upgrade
Income Tax,39.29,42.27,34.4,23.26,17.13,23.02,15.03,9.45,6.43,1.63,Upgrade
Net Income,110.51,109.51,84.37,56.24,42.96,27.58,23.3,13.38,8.39,7.85,Upgrade
Net Income Growth,0.91%,29.80%,50.02%,30.92%,55.75%,18.36%,74.19%,59.38%,6.92%,35.34%,Upgrade
Shares Outstanding (Basic),56,45,45,45,42,34,32,22,15,15,Upgrade
Shares Outstanding (Diluted),56,45,45,45,43,35,33,23,16,15,Upgrade
Shares Change,24.26%,1.24%,-0.02%,5.51%,20.48%,5.55%,44.58%,41.75%,5.48%,13.32%,Upgrade
EPS (Basic),1.96,2.42,1.89,1.26,1.02,0.80,0.72,0.60,0.54,0.53,Upgrade
EPS (Diluted),1.96,2.41,1.88,1.25,1.01,0.78,0.70,0.58,0.51,0.51,Upgrade
EPS Growth,-18.67%,28.19%,50.40%,23.76%,29.49%,11.43%,20.69%,13.73%,0.99%,18.82%,Upgrade
Free Cash Flow Per Share,1.71,2.07,1.45,1.30,1.15,1.03,0.43,0.54,0.59,0.41,Upgrade
Dividend Per Share,0.440,0.360,0.280,0.200,-,-,-,-,-,-,Upgrade
Dividend Growth,22.22%,28.57%,40.00%,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,40.89%,50.62%,48.57%,38.02%,32.10%,33.83%,32.12%,27.09%,22.01%,17.85%,Upgrade
Profit Margin,30.16%,36.52%,34.50%,26.90%,22.95%,18.44%,19.53%,15.87%,12.47%,14.78%,Upgrade
Free Cash Flow Margin,26.33%,31.26%,26.41%,27.84%,25.79%,23.83%,11.59%,14.37%,13.64%,11.41%,Upgrade
Effective Tax Rate,26.23%,27.85%,28.96%,29.26%,28.51%,45.49%,39.21%,41.41%,43.36%,17.19%,Upgrade
EBITDA,155.75,156.68,123.87,84.81,64.88,53.93,40.62,24.36,16.05,10.52,Upgrade
EBITDA Margin,42.51%,52.25%,50.65%,40.56%,34.67%,36.06%,34.04%,28.90%,23.84%,19.81%,Upgrade
Depreciation & Amortization,5.95,4.9,5.1,5.31,4.79,3.33,2.28,1.53,1.23,1.04,Upgrade
EBIT,149.8,151.79,118.77,79.5,60.09,50.6,38.33,22.83,14.82,9.48,Upgrade
EBIT Margin,40.89%,50.62%,48.57%,38.02%,32.10%,33.83%,32.12%,27.09%,22.01%,17.85%,Upgrade
