Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,589.65,540.36,440.11,308.49,339.88,269.72,301.17,228.45,365.16,353.87,Upgrade
Revenue Growth (YoY),9.12%,22.78%,42.66%,-9.23%,26.01%,-10.44%,31.83%,-37.44%,3.19%,121.64%,Upgrade
Gross Profit,589.65,540.36,440.11,308.49,339.88,269.72,301.17,228.45,365.16,353.87,Upgrade
"Selling, General & Admin",310.75,290.4,281.64,179.28,172.37,173.77,169.41,178.37,189.58,205.43,Upgrade
Other Operating Expenses,34.8,35.35,63.65,53.97,34.72,27.86,46.58,70.14,53.14,58.7,Upgrade
Operating Expenses,345.55,325.76,345.29,233.24,207.08,201.63,215.99,248.51,242.73,264.14,Upgrade
Operating Income,244.11,214.6,94.83,75.25,132.8,68.09,85.18,-20.06,122.43,89.74,Upgrade
Pretax Income,244.11,214.6,94.83,75.25,132.8,68.09,85.18,-20.06,122.43,89.74,Upgrade
Income Tax,77.87,68.45,20.5,21.41,48.39,15.44,25.99,-17.55,37.25,-8.71,Upgrade
Net Income,166.24,146.15,74.33,53.84,84.41,52.65,59.19,-2.5,85.18,98.45,Upgrade
Preferred Dividends,0,1.26,6.51,6.51,12.02,13.86,13.86,13.86,13.86,13.86,Upgrade
Net Income Common,166.24,144.9,67.82,47.33,72.39,38.78,45.32,-16.37,71.32,84.58,Upgrade
Net Income Growth,14.73%,113.66%,43.28%,-34.62%,86.64%,-14.43%,-,-,-15.68%,478.71%,Upgrade
Shares Outstanding (Basic),48,51,52,52,51,51,51,51,52,53,Upgrade
Shares Outstanding (Diluted),48,51,52,52,51,51,51,51,52,53,Upgrade
Shares Change,-5.71%,-0.36%,-0.32%,0.72%,0.50%,0.02%,-0.71%,-1.66%,-1.33%,17.06%,Upgrade
EPS (Basic),3.46,2.85,1.32,0.92,1.59,0.88,1.03,-0.37,1.58,1.85,Upgrade
EPS (Diluted),3.44,2.81,1.32,0.92,1.52,0.88,1.03,-0.37,1.50,1.73,Upgrade
EPS Growth,22.42%,112.88%,43.48%,-39.47%,72.73%,-14.56%,-,-,-13.29%,394.29%,Upgrade
Free Cash Flow Per Share,2.85,1.51,0.38,1.91,2.60,2.85,1.54,1.89,3.19,3.12,Upgrade
Dividend Per Share,0.700,0.400,0.280,0.280,0.250,0.240,0.240,0.360,0.340,0.260,Upgrade
Dividend Growth,75.00%,42.86%,0%,12.00%,4.17%,0%,-33.33%,5.88%,30.77%,8.33%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,41.40%,39.71%,21.55%,24.39%,39.07%,25.24%,28.28%,-8.78%,33.53%,25.36%,Upgrade
Profit Margin,28.19%,26.81%,15.41%,15.34%,21.30%,14.38%,15.05%,-7.16%,19.53%,23.90%,Upgrade
Free Cash Flow Margin,23.44%,14.35%,4.49%,32.05%,39.24%,53.96%,26.07%,42.50%,45.77%,46.79%,Upgrade
Effective Tax Rate,31.90%,31.90%,21.62%,28.45%,36.44%,22.68%,30.52%,-,30.43%,-9.71%,Upgrade
EBITDA,259.92,228.73,107.51,83.76,141.7,77.08,94.6,-8.96,132.63,100.06,Upgrade
EBITDA Margin,44.08%,42.33%,24.43%,27.15%,41.69%,28.58%,31.41%,-3.92%,36.32%,28.27%,Upgrade
Depreciation & Amortization,15.81,14.13,12.69,8.51,8.9,8.99,9.42,11.1,10.2,10.32,Upgrade
EBIT,244.11,214.6,94.83,75.25,132.8,68.09,85.18,-20.06,122.43,89.74,Upgrade
EBIT Margin,41.40%,39.71%,21.55%,24.39%,39.07%,25.24%,28.28%,-8.78%,33.53%,25.36%,Upgrade
