Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Revenue,75.08,73.63,69.95,66.55,58.3,51.11,50.19,48.09,44.1,37.93,Upgrade
Revenue Growth (YoY),1.98%,5.26%,5.11%,14.15%,14.07%,1.84%,4.36%,9.05%,16.25%,15.84%,Upgrade
Gross Profit,75.08,73.63,69.95,66.55,58.3,51.11,50.19,48.09,44.1,37.93,Upgrade
"Selling, General & Admin",34.6,33.9,33.39,31.52,27.05,23.98,22.98,22.58,20.7,17.89,Upgrade
Other Operating Expenses,13.53,14.14,12.4,12.01,13.46,9.89,10.29,9.81,10.14,8.32,Upgrade
Operating Expenses,48.13,48.04,45.79,43.52,40.5,33.86,33.26,32.39,30.84,26.21,Upgrade
Operating Income,26.95,25.59,24.16,23.03,17.79,17.24,16.93,15.7,13.26,11.72,Upgrade
Pretax Income,26.95,25.59,24.16,23.03,17.79,17.24,16.93,15.7,13.26,11.72,Upgrade
Income Tax,4.82,4.61,4.09,4.11,2.95,4.27,4.44,4.22,3.39,2.94,Upgrade
Net Income,22.13,20.97,20.08,18.91,14.85,12.97,12.48,11.47,9.87,8.78,Upgrade
Net Income Growth,5.50%,4.48%,6.15%,27.40%,14.44%,3.93%,8.79%,16.26%,12.40%,6.17%,Upgrade
Shares Outstanding (Basic),11,13,13,13,12,10,10,10,9,8,Upgrade
Shares Outstanding (Diluted),11,13,13,13,12,10,10,10,9,8,Upgrade
Shares Change,-9.36%,-2.52%,-1.29%,9.55%,19.27%,0.36%,1.68%,4.31%,17.83%,17.35%,Upgrade
EPS (Basic),1.93,1.66,1.55,1.44,1.24,1.30,1.26,1.18,1.06,1.12,Upgrade
EPS (Diluted),1.93,1.66,1.55,1.44,1.24,1.29,1.25,1.17,1.05,1.10,Upgrade
EPS Growth,16.27%,7.10%,7.64%,16.13%,-3.88%,3.20%,6.84%,11.43%,-4.55%,-9.84%,Upgrade
Free Cash Flow Per Share,2.21,1.26,0.88,1.38,1.66,1.18,0.61,1.31,1.62,1.22,Upgrade
Dividend Per Share,0.810,0.770,0.730,0.690,0.650,0.640,0.640,0.640,0.640,0.640,Upgrade
Dividend Growth,5.19%,5.48%,5.80%,6.15%,1.56%,0%,0%,0%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,35.89%,34.75%,34.54%,34.60%,30.52%,33.74%,33.72%,32.64%,30.06%,30.90%,Upgrade
Profit Margin,29.47%,28.49%,28.70%,28.42%,25.46%,25.38%,24.87%,23.86%,22.38%,23.15%,Upgrade
Free Cash Flow Margin,33.61%,21.58%,16.17%,27.11%,33.95%,23.07%,12.15%,26.53%,34.17%,25.25%,Upgrade
Effective Tax Rate,17.88%,18.02%,16.91%,17.86%,16.57%,24.77%,26.25%,26.90%,25.55%,25.10%,Upgrade
EBITDA,29.69,28.2,26.39,26.27,21.87,20.55,19.48,18.69,16.25,13.93,Upgrade
EBITDA Margin,39.54%,38.30%,37.74%,39.47%,37.51%,40.21%,38.82%,38.87%,36.84%,36.73%,Upgrade
Depreciation & Amortization,2.74,2.61,2.23,3.24,4.07,3.31,2.56,3,2.99,2.21,Upgrade
EBIT,26.95,25.59,24.16,23.03,17.79,17.24,16.93,15.7,13.26,11.72,Upgrade
EBIT Margin,35.89%,34.75%,34.54%,34.60%,30.52%,33.74%,33.72%,32.64%,30.06%,30.90%,Upgrade
