Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"8,083.7","9,341.6","7,166","7,460.5","6,258.8","6,263.1","5,900.5","5,766.1","5,530.7","5,442.7",Upgrade
Revenue Growth (YoY),-13.47%,30.36%,-3.95%,19.20%,-0.07%,6.15%,2.33%,4.26%,1.62%,9.51%,Upgrade
Cost of Revenue,"2,440.2","2,420.9","2,491.4","2,572.6","2,460.7","2,478.7","2,347.9","2,459.2","2,514.4","2,238.2",Upgrade
Gross Profit,"5,643.5","6,920.7","4,674.6","4,887.9","3,798.1","3,784.4","3,552.6","3,306.9","3,016.3","3,204.5",Upgrade
"Selling, General & Admin","4,719.2","4,942.3","3,942.4","3,525.4","3,317.7","2,995.7","2,816.3","2,633","2,381","2,509.7",Upgrade
Operating Expenses,"4,719.2","4,942.3","3,942.4","3,525.4","3,317.7","2,995.7","2,816.3","2,633","2,381","2,509.7",Upgrade
Operating Income,924.3,"1,978.4",732.2,"1,362.5",480.4,788.7,736.3,673.9,635.3,694.8,Upgrade
Interest Expense / Income,66.7,56.2,43.7,40,42.2,63,50.2,41.9,25.6,21.6,Upgrade
Other Expense / Income,0.3,0.2,0.2,0.2,0.2,0.4,0.2,0.3,0.3,0.4,Upgrade
Pretax Income,857.3,"1,922",688.3,"1,322.3",438,725.3,685.9,631.7,609.4,672.8,Upgrade
Income Tax,170.9,387.7,129.7,265.9,67.5,164.8,219,209.6,199.7,225,Upgrade
Net Income,686.4,"1,534.3",558.6,"1,056.4",370.5,560.5,466.9,422.1,409.7,447.8,Upgrade
Net Income Growth,-55.26%,174.67%,-47.12%,185.13%,-33.90%,20.05%,10.61%,3.03%,-8.51%,-,Upgrade
Shares Outstanding (Basic),302,302,298,300,294,262,259,260,259,257,Upgrade
Shares Outstanding (Diluted),302,302,298,300,294,262,259,260,259,257,Upgrade
Shares Change,-0.09%,1.19%,-0.49%,1.92%,12.26%,1.04%,-0.03%,0.37%,0.43%,0.64%,Upgrade
EPS (Basic),2.28,5.08,1.87,3.52,1.26,2.14,1.80,1.63,1.58,1.74,Upgrade
EPS (Diluted),2.26,5.05,1.87,3.51,1.24,1.92,1.62,1.48,1.44,1.57,Upgrade
EPS Growth,-55.25%,170.05%,-46.72%,183.06%,-35.42%,18.52%,9.46%,2.78%,-8.28%,-,Upgrade
Free Cash Flow Per Share,3.88,4.34,3.97,3.12,2.58,1.73,2.46,2.65,-0.70,2.67,Upgrade
Dividend Per Share,1.920,3.380,0.840,1.800,1.780,0.760,0.750,0.740,0.731,0.720,Upgrade
Dividend Growth,-43.20%,302.38%,-53.33%,1.12%,134.21%,1.33%,1.35%,1.23%,1.53%,-18.64%,Upgrade
Gross Margin,69.81%,74.08%,65.23%,65.52%,60.68%,60.42%,60.21%,57.35%,54.54%,58.88%,Upgrade
Operating Margin,11.43%,21.18%,10.22%,18.26%,7.68%,12.59%,12.48%,11.69%,11.49%,12.77%,Upgrade
Profit Margin,8.49%,16.42%,7.80%,14.16%,5.92%,8.95%,7.91%,7.32%,7.41%,8.23%,Upgrade
Free Cash Flow Margin,14.48%,14.04%,16.54%,12.55%,12.15%,7.23%,10.80%,11.94%,-3.28%,12.62%,Upgrade
Effective Tax Rate,19.93%,20.17%,18.84%,20.11%,15.41%,22.72%,31.93%,33.18%,32.77%,33.44%,Upgrade
EBITDA,924,"1,978.2",732,"1,362.3",480.2,788.3,736.1,673.6,635,694.4,Upgrade
EBITDA Margin,11.43%,21.18%,10.21%,18.26%,7.67%,12.59%,12.48%,11.68%,11.48%,12.76%,Upgrade
EBIT,924,"1,978.2",732,"1,362.3",480.2,788.3,736.1,673.6,635,694.4,Upgrade
EBIT Margin,11.43%,21.18%,10.21%,18.26%,7.67%,12.59%,12.48%,11.68%,11.48%,12.76%,Upgrade
