Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,"10,978","11,869","5,954","8,228","7,674","7,318","7,240","7,227","7,034","7,138",Upgrade
Revenue Growth (YoY),-7.51%,99.34%,-27.64%,7.22%,4.86%,1.08%,0.18%,2.74%,-1.46%,4.89%,Upgrade
Gross Profit,"10,978","11,869","5,954","8,228","7,674","7,318","7,240","7,227","7,034","7,138",Upgrade
"Selling, General & Admin","5,236","4,805","4,519","4,393","4,077","3,781","3,584","3,615","3,340","3,194",Upgrade
Operating Expenses,"5,236","4,805","4,519","4,393","4,077","3,781","3,584","3,615","3,340","3,194",Upgrade
Operating Income,"5,742","7,064","1,435","3,835","3,597","3,537","3,656","3,612","3,694","3,944",Upgrade
Other Expense / Income,88,98,37,49,53,68,54,51,53,56,Upgrade
Pretax Income,"5,654","6,966","1,398","3,786","3,544","3,469","3,602","3,561","3,641","3,888",Upgrade
Income Tax,"1,350","1,615",294,878,855,"1,438","1,263","1,315","1,371","1,474",Upgrade
Net Income,"4,304","5,351","1,104","2,908","2,689","2,031","2,339","2,246","2,270","2,414",Upgrade
Net Income Growth,-19.57%,384.69%,-62.04%,8.14%,32.40%,-13.17%,4.14%,-1.06%,-5.97%,4.14%,Upgrade
Shares Outstanding (Basic),273,293,306,313,336,363,394,427,453,477,Upgrade
Shares Change,-6.77%,-4.38%,-2.22%,-6.70%,-7.54%,-7.86%,-7.74%,-5.73%,-4.90%,-5.53%,Upgrade
EPS (Basic),15.52,17.85,3.60,9.09,7.81,5.43,5.77,5.14,4.91,4.97,Upgrade
EPS (Diluted),15.50,17.83,3.60,9.08,7.79,5.42,5.77,5.13,4.90,4.96,Upgrade
EPS Growth,-13.07%,395.28%,-60.35%,16.56%,43.73%,-6.07%,12.48%,4.69%,-1.21%,11.21%,Upgrade
Free Cash Flow Per Share,25.30,19.88,19.36,18.86,14.70,13.73,10.77,8.63,8.12,6.89,Upgrade
Dividend Per Share,2.300,1.880,1.760,1.680,1.500,1.300,1.160,1.080,0.920,0.600,Upgrade
Dividend Growth,22.34%,6.82%,4.76%,12.00%,15.38%,12.07%,7.41%,17.39%,53.33%,50.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,52.30%,59.52%,24.10%,46.61%,46.87%,48.33%,50.50%,49.98%,52.52%,55.25%,Upgrade
Profit Margin,39.21%,45.08%,18.54%,35.34%,35.04%,27.75%,32.31%,31.08%,32.27%,33.82%,Upgrade
Free Cash Flow Margin,62.97%,49.08%,99.68%,71.85%,64.33%,68.19%,58.65%,51.02%,52.33%,46.04%,Upgrade
Effective Tax Rate,23.88%,23.18%,21.03%,23.19%,24.13%,41.45%,35.06%,36.93%,37.65%,37.91%,Upgrade
EBITDA,"6,215","7,497","1,883","4,222","3,979","3,862","3,953","3,952","4,010","4,222",Upgrade
EBITDA Margin,56.61%,63.16%,31.63%,51.31%,51.85%,52.77%,54.60%,54.68%,57.01%,59.15%,Upgrade
Depreciation & Amortization,561,531,485,436,435,393,351,391,369,334,Upgrade
EBIT,"5,654","6,966","1,398","3,786","3,544","3,469","3,602","3,561","3,641","3,888",Upgrade
EBIT Margin,51.50%,58.69%,23.48%,46.01%,46.18%,47.40%,49.75%,49.27%,51.76%,54.47%,Upgrade
