Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,"2,096","1,820","1,511","1,528","1,337","1,160","1,012","1,025",989,881.72,Upgrade
Revenue Growth (YoY),15.16%,20.45%,-1.11%,14.29%,15.26%,14.62%,-1.27%,3.64%,12.17%,17.87%,Upgrade
Cost of Revenue,456,639,343,365,342,316,255,228,276,227.01,Upgrade
Gross Profit,"1,640","1,181","1,168","1,163",995,844,757,797,713,654.71,Upgrade
"Selling, General & Admin",38,39,38,45,42,89,56,44,41,38.71,Upgrade
Operating Expenses,38,39,38,45,42,89,56,44,41,38.71,Upgrade
Operating Income,"1,602","1,142","1,130","1,118",953,755,701,753,672,616.01,Upgrade
Interest Expense / Income,455,372,317,291,240,225,186,227,216,171.5,Upgrade
Other Expense / Income,492,-826,310,18,-164,-156,20,129,-153,-58.12,Upgrade
Pretax Income,655,"1,596",503,809,877,686,495,397,609,502.63,Upgrade
Income Tax,55,29,19,16,19,19,21,18,18,14.11,Upgrade
Net Income,600,"1,567",484,793,858,667,474,379,591,488.52,Upgrade
Net Income Growth,-61.71%,223.76%,-38.97%,-7.58%,28.64%,40.72%,25.07%,-35.87%,20.98%,-3.87%,Upgrade
Shares Outstanding (Basic),498,446,424,427,426,425,314,314,305,267,Upgrade
Shares Outstanding (Diluted),518,446,424,427,426,425,314,314,305,267,Upgrade
Shares Change,16.14%,5.19%,-0.70%,0.23%,0.24%,35.35%,-,2.95%,14.26%,15.98%,Upgrade
EPS (Basic),1.21,3.51,1.14,1.86,2.01,1.57,1.51,1.20,1.94,1.83,Upgrade
EPS (Diluted),1.19,3.51,1.14,1.86,2.01,1.57,1.51,1.20,1.94,1.83,Upgrade
EPS Growth,-66.10%,207.89%,-38.71%,-7.46%,28.03%,3.97%,25.83%,-38.14%,6.01%,-17.19%,Upgrade
Free Cash Flow Per Share,-2.73,-5.51,-1.37,-2.89,0.71,-4.82,2.25,1.15,-2.16,-4.86,Upgrade
Dividend Per Share,1.870,1.620,1.600,1.680,1.540,1.520,1.520,1.570,1.570,1.570,Upgrade
Dividend Growth,15.43%,1.25%,-4.76%,9.09%,1.32%,0%,-3.18%,0%,0%,-1.88%,Upgrade
Gross Margin,78.24%,64.89%,77.30%,76.11%,74.42%,72.76%,74.80%,77.76%,72.09%,74.25%,Upgrade
Operating Margin,76.43%,62.75%,74.78%,73.17%,71.28%,65.09%,69.27%,73.46%,67.95%,69.86%,Upgrade
Profit Margin,28.63%,86.10%,32.03%,51.90%,64.17%,57.50%,46.84%,36.98%,59.76%,55.41%,Upgrade
Free Cash Flow Margin,-64.84%,-135.11%,-38.39%,-80.82%,22.74%,-176.55%,69.86%,35.12%,-66.63%,-147.17%,Upgrade
Effective Tax Rate,8.40%,1.82%,3.78%,1.98%,2.17%,2.77%,4.24%,4.53%,2.96%,2.81%,Upgrade
EBITDA,"1,110","1,968",820,"1,100","1,117",911,681,625,826,674.92,Upgrade
EBITDA Margin,52.96%,108.13%,54.27%,71.99%,83.55%,78.53%,67.29%,60.98%,83.52%,76.55%,Upgrade
Depreciation & Amortization,0,0,0,0,0,0,0,1,1,0.8,Upgrade
EBIT,"1,110","1,968",820,"1,100","1,117",911,681,624,825,674.12,Upgrade
EBIT Margin,52.96%,108.13%,54.27%,71.99%,83.55%,78.53%,67.29%,60.88%,83.42%,76.46%,Upgrade
