Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"1,310.1","1,283.6","1,217.2","1,285.1","1,447.6","1,602.1","1,630.4","1,539.1","1,550.4","1,474.4",Upgrade
Revenue Growth (YoY),2.06%,5.46%,-5.28%,-11.23%,-9.64%,-1.74%,5.93%,-0.73%,5.15%,9.93%,Upgrade
Cost of Revenue,690.2,684.1,653,662.2,732.2,794,814.4,760.6,761.9,678.2,Upgrade
Gross Profit,619.9,599.5,564.2,622.9,715.4,808.1,816,778.5,788.5,796.2,Upgrade
"Selling, General & Admin",287.8,289.7,285.2,289.3,321.8,337.9,350.4,372.7,329.4,313.9,Upgrade
Other Operating Expenses,238.9,236.1,176,281.6,375.1,455.6,370.6,390.9,387.7,304.4,Upgrade
Operating Expenses,526.7,525.8,461.2,570.9,696.9,793.5,721,763.6,717.1,618.3,Upgrade
Operating Income,93.2,73.7,103,52,18.5,14.6,95,14.9,71.4,177.9,Upgrade
Interest Expense / Income,49.4,69.5,92.4,77,53.6,45.3,45,45.3,44.2,47.3,Upgrade
Other Expense / Income,4,47.8,4.5,39.3,-24.2,5.9,7.5,-,-45.4,45.3,Upgrade
Pretax Income,39.8,-43.6,6.1,-64.3,-10.9,-36.6,42.5,-30.4,72.6,85.3,Upgrade
Income Tax,5.6,-5.7,14,-4,13.1,-6.8,26.6,47.3,0.5,32.9,Upgrade
Net Income,34.2,-37.9,-7.9,-60.3,-24,-29.8,15.9,-77.7,72.1,52.4,Upgrade
Net Income Growth,-,-,-,-,-,-,-,-,37.60%,-,Upgrade
Shares Outstanding (Basic),96,90,78,71,64,63,62,62,65,72,Upgrade
Shares Outstanding (Diluted),100,90,78,71,64,63,66,62,66,72,Upgrade
Shares Change,11.59%,15.30%,9.42%,10.58%,2.23%,-4.55%,6.12%,-5.19%,-8.90%,0.56%,Upgrade
EPS (Basic),0.35,-0.42,-0.10,-0.85,-0.37,-0.47,0.26,-1.25,1.10,0.73,Upgrade
EPS (Diluted),0.34,-0.42,-0.10,-0.85,-0.37,-0.47,0.24,-1.25,1.10,0.73,Upgrade
EPS Growth,-,-,-,-,-,-,-,-,50.68%,-,Upgrade
Free Cash Flow Per Share,0.33,-0.05,0.72,0.13,-0.44,0.78,0.61,-1.21,-0.35,1.51,Upgrade
Gross Margin,47.32%,46.70%,46.35%,48.47%,49.42%,50.44%,50.05%,50.58%,50.86%,54.00%,Upgrade
Operating Margin,7.11%,5.74%,8.46%,4.05%,1.28%,0.91%,5.83%,0.97%,4.61%,12.07%,Upgrade
Profit Margin,2.61%,-2.95%,-0.65%,-4.69%,-1.66%,-1.86%,0.98%,-5.05%,4.65%,3.55%,Upgrade
Free Cash Flow Margin,2.43%,-0.33%,4.60%,0.70%,-1.97%,3.05%,2.34%,-4.90%,-1.46%,7.33%,Upgrade
Effective Tax Rate,14.07%,-,229.51%,-,-,-,62.59%,-,0.69%,38.57%,Upgrade
EBITDA,140.9,82.9,162.9,86.5,119,83.8,167.4,81,172.3,183.3,Upgrade
EBITDA Margin,10.75%,6.46%,13.38%,6.73%,8.22%,5.23%,10.27%,5.26%,11.11%,12.43%,Upgrade
Depreciation & Amortization,51.7,57,64.4,73.8,76.3,75.1,79.9,66.1,55.5,50.7,Upgrade
EBIT,89.2,25.9,98.5,12.7,42.7,8.7,87.5,14.9,116.8,132.6,Upgrade
EBIT Margin,6.81%,2.02%,8.09%,0.99%,2.95%,0.54%,5.37%,0.97%,7.53%,8.99%,Upgrade
