Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"2,329.6","2,412.4","2,027.5","2,239.6","2,378.4","2,305","2,194.6","2,484.5","2,510.9","2,188.8",Upgrade
Revenue Growth (YoY),-3.43%,18.98%,-9.47%,-5.84%,3.18%,5.03%,-11.67%,-1.05%,14.72%,21.23%,Upgrade
Gross Profit,"2,329.6","2,412.4","2,027.5","2,239.6","2,378.4","2,305","2,194.6","2,484.5","2,510.9","2,188.8",Upgrade
"Selling, General & Admin","1,457","1,394.2","1,205.1","1,319.8","1,404.9","1,352.1","1,330.5","1,471.5","1,516","1,374.7",Upgrade
Other Operating Expenses,102.1,125.8,212.4,222.8,206.5,164.7,173,178,179.7,180,Upgrade
Operating Expenses,"1,559.1","1,520","1,417.5","1,542.6","1,611.4","1,516.8","1,503.5","1,649.5","1,695.7","1,554.7",Upgrade
Operating Income,770.5,892.4,610,697,767,788.2,691.1,835,815.2,634.1,Upgrade
Interest Expense / Income,114.4,111.4,92.3,76.2,80.6,87.8,91.7,88.9,76.6,87.3,Upgrade
Other Expense / Income,-848.1,-35.7,234.1,602.2,261.5,-47.5,-109,-26.8,58.6,-7.8,Upgrade
Pretax Income,"1,504.2",816.7,283.6,18.6,424.9,747.9,708.4,772.9,680,554.6,Upgrade
Income Tax,358.3,251,81.4,2.9,181.3,58.4,235.6,263.4,246.1,194.1,Upgrade
Net Income,"1,145.9",565.7,202.2,15.7,243.6,689.5,472.8,509.5,433.9,360.5,Upgrade
Net Income Growth,102.56%,179.77%,1187.90%,-93.56%,-64.67%,45.83%,-7.20%,17.42%,20.36%,107.18%,Upgrade
Shares Outstanding (Basic),39,42,47,51,54,56,54,54,55,53,Upgrade
Shares Outstanding (Diluted),49,45,47,51,54,59,57,57,58,57,Upgrade
Shares Change,9.38%,-4.07%,-7.71%,-5.95%,-8.19%,2.81%,-0.35%,-2.05%,3.00%,6.98%,Upgrade
EPS (Basic),29.77,13.65,4.34,0.31,4.55,12.30,8.73,9.37,7.89,6.79,Upgrade
EPS (Diluted),25.35,13.05,4.33,0.31,4.52,12.03,8.57,9.17,7.70,6.55,Upgrade
EPS Growth,94.25%,201.39%,1296.77%,-93.14%,-62.43%,40.37%,-6.54%,19.09%,17.56%,99.70%,Upgrade
Free Cash Flow Per Share,27.10,30.14,21.52,18.21,20.93,20.57,19.01,21.64,25.78,17.57,Upgrade
Dividend Per Share,0.040,0.040,0.350,1.280,1.200,0.800,-,-,-,-,Upgrade
Dividend Growth,0%,-88.57%,-72.66%,6.67%,50.00%,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,33.07%,36.99%,30.09%,31.12%,32.25%,34.20%,31.49%,33.61%,32.47%,28.97%,Upgrade
Profit Margin,49.19%,23.45%,9.97%,0.70%,10.24%,29.91%,21.54%,20.51%,17.28%,16.47%,Upgrade
Free Cash Flow Margin,44.78%,51.85%,49.36%,41.06%,47.17%,49.97%,46.94%,47.29%,56.46%,42.63%,Upgrade
Effective Tax Rate,23.82%,30.73%,28.70%,15.59%,42.67%,7.81%,33.26%,34.08%,36.19%,35.00%,Upgrade
EBITDA,"1,634.4",944.7,395,116.1,527.5,856,819.6,880.6,773.5,655.9,Upgrade
EBITDA Margin,70.16%,39.16%,19.48%,5.18%,22.18%,37.14%,37.35%,35.44%,30.81%,29.97%,Upgrade
Depreciation & Amortization,15.8,16.6,19.1,21.3,22,20.3,19.5,18.8,16.9,14,Upgrade
EBIT,"1,618.6",928.1,375.9,94.8,505.5,835.7,800.1,861.8,756.6,641.9,Upgrade
EBIT Margin,69.48%,38.47%,18.54%,4.23%,21.25%,36.26%,36.46%,34.69%,30.13%,29.33%,Upgrade
