Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Revenue,319.49,317.2,222.92,273.51,267.97,236.37,215.98,207.1,200.77,180.91,Upgrade
Revenue Growth (YoY),0.72%,42.29%,-18.50%,2.07%,13.37%,9.44%,4.29%,3.15%,10.98%,0.48%,Upgrade
Gross Profit,319.49,317.2,222.92,273.51,267.97,236.37,215.98,207.1,200.77,180.91,Upgrade
"Selling, General & Admin",160.36,148.93,143,139.31,133.16,121.5,114.45,107.58,111.53,103.45,Upgrade
Other Operating Expenses,19.18,13.68,17.85,18.17,22.07,17.61,15.92,17.8,17.63,18.99,Upgrade
Operating Expenses,179.54,162.61,160.84,157.48,155.23,139.11,130.36,125.38,129.16,122.44,Upgrade
Operating Income,139.95,154.59,62.08,116.03,112.74,97.26,85.62,81.72,71.61,58.47,Upgrade
Other Expense / Income,-,-,-,0.04,3.49,3.1,2.86,2.59,2.04,1.79,Upgrade
Pretax Income,139.95,154.59,62.08,115.99,109.25,94.15,82.75,79.14,69.57,56.68,Upgrade
Income Tax,30.21,39.15,14.44,28.27,26.19,43.64,30.39,29.35,26.29,20.66,Upgrade
Net Income,109.74,115.44,47.64,87.72,83.06,50.52,52.36,49.78,43.29,36.02,Upgrade
Net Income Growth,-4.93%,142.34%,-45.69%,5.60%,64.42%,-3.52%,5.18%,15.00%,20.19%,-3.03%,Upgrade
Shares Outstanding (Basic),77,78,79,80,80,74,70,70,70,70,Upgrade
Shares Outstanding (Diluted),77,78,79,80,80,75,70,70,70,70,Upgrade
Shares Change,-1.14%,-1.09%,-0.94%,-0.07%,6.81%,6.20%,0.30%,0.26%,0.24%,0.20%,Upgrade
EPS (Basic),1.42,1.48,0.60,1.10,1.04,0.68,0.74,0.71,0.62,0.52,Upgrade
EPS (Diluted),1.42,1.48,0.60,1.10,1.04,0.68,0.74,0.71,0.62,0.52,Upgrade
EPS Growth,-4.05%,146.67%,-45.45%,5.77%,52.94%,-8.11%,4.23%,14.52%,19.23%,-1.89%,Upgrade
Free Cash Flow Per Share,1.47,1.65,1.39,1.23,1.50,0.99,1.03,0.85,1.12,0.83,Upgrade
Dividend Per Share,0.655,0.480,0.460,0.440,0.395,0.360,0.360,0.355,0.340,0.340,Upgrade
Dividend Growth,36.46%,4.35%,4.55%,11.39%,9.72%,0%,1.41%,4.41%,0%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,43.80%,48.74%,27.85%,42.42%,42.07%,41.15%,39.64%,39.46%,35.67%,32.32%,Upgrade
Profit Margin,34.35%,36.39%,21.37%,32.07%,31.00%,21.37%,24.24%,24.04%,21.56%,19.91%,Upgrade
Free Cash Flow Margin,35.49%,40.49%,49.16%,35.73%,44.66%,31.05%,33.65%,28.89%,39.09%,31.97%,Upgrade
Effective Tax Rate,21.58%,25.33%,23.26%,24.37%,23.97%,46.35%,36.73%,37.09%,37.78%,36.46%,Upgrade
EBITDA,145.98,160.38,67.56,122.85,116.63,101.39,89.83,86.21,76.59,62.97,Upgrade
EBITDA Margin,45.69%,50.56%,30.31%,44.91%,43.52%,42.89%,41.59%,41.63%,38.15%,34.81%,Upgrade
Depreciation & Amortization,6.03,5.79,5.49,6.86,7.38,7.23,7.08,7.07,7.02,6.29,Upgrade
EBIT,139.95,154.59,62.08,115.99,109.25,94.15,82.75,79.14,69.57,56.68,Upgrade
EBIT Margin,43.80%,48.74%,27.85%,42.41%,40.77%,39.83%,38.32%,38.21%,34.65%,31.33%,Upgrade
