Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Revenue,220.05,211.6,186.63,227.6,220.81,217.58,216.24,210.14,205.69,202.52,Upgrade
Revenue Growth (YoY),4.00%,13.38%,-18.00%,3.08%,1.48%,0.62%,2.91%,2.16%,1.57%,-2.20%,Upgrade
Gross Profit,220.05,211.6,186.63,227.6,220.81,217.58,216.24,210.14,205.69,202.52,Upgrade
"Selling, General & Admin",78.1,76.9,73.95,73.86,64.94,60.91,60.2,70.25,69.75,72.91,Upgrade
Other Operating Expenses,34.75,33.92,32.05,33.08,31.96,28.75,34.1,24.12,20.79,24.04,Upgrade
Operating Expenses,112.85,110.82,106,106.94,96.9,89.66,94.31,94.37,90.54,96.95,Upgrade
Operating Income,107.2,100.78,80.63,120.65,123.91,127.92,121.94,115.77,115.15,105.57,Upgrade
Other Expense / Income,-,4.75,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,107.2,96.03,80.63,120.65,123.91,127.92,121.94,115.77,115.15,105.57,Upgrade
Income Tax,22.75,19.95,16.09,26.41,24.98,43.78,38.45,37.68,37.46,36.23,Upgrade
Net Income,84.45,76.08,64.54,94.24,98.93,84.14,83.49,78.09,77.69,69.34,Upgrade
Net Income Growth,11.00%,17.88%,-31.52%,-4.73%,17.58%,0.77%,6.92%,0.51%,12.05%,-6.94%,Upgrade
Shares Outstanding (Basic),139,139,142,141,138,138,137,138,142,145,Upgrade
Shares Outstanding (Diluted),-,-,-,-,-,-,-,-,-,145,Upgrade
Shares Change,0.02%,-1.90%,0.06%,2.29%,0.04%,0.63%,-0.78%,-2.55%,-1.94%,-8.28%,Upgrade
EPS (Basic),0.62,0.56,0.47,0.68,0.73,0.63,0.63,0.58,0.56,0.48,Upgrade
EPS (Diluted),0.62,0.56,0.47,0.68,0.73,0.63,0.63,0.58,0.56,0.48,Upgrade
EPS Growth,10.71%,19.15%,-30.88%,-6.85%,15.87%,0%,8.62%,3.57%,16.67%,2.13%,Upgrade
Free Cash Flow Per Share,0.66,0.47,0.55,0.49,0.81,0.55,0.51,0.54,0.59,0.57,Upgrade
Dividend Per Share,0.760,0.870,0.680,0.980,0.880,0.880,0.840,0.840,0.980,1.000,Upgrade
Dividend Growth,-12.64%,27.94%,-30.61%,11.36%,0%,4.76%,0%,-14.29%,-2.00%,150.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,48.72%,47.63%,43.20%,53.01%,56.11%,58.79%,56.39%,55.09%,55.98%,52.13%,Upgrade
Profit Margin,38.38%,35.96%,34.58%,41.41%,44.80%,38.67%,38.61%,37.16%,37.77%,34.24%,Upgrade
Free Cash Flow Margin,41.69%,30.75%,41.89%,30.41%,50.90%,35.08%,32.42%,35.49%,41.11%,40.96%,Upgrade
Effective Tax Rate,21.22%,20.77%,19.96%,21.89%,20.16%,34.23%,31.53%,32.54%,32.53%,34.32%,Upgrade
EBITDA,117.94,106.98,91.73,132.11,132.6,135.72,129.08,122.61,121.47,111.02,Upgrade
EBITDA Margin,53.60%,50.56%,49.15%,58.05%,60.05%,62.38%,59.69%,58.35%,59.05%,54.82%,Upgrade
Depreciation & Amortization,10.74,10.95,11.1,11.46,8.69,7.8,7.14,6.84,6.32,5.45,Upgrade
EBIT,107.2,96.03,80.63,120.65,123.91,127.92,121.94,115.77,115.15,105.57,Upgrade
EBIT Margin,48.72%,45.38%,43.20%,53.01%,56.11%,58.79%,56.39%,55.09%,55.98%,52.13%,Upgrade
