Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,211.93,211.96,202.85,154.37,141.15,132.51,130.83,128.85,125.27,129.38,Upgrade
Revenue Growth (YoY),-0.02%,4.49%,31.40%,9.37%,6.52%,1.29%,1.54%,2.85%,-3.17%,5.43%,Upgrade
Gross Profit,211.93,211.96,202.85,154.37,141.15,132.51,130.83,128.85,125.27,129.38,Upgrade
"Selling, General & Admin",125.12,125.4,118.94,84.79,82.42,80.15,81.03,83.15,80.03,83.46,Upgrade
Other Operating Expenses,36.71,37.11,31.02,28.82,29.08,29.3,32.19,32.12,34.33,37.95,Upgrade
Operating Expenses,161.83,162.51,149.96,113.61,111.5,109.45,113.21,115.27,114.36,121.41,Upgrade
Operating Income,50.1,49.45,52.88,40.76,29.65,23.07,17.61,13.58,10.91,7.97,Upgrade
Other Expense / Income,-0.14,6.22,11.08,-,-,-,-,-,-,-,Upgrade
Pretax Income,50.23,43.23,41.81,40.76,29.65,23.07,17.61,13.58,10.91,7.97,Upgrade
Income Tax,10.09,9.84,10.23,9.95,3.42,12.2,5.87,4.46,1.65,1.93,Upgrade
Net Income,40.15,33.4,31.58,30.81,26.22,10.86,11.75,9.12,9.26,6.05,Upgrade
Net Income Growth,20.21%,5.76%,2.50%,17.48%,141.41%,-7.52%,28.85%,-1.56%,53.18%,5497.22%,Upgrade
Shares Outstanding (Basic),17,17,17,17,17,17,17,17,17,17,Upgrade
Shares Outstanding (Diluted),17,17,17,17,17,17,17,17,17,17,Upgrade
Shares Change,0.54%,0.42%,-0.03%,-1.44%,0.35%,-0.28%,-1.48%,-0.97%,0.51%,1.04%,Upgrade
EPS (Basic),2.37,1.98,1.88,1.84,1.54,0.64,0.69,0.53,0.53,0.35,Upgrade
EPS (Diluted),2.36,1.98,1.88,1.83,1.54,0.64,0.69,0.53,0.53,0.35,Upgrade
EPS Growth,19.19%,5.32%,2.73%,18.83%,140.63%,-7.25%,30.19%,0%,51.43%,3400.00%,Upgrade
Free Cash Flow Per Share,3.20,6.57,-3.48,2.98,1.95,2.05,1.07,1.68,1.15,1.86,Upgrade
Dividend Per Share,0.660,0.620,0.570,0.480,0.320,0.240,0.170,0.130,0.090,-,Upgrade
Dividend Growth,6.45%,8.77%,18.75%,50.00%,33.33%,41.18%,30.77%,44.44%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,23.64%,23.33%,26.07%,26.40%,21.00%,17.41%,13.46%,10.54%,8.71%,6.16%,Upgrade
Profit Margin,18.94%,15.76%,15.57%,19.96%,18.58%,8.20%,8.98%,7.08%,7.39%,4.67%,Upgrade
Free Cash Flow Margin,25.60%,52.24%,-28.77%,32.34%,23.50%,26.25%,13.89%,22.55%,15.99%,24.86%,Upgrade
Effective Tax Rate,20.08%,22.75%,24.47%,24.42%,11.54%,52.90%,33.31%,32.85%,15.15%,24.15%,Upgrade
EBITDA,57.99,50.95,49.04,47.01,36.1,29.62,24.59,20.16,17.44,14.58,Upgrade
EBITDA Margin,27.36%,24.04%,24.17%,30.45%,25.57%,22.36%,18.79%,15.65%,13.92%,11.27%,Upgrade
Depreciation & Amortization,7.76,7.71,7.23,6.25,6.45,6.56,6.98,6.59,6.52,6.61,Upgrade
EBIT,50.23,43.23,41.81,40.76,29.65,23.07,17.61,13.58,10.91,7.97,Upgrade
EBIT Margin,23.70%,20.40%,20.61%,26.40%,21.00%,17.41%,13.46%,10.54%,8.71%,6.16%,Upgrade
