Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,264.95,214.83,205.37,204.2,197.91,194.94,183.58,181.97,185.75,198.74,Upgrade
Revenue Growth (YoY),23.33%,4.61%,0.57%,3.18%,1.53%,6.19%,0.88%,-2.03%,-6.53%,-11.06%,Upgrade
Gross Profit,264.95,214.83,205.37,204.2,197.91,194.94,183.58,181.97,185.75,198.74,Upgrade
"Selling, General & Admin",68.64,70.4,72.81,73.76,75.53,73.11,74.5,74.08,76.29,78.7,Upgrade
Other Operating Expenses,30.72,27.4,25.76,25.23,31.39,34.66,29.12,31.22,30.51,33.92,Upgrade
Operating Expenses,99.36,97.81,98.57,98.99,106.92,107.77,103.62,105.3,106.8,112.61,Upgrade
Operating Income,165.59,117.03,106.8,105.22,91,87.17,79.96,76.67,78.95,86.12,Upgrade
Pretax Income,165.59,117.03,106.8,105.22,91,87.17,79.96,76.67,78.95,86.12,Upgrade
Income Tax,43.56,30.52,26.39,24.83,19.43,37.15,21.1,17.92,18.31,18.95,Upgrade
Net Income,122.03,86.51,80.41,80.39,71.56,50.03,58.85,58.75,60.65,67.18,Upgrade
Net Income Growth,41.07%,7.58%,0.03%,12.33%,43.06%,-15.00%,0.17%,-3.12%,-9.72%,-17.20%,Upgrade
Shares Outstanding (Basic),27,27,27,27,27,26,26,26,26,29,Upgrade
Shares Outstanding (Diluted),27,27,27,27,27,26,26,26,26,27,Upgrade
Shares Change,0.14%,-0.33%,-0.17%,0.93%,1.28%,2.89%,0.39%,-2.23%,-2.67%,-2.97%,Upgrade
EPS (Basic),4.54,3.22,2.98,2.98,2.69,1.90,2.30,2.30,2.32,2.50,Upgrade
EPS (Diluted),4.54,3.22,2.98,2.98,2.67,1.89,2.29,2.30,2.32,2.50,Upgrade
EPS Growth,40.99%,8.05%,0%,11.61%,41.27%,-17.47%,-0.43%,-0.86%,-7.20%,-14.68%,Upgrade
Free Cash Flow Per Share,4.20,3.25,4.06,2.85,3.53,2.97,2.96,2.58,3.01,2.90,Upgrade
Dividend Per Share,1.680,1.650,1.640,1.630,1.600,1.570,1.560,1.530,1.520,1.490,Upgrade
Dividend Growth,1.82%,0.61%,0.61%,1.87%,1.91%,0.64%,1.96%,0.66%,2.01%,0.68%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,62.50%,54.47%,52.01%,51.53%,45.98%,44.72%,43.56%,42.13%,42.50%,43.33%,Upgrade
Profit Margin,46.06%,40.27%,39.16%,39.37%,36.16%,25.66%,32.06%,32.29%,32.65%,33.80%,Upgrade
Free Cash Flow Margin,42.61%,40.69%,53.25%,37.56%,47.47%,40.03%,41.30%,36.23%,42.27%,42.08%,Upgrade
Effective Tax Rate,26.30%,26.08%,24.71%,23.60%,21.36%,42.61%,26.39%,23.37%,23.19%,22.00%,Upgrade
EBITDA,182.16,133.64,129.45,125.84,115.4,113.25,99.9,93.07,94.46,104.14,Upgrade
EBITDA Margin,68.75%,62.21%,63.03%,61.63%,58.31%,58.10%,54.42%,51.15%,50.85%,52.40%,Upgrade
Depreciation & Amortization,16.57,16.62,22.65,20.63,24.4,26.08,19.94,16.4,15.5,18.02,Upgrade
EBIT,165.59,117.03,106.8,105.22,91,87.17,79.96,76.67,78.95,86.12,Upgrade
EBIT Margin,62.50%,54.47%,52.01%,51.53%,45.98%,44.72%,43.56%,42.13%,42.50%,43.33%,Upgrade
