Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,312.28,237.68,169.4,173.78,156.94,145.6,137.21,127.52,123.31,109.75,Upgrade
Revenue Growth (YoY),31.39%,40.30%,-2.52%,10.73%,7.78%,6.12%,7.60%,3.41%,12.36%,8.76%,Upgrade
Gross Profit,312.28,237.68,169.4,173.78,156.94,145.6,137.21,127.52,123.31,109.75,Upgrade
"Selling, General & Admin",128.81,95.15,77.17,76.15,70.86,66.55,62.46,57.54,58.06,54.21,Upgrade
Other Operating Expenses,62.98,47.13,24.49,21.97,18.53,23.88,18.48,15.86,15.15,17.15,Upgrade
Operating Expenses,191.79,142.28,101.66,98.12,89.39,90.42,80.94,73.4,73.21,71.35,Upgrade
Operating Income,120.48,95.4,67.74,75.66,67.55,55.18,56.27,54.12,50.1,38.4,Upgrade
Other Expense / Income,0.32,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,120.16,95.4,67.74,75.66,67.55,55.18,56.27,54.12,50.1,38.4,Upgrade
Income Tax,27.19,20.75,8.87,9.59,12.03,17.14,15.24,16.93,15.28,11.23,Upgrade
Net Income,92.97,74.65,58.87,66.07,55.52,38.04,41.03,37.19,34.82,27.17,Upgrade
Net Income Growth,24.55%,26.80%,-10.90%,19.00%,45.93%,-7.27%,10.33%,6.79%,28.16%,5.31%,Upgrade
Shares Outstanding (Basic),29,25,23,23,23,23,22,22,22,22,Upgrade
Shares Outstanding (Diluted),29,25,23,23,23,23,23,22,-,-,Upgrade
Shares Change,14.97%,10.49%,-0.42%,-0.34%,-0.17%,0.84%,1.48%,1.78%,1.00%,4.82%,Upgrade
EPS (Basic),3.24,3.00,2.61,2.92,2.45,1.69,1.84,1.68,1.59,1.27,Upgrade
EPS (Diluted),3.21,2.97,2.59,2.89,2.42,1.66,1.80,1.65,1.57,1.26,Upgrade
EPS Growth,8.08%,14.67%,-10.38%,19.42%,45.78%,-7.78%,9.09%,5.10%,24.60%,2.19%,Upgrade
Free Cash Flow Per Share,4.01,3.92,3.23,2.49,2.61,2.26,2.55,1.80,1.71,2.56,Upgrade
Dividend Per Share,1.140,1.100,1.080,1.040,0.960,0.800,0.717,0.640,0.587,0.540,Upgrade
Dividend Growth,3.64%,1.85%,3.85%,8.33%,20.00%,11.58%,12.03%,9.03%,8.70%,5.26%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,38.58%,40.14%,39.99%,43.54%,43.04%,37.90%,41.01%,42.44%,40.63%,34.99%,Upgrade
Profit Margin,29.77%,31.41%,34.75%,38.02%,35.38%,26.13%,29.90%,29.16%,28.24%,24.76%,Upgrade
Free Cash Flow Margin,36.84%,41.03%,43.04%,32.37%,37.63%,34.95%,41.54%,31.14%,30.58%,50.99%,Upgrade
Effective Tax Rate,22.63%,21.75%,13.10%,12.68%,17.81%,31.06%,27.09%,31.29%,30.50%,29.24%,Upgrade
EBITDA,140.82,106.73,77.49,80.54,73.33,68.82,67.41,61.02,57.52,46.37,Upgrade
EBITDA Margin,45.09%,44.90%,45.74%,46.35%,46.73%,47.27%,49.13%,47.85%,46.64%,42.25%,Upgrade
Depreciation & Amortization,20.66,11.33,9.74,4.88,5.78,13.64,11.14,6.9,7.41,7.97,Upgrade
EBIT,120.16,95.4,67.74,75.66,67.55,55.18,56.27,54.12,50.1,38.4,Upgrade
EBIT Margin,38.48%,40.14%,39.99%,43.54%,43.04%,37.90%,41.01%,42.44%,40.63%,34.99%,Upgrade
