Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,9.74,10.41,9.62,9.68,10.23,9.98,10.65,11.13,11.3,11.14,Upgrade
Revenue Growth (YoY),-6.52%,8.25%,-0.62%,-5.39%,2.53%,-6.27%,-4.37%,-1.45%,1.45%,39.57%,Upgrade
Gross Profit,9.74,10.41,9.62,9.68,10.23,9.98,10.65,11.13,11.3,11.14,Upgrade
"Selling, General & Admin",6.38,6.97,6.98,7.18,7.32,6.98,6.74,6.24,6.66,5.42,Upgrade
Other Operating Expenses,1.12,1.1,14.75,1.4,1.46,1.39,1.67,1.6,1.61,1.21,Upgrade
Operating Expenses,7.5,8.06,21.73,8.58,8.78,8.37,8.4,7.84,8.27,6.64,Upgrade
Operating Income,2.23,2.35,-12.11,1.1,1.45,1.61,2.24,3.29,3.03,4.5,Upgrade
Other Expense / Income,0.17,0.18,0.18,0.15,0.17,0.16,0.15,0.2,0.14,0.28,Upgrade
Pretax Income,2.07,2.17,-12.28,0.95,1.29,1.45,2.1,3.09,2.89,4.22,Upgrade
Income Tax,0.48,0.35,0.26,0.14,-0.04,0.51,0.6,1.02,0.95,1.31,Upgrade
Net Income,1.59,1.82,-12.55,0.81,1.32,0.94,1.5,2.07,1.93,2.92,Upgrade
Net Income Growth,-12.64%,-,-,-38.62%,41.50%,-37.71%,-27.45%,6.98%,-33.68%,70.03%,Upgrade
Shares Outstanding (Basic),8,8,8,8,8,8,8,8,9,9,Upgrade
Shares Change,-0.10%,-0.43%,-1.34%,-0.83%,-,0.06%,-,-0.99%,-0.06%,10.26%,Upgrade
EPS (Basic),0.19,0.22,-1.52,0.10,0.16,0.11,0.18,0.25,0.23,0.37,Upgrade
EPS (Diluted),0.19,0.22,-1.52,0.10,0.16,0.11,0.18,0.25,0.23,0.37,Upgrade
EPS Growth,-13.64%,-,-,-37.50%,45.45%,-38.89%,-28.00%,8.70%,-37.84%,60.87%,Upgrade
Free Cash Flow Per Share,0.30,0.18,0.11,0.14,0.12,0.23,0.04,0.26,0.26,0.43,Upgrade
Dividend Per Share,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,0.400,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,22.94%,22.58%,-125.85%,11.39%,14.21%,16.13%,21.06%,29.54%,26.79%,40.41%,Upgrade
Profit Margin,16.33%,17.48%,-130.43%,8.39%,12.93%,9.37%,14.10%,18.59%,17.12%,26.19%,Upgrade
Free Cash Flow Margin,25.58%,14.50%,9.12%,12.31%,9.75%,19.76%,3.17%,19.87%,19.28%,33.17%,Upgrade
Effective Tax Rate,23.08%,16.21%,-,14.80%,-2.88%,35.43%,28.42%,33.04%,32.99%,30.97%,Upgrade
EBITDA,2.35,2.46,-12.01,1.24,1.6,1.78,2.42,3.37,3.17,4.46,Upgrade
EBITDA Margin,24.16%,23.62%,-124.80%,12.76%,15.59%,17.88%,22.71%,30.26%,28.10%,40.01%,Upgrade
Depreciation & Amortization,0.29,0.29,0.28,0.28,0.31,0.34,0.32,0.28,0.29,0.23,Upgrade
EBIT,2.07,2.17,-12.28,0.95,1.29,1.45,2.1,3.09,2.89,4.22,Upgrade
EBIT Margin,21.23%,20.86%,-127.68%,9.85%,12.57%,14.51%,19.70%,27.76%,25.55%,37.93%,Upgrade
