Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Revenue,31.64,20.65,18.91,29.29,29.39,23.89,19.9,17.66,16.99,6.98,Upgrade
Revenue Growth (YoY),53.25%,9.19%,-35.43%,-0.33%,23.02%,20.04%,12.68%,3.95%,143.31%,-63.21%,Upgrade
Gross Profit,31.64,20.65,18.91,29.29,29.39,23.89,19.9,17.66,16.99,6.98,Upgrade
"Selling, General & Admin",12.92,12.72,12.42,11.93,11.74,10.61,9.37,9.19,11.67,11.84,Upgrade
Other Operating Expenses,9.85,8.23,5.88,5.56,6.07,4.54,4.55,4.77,4.98,6.39,Upgrade
Operating Expenses,22.77,20.95,18.3,17.49,17.8,15.15,13.92,13.96,16.64,18.23,Upgrade
Operating Income,8.88,-0.3,0.61,11.8,11.58,8.74,5.98,3.7,0.34,-11.25,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,1.54,Upgrade
Pretax Income,8.88,-0.3,0.61,11.8,11.58,8.74,5.98,3.7,0.34,-12.79,Upgrade
Income Tax,1.92,-0.21,-0.04,2.47,4.28,2.92,-6.17,-0.97,-0.37,6.01,Upgrade
Net Income,6.95,-0.09,0.64,9.33,7.31,5.82,12.15,4.67,0.71,-18.8,Upgrade
Net Income Growth,-,-,-93.10%,27.73%,25.60%,-52.12%,160.28%,556.54%,-,-,Upgrade
Shares Outstanding (Basic),8,8,8,8,6,6,6,6,6,7,Upgrade
Shares Outstanding (Diluted),8,8,8,8,6,6,6,-,-,-,Upgrade
Shares Change,0.35%,-0.78%,-0.54%,18.26%,0.43%,0.36%,0.25%,0.23%,-2.74%,7.47%,Upgrade
EPS (Basic),0.92,-0.01,0.08,1.22,1.13,0.90,1.90,0.73,0.11,-2.96,Upgrade
EPS (Diluted),0.92,-0.01,0.08,1.22,1.13,0.90,1.90,0.58,0.05,-2.96,Upgrade
EPS Growth,-,-,-93.44%,7.96%,25.56%,-52.63%,227.59%,1060.00%,-,-,Upgrade
Free Cash Flow Per Share,0.77,1.94,1.50,1.31,1.32,1.28,1.34,0.45,-0.04,-0.33,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,28.05%,-1.47%,3.22%,40.29%,39.41%,36.59%,30.03%,20.94%,2.02%,-161.13%,Upgrade
Profit Margin,21.97%,-0.45%,3.41%,31.86%,24.86%,24.35%,61.06%,26.43%,4.19%,-269.31%,Upgrade
Free Cash Flow Margin,18.39%,70.82%,60.42%,34.09%,28.92%,34.49%,43.13%,16.35%,-1.63%,-30.51%,Upgrade
Effective Tax Rate,21.68%,-,-5.92%,20.92%,36.92%,33.44%,-103.31%,-26.23%,-106.69%,-,Upgrade
EBITDA,10.03,1.17,1.35,12.56,12.34,9.46,6.63,4.34,0.98,-12.1,Upgrade
EBITDA Margin,31.70%,5.65%,7.15%,42.89%,41.99%,39.62%,33.30%,24.60%,5.78%,-173.27%,Upgrade
Depreciation & Amortization,1.16,1.47,0.75,0.76,0.76,0.72,0.65,0.65,0.64,0.7,Upgrade
EBIT,8.88,-0.3,0.61,11.8,11.58,8.74,5.98,3.7,0.34,-12.79,Upgrade
EBIT Margin,28.05%,-1.47%,3.22%,40.29%,39.41%,36.59%,30.03%,20.94%,2.02%,-183.23%,Upgrade
