Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,870.2,715.29,565.09,661.41,659.52,511.29,474.4,396.05,339.12,237.78,Upgrade
Revenue Growth (YoY),21.66%,26.58%,-14.56%,0.29%,28.99%,7.78%,19.78%,16.79%,42.62%,18.41%,Upgrade
Gross Profit,870.2,715.29,565.09,661.41,659.52,511.29,474.4,396.05,339.12,237.78,Upgrade
"Selling, General & Admin",327.24,231.67,221.39,205.79,191.93,161.42,138.59,124.25,109.29,80.96,Upgrade
Other Operating Expenses,148.38,66.85,65.99,70,72.07,78.79,53.17,53.3,52.66,52.35,Upgrade
Operating Expenses,475.63,298.52,287.39,275.79,264,240.21,191.76,177.56,161.94,133.31,Upgrade
Operating Income,394.58,416.78,277.7,385.62,395.52,271.08,282.65,218.49,177.17,104.47,Upgrade
Pretax Income,394.58,416.78,277.7,385.62,395.52,271.08,282.65,218.49,177.17,104.47,Upgrade
Income Tax,89.31,97.75,63.26,96.08,95.12,136,105.5,80.29,64.11,37.95,Upgrade
Net Income,305.26,319.02,214.45,289.54,300.4,135.08,177.15,138.2,113.06,66.52,Upgrade
Net Income Growth,-4.31%,48.76%,-25.93%,-3.62%,122.38%,-23.74%,28.18%,22.23%,69.97%,5.55%,Upgrade
Shares Outstanding (Basic),204,164,165,167,173,174,140,140,135,130,Upgrade
Shares Change,24.49%,-0.80%,-1.00%,-3.52%,-0.41%,23.64%,0.16%,3.81%,3.83%,16.18%,Upgrade
EPS (Basic),1.57,1.94,1.30,1.73,1.73,0.90,1.26,1.01,0.86,0.57,Upgrade
EPS (Diluted),1.57,1.94,1.30,1.73,1.73,0.89,1.26,1.01,0.85,0.57,Upgrade
EPS Growth,-19.07%,49.23%,-24.86%,0%,94.38%,-29.37%,24.75%,18.82%,49.12%,2.70%,Upgrade
Free Cash Flow Per Share,1.98,2.31,1.70,1.39,1.71,0.78,1.23,1.39,1.82,0.77,Upgrade
Dividend Per Share,0.660,0.560,0.530,0.510,0.460,0.400,0.342,0.275,0.175,0.145,Upgrade
Dividend Growth,17.86%,5.66%,3.92%,10.87%,15.00%,16.96%,24.36%,57.14%,20.69%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,45.34%,58.27%,49.14%,58.30%,59.97%,53.02%,59.58%,55.17%,52.25%,43.94%,Upgrade
Profit Margin,35.08%,44.60%,37.95%,43.78%,45.55%,26.42%,37.34%,34.89%,33.34%,27.98%,Upgrade
Free Cash Flow Margin,46.44%,53.00%,49.58%,35.15%,44.87%,26.38%,36.39%,49.12%,72.34%,42.19%,Upgrade
Effective Tax Rate,22.64%,23.45%,22.78%,24.92%,24.05%,50.17%,37.33%,36.75%,36.18%,36.33%,Upgrade
EBITDA,426.43,436.26,297.79,405.05,414.73,287.8,297.19,228.79,187.29,111.7,Upgrade
EBITDA Margin,49.00%,60.99%,52.70%,61.24%,62.88%,56.29%,62.65%,57.77%,55.23%,46.98%,Upgrade
Depreciation & Amortization,31.86,19.48,20.08,19.43,19.21,16.72,14.55,10.3,10.12,7.23,Upgrade
EBIT,394.58,416.78,277.7,385.62,395.52,271.08,282.65,218.49,177.17,104.47,Upgrade
EBIT Margin,45.34%,58.27%,49.14%,58.30%,59.97%,53.02%,59.58%,55.17%,52.25%,43.94%,Upgrade
