Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,68.28,61.69,58.19,53.09,52.05,50.37,53.17,49.61,45.21,44.12,Upgrade
Revenue Growth (YoY),10.69%,6.02%,9.60%,2.00%,3.34%,-5.27%,7.17%,9.74%,2.46%,32.68%,Upgrade
Gross Profit,68.28,61.69,58.19,53.09,52.05,50.37,53.17,49.61,45.21,44.12,Upgrade
"Selling, General & Admin",39.18,38.75,35.23,35.35,36.17,37.41,38.13,32.98,29.91,29.12,Upgrade
Other Operating Expenses,4.1,2.79,2.85,2.7,3.68,4.03,4.72,3.88,3.9,3.34,Upgrade
Operating Expenses,43.28,41.54,38.08,38.05,39.85,41.44,42.86,36.87,33.81,32.46,Upgrade
Operating Income,25,20.15,20.1,15.04,12.2,8.93,10.31,12.75,11.4,11.66,Upgrade
Other Expense / Income,-,0.25,2.5,-,-,-,-,-,-,-,Upgrade
Pretax Income,25,19.9,17.6,15.04,12.2,8.93,10.31,12.75,11.4,11.66,Upgrade
Income Tax,4.93,3.47,3.18,2.42,5.66,1.59,2.58,2.95,2.89,2.83,Upgrade
Net Income,20.07,16.42,14.42,12.62,6.53,7.34,7.73,9.79,8.5,8.82,Upgrade
Net Income Growth,22.20%,13.93%,14.20%,93.28%,-11.01%,-5.02%,-21.08%,15.13%,-3.62%,4003.72%,Upgrade
Shares Outstanding (Basic),10,10,11,11,12,12,11,11,12,12,Upgrade
Shares Change,-1.03%,-4.18%,-4.02%,-3.24%,1.68%,1.77%,-0.17%,-2.94%,-2.66%,0.01%,Upgrade
EPS (Basic),2.06,1.65,1.39,1.18,0.60,0.69,0.74,0.94,0.79,0.76,Upgrade
EPS (Diluted),2.06,1.65,1.39,1.18,0.60,0.69,0.73,0.93,0.79,0.76,Upgrade
EPS Growth,24.85%,18.71%,17.80%,96.67%,-13.04%,-5.48%,-21.51%,17.72%,3.95%,3700.00%,Upgrade
Free Cash Flow Per Share,2.13,1.81,1.71,1.52,1.99,1.62,1.50,1.62,1.17,1.85,Upgrade
Dividend Per Share,0.540,0.470,0.440,0.400,0.360,0.360,0.360,0.340,0.260,0.200,Upgrade
Dividend Growth,14.89%,6.82%,10.00%,11.11%,0%,0%,5.88%,30.77%,30.00%,0%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,36.62%,32.67%,34.55%,28.32%,23.43%,17.73%,19.39%,25.69%,25.21%,26.42%,Upgrade
Profit Margin,29.39%,26.62%,24.78%,23.78%,12.55%,14.57%,14.53%,19.74%,18.81%,20.00%,Upgrade
Free Cash Flow Margin,32.42%,30.76%,32.13%,32.70%,45.01%,37.40%,32.09%,37.21%,30.51%,50.74%,Upgrade
Effective Tax Rate,19.73%,17.45%,18.09%,16.06%,46.45%,17.82%,25.05%,23.18%,25.37%,24.31%,Upgrade
EBITDA,27.19,22.08,19.81,16.43,13.84,10.88,12.73,14.71,13.62,13.79,Upgrade
EBITDA Margin,39.81%,35.80%,34.05%,30.95%,26.59%,21.60%,23.95%,29.65%,30.12%,31.26%,Upgrade
Depreciation & Amortization,2.18,2.19,2.21,1.39,1.65,1.95,2.42,1.96,2.22,2.14,Upgrade
EBIT,25,19.9,17.6,15.04,12.2,8.93,10.31,12.75,11.4,11.66,Upgrade
EBIT Margin,36.62%,32.25%,30.25%,28.32%,23.43%,17.73%,19.39%,25.69%,25.21%,26.42%,Upgrade
