Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
"Selling, General & Admin",4.78,7.15,9.47,9.98,16.87,17.13,18.69,17.55,18.97,21.64,Upgrade
Operating Expenses,4.78,7.15,9.47,9.98,16.87,17.13,18.69,17.55,18.97,21.64,Upgrade
Operating Income,-4.78,-7.15,-9.47,-9.98,-16.87,-17.13,-18.69,-17.55,-18.97,-21.64,Upgrade
Interest Expense / Income,0,0,0,14.02,16.07,8.62,4.63,4.52,4.4,4.3,Upgrade
Other Expense / Income,9.49,-34.16,28.15,-78.57,-17.31,62.82,-1.06,37.45,-18.22,9.58,Upgrade
Pretax Income,-14.26,27,-37.62,54.56,-15.63,-88.57,-22.26,-59.52,-5.15,-35.53,Upgrade
Net Income,-14.26,27,-37.62,54.56,-15.63,-88.57,-22.26,-59.52,-5.15,-35.53,Upgrade
Shares Outstanding (Basic),16,20,21,21,21,20,20,21,21,21,Upgrade
Shares Outstanding (Diluted),16,20,21,21,21,20,20,21,21,21,Upgrade
Shares Change,-17.60%,-4.45%,0.56%,0.45%,0.56%,0.43%,-2.54%,-0.48%,-1.81%,1.85%,Upgrade
EPS (Basic),-0.87,1.36,-1.81,2.64,-0.76,-4.34,-1.09,-2.85,-0.25,-1.66,Upgrade
EPS (Diluted),-0.87,1.36,-1.81,2.64,-0.76,-4.34,-1.09,-2.85,-0.25,-1.66,Upgrade
Free Cash Flow Per Share,-0.20,-0.41,-0.39,-0.97,-1.27,-1.02,-0.94,-0.94,-0.96,-0.99,Upgrade
Dividend Per Share,-,-,-,1.000,-,-,-,-,-,-,Upgrade
EBITDA,-13.99,27.23,-37.3,69.65,1.13,-79.63,-17.3,-54.81,-0.67,-31.13,Upgrade
Depreciation & Amortization,0.27,0.23,0.31,1.07,0.69,0.32,0.33,0.19,0.07,0.09,Upgrade
EBIT,-14.26,27,-37.62,68.58,0.44,-79.95,-17.63,-55,-0.75,-31.22,Upgrade
