Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,030.87","1,044.83",937.99,707.09,695.34,652.24,470.85,435.18,434.73,317.08,Upgrade
Revenue Growth (YoY),-1.34%,11.39%,32.65%,1.69%,6.61%,38.52%,8.20%,0.10%,37.11%,-2.34%,Upgrade
Gross Profit,"1,030.87","1,044.83",937.99,707.09,695.34,652.24,470.85,435.18,434.73,317.08,Upgrade
"Selling, General & Admin",531.22,554.24,540.79,361.84,351.03,352.55,232.06,218.2,221.18,178.08,Upgrade
Other Operating Expenses,23.86,27.72,27.08,15.71,17.15,14.86,16.13,13.49,16.7,13.96,Upgrade
Operating Expenses,555.09,581.96,567.86,377.55,368.18,367.41,248.2,231.69,237.88,192.04,Upgrade
Operating Income,475.78,462.87,370.13,329.54,327.17,284.83,222.66,203.49,196.86,125.04,Upgrade
Other Expense / Income,-,0.02,10.39,5.11,-,-,-,-,1.97,-,Upgrade
Pretax Income,475.78,462.85,359.74,324.44,327.17,284.83,222.66,203.49,194.89,125.04,Upgrade
Income Tax,96.16,95.12,70.72,64.34,70.82,134.25,75.58,65.53,65,39.42,Upgrade
Net Income,379.63,367.74,289.02,260.1,256.34,150.58,147.08,137.96,129.89,85.63,Upgrade
Net Income Growth,3.23%,27.23%,11.12%,1.47%,70.24%,2.38%,6.61%,6.21%,51.69%,3.66%,Upgrade
Shares Outstanding (Basic),135,129,120,102,104,98,74,69,67,50,Upgrade
Shares Outstanding (Diluted),135,130,120,102,104,98,74,70,68,50,Upgrade
Shares Change,4.33%,7.85%,17.91%,-2.35%,6.55%,32.48%,6.13%,2.92%,34.15%,0.25%,Upgrade
EPS (Basic),2.81,2.84,2.40,2.55,2.46,1.54,2.00,1.99,1.93,1.70,Upgrade
EPS (Diluted),2.80,2.83,2.40,2.55,2.45,1.54,1.99,1.98,1.92,1.70,Upgrade
EPS Growth,-1.06%,17.92%,-5.88%,4.08%,59.09%,-22.61%,0.51%,3.13%,12.94%,3.66%,Upgrade
Free Cash Flow Per Share,5.53,4.61,1.05,1.39,2.85,2.46,2.23,2.46,2.30,2.71,Upgrade
Dividend Per Share,1.440,1.410,1.400,1.370,1.360,1.330,1.320,1.290,1.280,1.250,Upgrade
Dividend Growth,2.13%,0.71%,2.19%,0.74%,2.26%,0.76%,2.33%,0.78%,2.40%,0.81%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,46.15%,44.30%,39.46%,46.61%,47.05%,43.67%,47.29%,46.76%,45.28%,39.44%,Upgrade
Profit Margin,36.83%,35.20%,30.81%,36.78%,36.87%,23.09%,31.24%,31.70%,29.88%,27.01%,Upgrade
Free Cash Flow Margin,72.26%,57.02%,13.41%,19.96%,42.66%,36.73%,34.83%,39.18%,35.68%,43.02%,Upgrade
Effective Tax Rate,20.21%,20.55%,19.66%,19.83%,21.65%,47.13%,33.94%,32.20%,33.35%,31.52%,Upgrade
EBITDA,499.45,470.76,343.3,294.68,306.1,263.26,213.94,204.24,196.46,136.72,Upgrade
EBITDA Margin,48.45%,45.06%,36.60%,41.67%,44.02%,40.36%,45.44%,46.93%,45.19%,43.12%,Upgrade
Depreciation & Amortization,23.67,7.91,-16.44,-29.76,-21.06,-21.57,-8.72,0.75,1.57,11.68,Upgrade
EBIT,475.78,462.85,359.74,324.44,327.17,284.83,222.66,203.49,194.89,125.04,Upgrade
EBIT Margin,46.15%,44.30%,38.35%,45.88%,47.05%,43.67%,47.29%,46.76%,44.83%,39.44%,Upgrade
