Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,"-8,219","26,500","36,247","38,339","35,845","75,389","91,340.01","52,606.03","76,576.44","66,704.77",Upgrade
Revenue Growth (YoY),-,-26.89%,-5.46%,6.96%,-52.45%,-17.46%,73.63%,-31.30%,14.80%,-3.79%,Upgrade
Cost of Revenue,"-13,697","18,911","28,588","28,806","23,426","63,808","75,608.51","37,549.53","63,207.47","54,391.61",Upgrade
Gross Profit,"5,478","7,589","7,659","9,533","12,419","11,581","15,731.5","15,056.49","13,368.97","12,313.16",Upgrade
"Selling, General & Admin","3,880","4,560","4,651","5,908","8,527","8,649","11,110.88","10,453.7","8,599.34","8,738.17",Upgrade
Other Operating Expenses,-55,35,30,142,107,0,0,0,16.56,0,Upgrade
Operating Expenses,"3,825","4,595","4,681","6,050","8,634","8,649","11,110.88","10,453.7","8,615.9","8,738.17",Upgrade
Operating Income,"1,653","2,994","2,978","3,483","3,785","2,932","4,620.62","4,602.79","4,753.07","3,574.99",Upgrade
Interest Expense / Income,200,328,316,496,547,548,458.5,397.36,434.3,388.45,Upgrade
Other Expense / Income,1,"5,039",47,"1,888","-1,350","-1,536","1,264.68",196.13,989.59,"1,104.21",Upgrade
Pretax Income,"1,452","-2,373","2,615","1,099","4,588","3,920","2,897.44","4,009.29","3,329.19","2,082.34",Upgrade
Income Tax,454,462,440,316,569,840,450.85,724.68,506.89,368.07,Upgrade
Net Income,998,"-2,835","2,175",783,"4,019","3,080","2,446.58","3,284.61","2,822.3","1,714.26",Upgrade
Net Income Growth,-,-,177.78%,-80.52%,30.49%,25.89%,-25.51%,16.38%,64.64%,-37.77%,Upgrade
Shares Outstanding (Basic),"2,746","2,609","2,601","2,593","2,587","2,581","2,572","2,568","2,560","2,557",Upgrade
Shares Change,5.25%,0.32%,0.31%,0.23%,0.24%,0.33%,0.18%,0.29%,0.12%,0.36%,Upgrade
EPS (Basic),0.73,-1.55,1.63,1.50,2.23,2.40,1.91,2.57,2.21,1.34,Upgrade
EPS (Diluted),0.73,-1.55,1.63,1.50,2.23,2.40,1.91,2.57,2.21,1.34,Upgrade
EPS Growth,-,-,8.66%,-32.77%,-6.84%,25.55%,-25.68%,16.24%,64.75%,-38.01%,Upgrade
Free Cash Flow Per Share,0.76,0.18,2.09,0.91,2.49,1.35,1.94,2.29,1.66,1.14,Upgrade
Dividend Per Share,0.352,0.322,0.627,6.498,1.282,1.184,1.393,1.181,1.168,0.928,Upgrade
Dividend Growth,9.32%,-48.64%,-90.35%,406.86%,8.28%,-15.00%,17.95%,1.11%,25.86%,15.28%,Upgrade
Gross Margin,-,28.64%,21.13%,24.87%,34.65%,15.36%,17.22%,28.62%,17.46%,18.46%,Upgrade
Operating Margin,-,11.30%,8.22%,9.08%,10.56%,3.89%,5.06%,8.75%,6.21%,5.36%,Upgrade
Profit Margin,-,-10.70%,6.00%,2.04%,11.21%,4.09%,2.68%,6.24%,3.69%,2.57%,Upgrade
Free Cash Flow Margin,-,0.91%,7.51%,3.06%,8.99%,2.32%,2.73%,5.59%,2.77%,2.19%,Upgrade
Effective Tax Rate,31.27%,-,16.83%,28.75%,12.40%,21.43%,15.56%,18.07%,15.23%,17.68%,Upgrade
EBITDA,"1,652","-2,045","2,931","1,595","5,135","4,468","3,355.93","4,406.65","3,763.49","2,470.78",Upgrade
EBITDA Margin,-,-7.72%,8.09%,4.16%,14.33%,5.93%,3.67%,8.38%,4.91%,3.70%,Upgrade
EBIT,"1,652","-2,045","2,931","1,595","5,135","4,468","3,355.93","4,406.65","3,763.49","2,470.78",Upgrade
EBIT Margin,-,-7.72%,8.09%,4.16%,14.33%,5.93%,3.67%,8.38%,4.91%,3.70%,Upgrade
