Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,"8,866","8,998","8,615","8,370","8,513","8,202","7,887","3,829","3,802","3,655",Upgrade
Revenue Growth (YoY),-1.47%,4.45%,2.93%,-1.68%,3.79%,3.99%,105.98%,0.71%,4.02%,5.03%,Upgrade
Gross Profit,"8,866","8,998","8,615","8,370","8,513","8,202","7,887","3,829","3,802","3,655",Upgrade
"Selling, General & Admin","5,065","5,253","5,157","4,929","5,123","4,967","4,849","2,303","2,314","2,207",Upgrade
Other Operating Expenses,"2,623","1,543","2,599","2,387","2,581","2,719","2,690","1,099",841,785,Upgrade
Operating Expenses,"7,688","6,796","7,756","7,316","7,704","7,686","7,539","3,402","3,155","2,992",Upgrade
Operating Income,"1,178","2,202",859,"1,054",809,516,348,427,647,663,Upgrade
Interest Expense / Income,208,211,244,234,208,188,184,142,135,126,Upgrade
Other Expense / Income,-233,"-2,767",-630,-421,-230,-140,-160,-55,-9,50,Upgrade
Pretax Income,"1,203","4,758","1,245","1,241",831,468,324,340,521,487,Upgrade
Income Tax,194,536,249,197,136,-100,-96,-33,159,122,Upgrade
Net Income,"1,009","4,222",996,"1,044",695,568,420,373,362,365,Upgrade
Net Income Growth,-76.10%,323.90%,-4.60%,50.22%,22.36%,35.24%,12.60%,3.04%,-0.82%,-,Upgrade
Shares Outstanding (Basic),108,125,129,129,130,132,137,68,67,67,Upgrade
Shares Change,-13.14%,-3.34%,0.26%,-1.05%,-1.59%,-3.44%,101.01%,1.76%,-0.38%,2.79%,Upgrade
EPS (Basic),9.00,32.88,7.68,8.05,5.29,4.21,3.07,5.49,5.40,5.53,Upgrade
EPS (Diluted),8.98,32.78,7.65,8.02,5.27,4.18,3.04,5.41,5.32,5.37,Upgrade
EPS Growth,-72.61%,328.50%,-4.61%,52.18%,26.08%,37.50%,-43.81%,1.69%,-0.93%,-,Upgrade
Free Cash Flow Per Share,5.62,14.93,11.54,6.04,7.43,3.69,4.61,1.44,5.45,6.76,Upgrade
Dividend Per Share,3.280,3.020,2.750,2.600,2.400,2.120,1.920,3.285,3.179,2.967,Upgrade
Dividend Growth,8.61%,9.82%,5.77%,8.33%,13.21%,10.42%,-41.55%,3.33%,7.15%,3.70%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,13.29%,24.47%,9.97%,12.59%,9.50%,6.29%,4.41%,11.15%,17.02%,18.14%,Upgrade
Profit Margin,11.38%,46.92%,11.56%,12.47%,8.16%,6.93%,5.33%,9.74%,9.52%,9.99%,Upgrade
Free Cash Flow Margin,6.86%,20.67%,17.27%,9.27%,11.35%,5.94%,7.99%,2.56%,9.57%,12.42%,Upgrade
Effective Tax Rate,16.13%,11.27%,20.00%,15.87%,16.37%,-21.37%,-29.63%,-9.71%,30.52%,25.05%,Upgrade
EBITDA,"2,098","5,779","2,405","2,352","1,786","1,489","1,277",653,802,762,Upgrade
EBITDA Margin,23.66%,64.23%,27.92%,28.10%,20.98%,18.15%,16.19%,17.05%,21.09%,20.85%,Upgrade
Depreciation & Amortization,687,810,916,877,747,833,769,171,146,149,Upgrade
EBIT,"1,411","4,969","1,489","1,475","1,039",656,508,482,656,613,Upgrade
EBIT Margin,15.91%,55.22%,17.28%,17.62%,12.20%,8.00%,6.44%,12.59%,17.25%,16.77%,Upgrade
