Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 2008
Revenue,"3,137,460","3,165,585","2,703,850","3,166,891","3,774,409","3,347,895","3,688,226","3,332,433","3,224,353","2,894,687",Upgrade
Revenue Growth (YoY),-0.89%,17.08%,-14.62%,-16.10%,12.74%,-9.23%,10.68%,3.35%,11.39%,2.12%,Upgrade
Gross Profit,"3,137,460","3,165,585","2,703,850","3,166,891","3,774,409","3,347,895","3,688,226","3,332,433","3,224,353","2,894,687",Upgrade
"Selling, General & Admin","1,801,621","1,679,115","1,696,386","1,679,813","1,775,183","1,752,135","1,706,263","1,621,897","1,522,990","1,447,116",Upgrade
Other Operating Expenses,"2,450,158","2,245,480","2,445,130","2,375,156","2,704,756","2,496,861","2,393,582","2,217,649","1,937,495","2,005,157",Upgrade
Operating Expenses,"4,251,779","3,924,595","4,141,516","4,054,969","4,479,939","4,248,996","4,099,845","3,839,546","3,460,485","3,452,273",Upgrade
Operating Income,"-1,114,319","-759,010","-1,437,666","-888,078","-705,530","-901,101","-411,619","-507,113","-236,132","-557,586",Upgrade
Other Expense / Income,"-1,775,281","-1,697,895","-1,689,486","-1,614,316","-1,694,906","-1,668,737","-1,628,417","-1,531,130","-1,416,596","-1,348,862",Upgrade
Pretax Income,"660,962","938,885","251,820","726,238","989,376","767,636","1,216,798","1,024,017","1,180,464","791,276",Upgrade
Income Tax,"161,389","251,402","51,768","184,306","229,378","139,766","372,878","409,947","414,076","255,300",Upgrade
Net Income,"499,573","687,483","200,052","541,932","759,998","627,870","843,920","614,070","766,388","535,976",Upgrade
Net Income Growth,-27.33%,243.65%,-63.09%,-28.69%,21.04%,-25.60%,37.43%,-19.87%,42.99%,58.42%,Upgrade
Shares Outstanding (Basic),"1,374","1,373","1,399","1,414","1,414","1,414","1,414","1,414","1,414","1,414",Upgrade
Shares Change,0.06%,-1.87%,-1.06%,0.03%,-,-,-,-,-,-,Upgrade
EPS (Basic),72.89,100.35,29.10,77.55,107.77,91.71,123.45,89.83,112.19,79.17,Upgrade
EPS (Diluted),72.86,100.30,29.08,77.50,107.69,91.64,123.37,89.77,112.14,79.06,Upgrade
EPS Growth,-27.35%,244.93%,-62.48%,-28.03%,17.51%,-25.72%,37.42%,-19.94%,41.83%,62.58%,Upgrade
Free Cash Flow Per Share,730.71,2655.73,1260.31,336.73,1522.31,483.46,-324.29,1048.99,944.72,308.64,Upgrade
Dividend Per Share,-,-,-,0.150,0.305,0.246,0.104,0.197,0.312,0.260,Upgrade
Dividend Growth,-,-,-,-50.82%,23.98%,136.54%,-47.21%,-36.86%,20.00%,-29.35%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,-35.52%,-23.98%,-53.17%,-28.04%,-18.69%,-26.92%,-11.16%,-15.22%,-7.32%,-19.26%,Upgrade
Profit Margin,15.92%,21.72%,7.40%,17.11%,20.14%,18.75%,22.88%,18.43%,23.77%,18.52%,Upgrade
Free Cash Flow Margin,160.01%,576.00%,326.14%,75.20%,285.16%,102.10%,-62.17%,222.56%,207.16%,75.39%,Upgrade
Effective Tax Rate,24.42%,26.78%,20.56%,25.38%,23.18%,18.21%,30.64%,40.03%,35.08%,32.26%,Upgrade
EBITDA,"982,167","1,248,985","568,894","945,153","1,299,555","1,069,274","1,472,769","1,264,777","1,399,554","990,101",Upgrade
EBITDA Margin,31.30%,39.46%,21.04%,29.84%,34.43%,31.94%,39.93%,37.95%,43.41%,34.20%,Upgrade
Depreciation & Amortization,"321,205","310,100","317,074","218,915","310,179","301,638","255,971","240,760","219,090","198,825",Upgrade
EBIT,"660,962","938,885","251,820","726,238","989,376","767,636","1,216,798","1,024,017","1,180,464","791,276",Upgrade
EBIT Margin,21.07%,29.66%,9.31%,22.93%,26.21%,22.93%,32.99%,30.73%,36.61%,27.34%,Upgrade
