Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Revenue,79.91,77.42,59.18,58.02,49.71,39.52,44.27,35.64,36.93,31.72,Upgrade
Revenue Growth (YoY),3.22%,30.81%,2.00%,16.73%,25.78%,-10.72%,24.21%,-3.51%,16.46%,15.79%,Upgrade
Gross Profit,79.91,77.42,59.18,58.02,49.71,39.52,44.27,35.64,36.93,31.72,Upgrade
"Selling, General & Admin",16.9,17.14,15.92,13.97,12.18,11.11,10.91,11.16,10.41,9.95,Upgrade
Other Operating Expenses,6.93,5.36,4.38,3.98,4.12,4.18,5.72,5.7,8.5,8.9,Upgrade
Operating Expenses,23.83,22.5,20.3,17.95,16.3,15.29,16.63,16.85,18.91,18.85,Upgrade
Operating Income,56.08,54.91,38.89,40.07,33.42,24.23,27.64,18.79,18.02,12.86,Upgrade
Other Expense / Income,-,0.22,0.45,0.45,0.21,-0.03,0.43,1.25,1.84,1.67,Upgrade
Pretax Income,56.08,54.7,38.44,39.63,33.2,24.26,27.21,17.54,16.18,11.2,Upgrade
Income Tax,14.25,13.94,10.01,9.79,8.38,12.39,8.7,6.84,5.71,3.63,Upgrade
Net Income,41.82,40.76,28.43,29.84,24.82,11.87,18.51,10.7,10.47,7.57,Upgrade
Preferred Dividends,0.03,0.03,0.03,0.02,0.45,1.12,1.2,1.2,1.2,-0.89,Upgrade
Net Income Common,41.8,40.73,28.4,29.82,24.38,10.75,17.31,9.5,9.27,8.46,Upgrade
Net Income Growth,2.61%,43.43%,-4.76%,22.31%,126.75%,-37.89%,82.27%,2.42%,9.60%,34.28%,Upgrade
Shares Outstanding (Basic),12,12,12,12,11,9,9,9,9,9,Upgrade
Shares Outstanding (Diluted),12,12,12,12,12,12,12,12,12,9,Upgrade
Shares Change,0.45%,1.09%,-0.18%,0.07%,3.76%,-0.65%,0.56%,-0.22%,32.84%,0.70%,Upgrade
EPS (Basic),3.51,3.43,2.40,2.52,2.30,1.16,1.91,1.07,1.06,0.97,Upgrade
EPS (Diluted),3.44,3.36,2.37,2.48,2.07,1.03,1.59,0.93,0.90,0.97,Upgrade
EPS Growth,2.38%,41.77%,-4.44%,19.81%,101.56%,-35.29%,71.38%,2.66%,-7.01%,33.98%,Upgrade
Free Cash Flow Per Share,3.63,3.25,3.06,2.86,2.71,1.82,1.30,0.53,3.01,0.60,Upgrade
Dividend Per Share,0.660,0.640,0.625,0.545,0.453,0.349,0.223,0.164,0.068,-,Upgrade
Dividend Growth,3.13%,2.40%,14.68%,20.31%,29.80%,56.50%,35.98%,141.18%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,70.17%,70.93%,65.71%,69.06%,67.22%,61.30%,62.44%,52.71%,48.80%,40.56%,Upgrade
Profit Margin,52.30%,52.62%,47.99%,51.39%,49.04%,27.20%,39.10%,26.65%,25.11%,26.68%,Upgrade
Free Cash Flow Margin,54.19%,49.83%,61.28%,58.32%,57.86%,42.63%,26.76%,13.19%,71.51%,16.64%,Upgrade
Effective Tax Rate,25.42%,25.48%,26.04%,24.69%,25.23%,51.07%,31.96%,39.01%,35.29%,32.38%,Upgrade
EBITDA,56.72,55.38,39.03,40.06,33.58,24.58,27.47,17.79,16.53,11.53,Upgrade
EBITDA Margin,70.98%,71.54%,65.94%,69.04%,67.55%,62.19%,62.07%,49.92%,44.76%,36.36%,Upgrade
Depreciation & Amortization,0.65,0.69,0.59,0.43,0.38,0.32,0.27,0.25,0.35,0.34,Upgrade
EBIT,56.08,54.7,38.44,39.63,33.2,24.26,27.21,17.54,16.18,11.2,Upgrade
EBIT Margin,70.17%,70.65%,64.95%,68.29%,66.79%,61.38%,61.46%,49.22%,43.82%,35.30%,Upgrade
