Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,54.96,50.7,51.2,54.54,66.8,56.59,53.74,56.05,53.75,54.56,Upgrade
Revenue Growth (YoY),8.41%,-0.97%,-6.12%,-18.36%,18.06%,5.29%,-4.11%,4.27%,-1.49%,67.98%,Upgrade
Gross Profit,54.96,50.7,51.2,54.54,66.8,56.59,53.74,56.05,53.75,54.56,Upgrade
"Selling, General & Admin",35.21,35.6,33.78,33.6,34.88,33.5,34.26,33.99,35.11,39.46,Upgrade
Other Operating Expenses,5.92,5.34,4.66,5.04,5.88,6.89,7.28,7.96,9.34,11.81,Upgrade
Operating Expenses,41.13,40.94,38.44,38.64,40.75,40.39,41.54,41.95,44.45,51.26,Upgrade
Operating Income,13.84,9.76,12.76,15.9,26.05,16.19,12.2,14.1,9.3,3.3,Upgrade
Pretax Income,13.84,9.76,12.76,15.9,26.05,16.19,12.2,14.1,9.3,3.3,Upgrade
Income Tax,3.34,2.35,3.6,4.23,6.71,7.19,4.7,5.43,-31.32,0,Upgrade
Net Income,10.49,7.41,9.16,11.67,19.34,9,7.5,8.68,40.61,3.3,Upgrade
Net Income Growth,41.62%,-19.13%,-21.50%,-39.65%,114.82%,20.02%,-13.52%,-78.64%,1131.47%,-,Upgrade
Shares Outstanding (Basic),13,14,15,16,17,18,19,20,20,20,Upgrade
Shares Outstanding (Diluted),13,14,15,16,17,18,19,20,20,20,Upgrade
Shares Change,-6.84%,-6.16%,-4.12%,-10.55%,-4.63%,-4.03%,-4.39%,-1.31%,0.80%,0.69%,Upgrade
EPS (Basic),0.80,0.53,0.61,0.75,1.11,0.49,0.40,0.44,2.01,0.16,Upgrade
EPS (Diluted),0.80,0.53,0.61,0.75,1.11,0.49,0.39,0.44,2.01,0.16,Upgrade
EPS Growth,50.94%,-13.11%,-18.67%,-32.43%,126.53%,25.64%,-11.36%,-78.11%,1156.25%,-,Upgrade
Free Cash Flow Per Share,0.56,0.39,0.77,1.32,1.41,1.18,0.96,0.72,0.83,0.49,Upgrade
Dividend Per Share,0.500,0.400,0.400,0.400,0.370,0.280,0.210,0.160,0.080,0.040,Upgrade
Dividend Growth,25.00%,0%,0%,8.11%,32.14%,33.33%,31.25%,100.00%,100.00%,33.33%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,25.17%,19.25%,24.92%,29.15%,38.99%,28.62%,22.70%,25.16%,17.30%,6.04%,Upgrade
Profit Margin,19.09%,14.62%,17.90%,21.40%,28.95%,15.91%,13.96%,15.48%,75.56%,6.04%,Upgrade
Free Cash Flow Margin,13.37%,10.72%,22.48%,37.73%,36.77%,38.17%,33.95%,25.59%,31.01%,17.91%,Upgrade
Effective Tax Rate,24.15%,24.06%,28.19%,26.58%,25.74%,44.40%,38.51%,38.48%,-336.85%,-,Upgrade
EBITDA,15.1,11.83,14.55,17.57,27.77,20.48,16.5,18.33,13.69,8.36,Upgrade
EBITDA Margin,27.47%,23.33%,28.42%,32.22%,41.57%,36.19%,30.70%,32.71%,25.46%,15.32%,Upgrade
Depreciation & Amortization,1.26,2.07,1.79,1.67,1.72,4.29,4.3,4.23,4.39,5.06,Upgrade
EBIT,13.84,9.76,12.76,15.9,26.05,16.19,12.2,14.1,9.3,3.3,Upgrade
EBIT Margin,25.17%,19.25%,24.92%,29.15%,38.99%,28.62%,22.70%,25.16%,17.30%,6.04%,Upgrade
