Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,3.46,1.47,1.82,1.5,1.62,0.85,0.74,0.29,0.19,0.05,Upgrade
Revenue Growth (YoY),134.98%,-19.37%,21.96%,-7.55%,89.72%,15.82%,153.11%,56.44%,279.86%,-80.27%,Upgrade
Cost of Revenue,0,0,0,-3.51,1.39,13.98,-5.75,18.9,14.38,19.04,Upgrade
Gross Profit,3.46,1.47,1.82,5,0.23,-13.13,6.48,-18.61,-14.19,-18.99,Upgrade
"Selling, General & Admin",11.64,9.58,12.21,9.96,1.93,2.4,2.31,1.73,2.02,1.14,Upgrade
Other Operating Expenses,1.6,1.12,1.84,2.09,0.9,0.6,0.7,0.51,0.67,0.53,Upgrade
Operating Expenses,13.24,10.7,14.05,12.05,2.83,3,3.01,2.24,2.69,1.67,Upgrade
Operating Income,-9.78,-9.23,-12.22,-7.04,-2.61,-16.13,3.47,-20.85,-16.88,-20.66,Upgrade
Interest Expense / Income,4.85,0.69,2.25,2.37,4.55,4.7,4.73,4.96,5.5,1.28,Upgrade
Other Expense / Income,117.47,-157,-89.85,-32.52,-1.81,-35.69,75.85,-19.1,-18.91,-75.07,Upgrade
Pretax Income,-132.09,147.08,75.38,23.1,-5.34,14.86,-77.11,-6.71,-3.48,53.13,Upgrade
Income Tax,0.08,0.01,0.04,-0.85,-6.23,-2.7,-2.12,-15.18,-1.41,17.75,Upgrade
Net Income,-132.18,147.07,75.34,23.95,0.89,17.57,-74.99,8.47,-2.06,35.38,Upgrade
Net Income Growth,-,95.22%,214.51%,2586.17%,-94.92%,-,-,-,-,-,Upgrade
Shares Outstanding (Basic),30,26,18,19,21,22,22,19,19,19,Upgrade
Shares Outstanding (Diluted),30,27,22,23,21,22,22,19,19,21,Upgrade
Shares Change,12.20%,22.80%,-5.54%,11.89%,-5.96%,-1.16%,14.76%,0.04%,-5.94%,27.61%,Upgrade
EPS (Basic),-4.40,5.69,4.21,1.24,0.04,0.80,-3.38,0.44,-0.11,1.83,Upgrade
EPS (Diluted),-4.40,5.52,3.56,1.14,0.04,0.80,-3.38,0.44,-0.11,1.78,Upgrade
EPS Growth,-,55.06%,212.28%,2750.00%,-95.00%,-,-,-,-,-,Upgrade
Free Cash Flow Per Share,-3.68,7.10,-1.32,1.81,0.46,2.58,-0.18,2.81,-1.13,-3.58,Upgrade
Dividend Per Share,0.110,8.000,0.870,0.320,-,-,2.800,-,-,-,Upgrade
Dividend Growth,-98.63%,819.54%,171.88%,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,334.38%,13.96%,-1539.88%,880.47%,-6395.86%,-7631.67%,-38795.65%,Upgrade
Operating Margin,-282.98%,-627.39%,-670.08%,-470.99%,-161.09%,-1891.38%,471.02%,-7166.27%,-9080.14%,-42199.19%,Upgrade
Profit Margin,-3824.35%,9999.15%,4130.05%,1601.48%,55.12%,2060.11%,-10185.61%,2910.37%,-1109.34%,72283.80%,Upgrade
Free Cash Flow Margin,-3198.88%,12486.07%,-1295.09%,2338.82%,591.82%,6636.07%,-537.89%,18644.42%,-11694.97%,-141489.32%,Upgrade
Effective Tax Rate,-,0.01%,0.06%,-3.69%,-,-18.19%,-,-,-,33.40%,Upgrade
EBITDA,-127.25,147.77,77.63,25.47,-0.8,19.56,-72.38,-1.75,2.03,54.41,Upgrade
EBITDA Margin,-3681.78%,10046.94%,4255.67%,1703.16%,-49.23%,2293.78%,-9830.49%,-601.58%,1090.73%,111150.81%,Upgrade
EBIT,-127.25,147.77,77.63,25.47,-0.8,19.56,-72.38,-1.75,2.03,54.41,Upgrade
EBIT Margin,-3681.78%,10046.94%,4255.67%,1703.16%,-49.23%,2293.78%,-9830.49%,-601.58%,1090.73%,111150.81%,Upgrade
