Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Revenue,347.42,312.52,273.13,241.02,271.06,195.31,129.09,200.9,143.27,122.1,Upgrade
Revenue Growth (YoY),11.17%,14.42%,13.33%,-11.08%,38.79%,51.29%,-35.74%,40.22%,17.34%,72.15%,Upgrade
Gross Profit,347.42,312.52,273.13,241.02,271.06,195.31,129.09,200.9,143.27,122.1,Upgrade
"Selling, General & Admin",120.76,123.1,123.37,115.23,103.2,104.8,117.13,104.38,88.87,73.72,Upgrade
Other Operating Expenses,48.75,45.25,41.47,53.29,48.07,36.6,81.44,71.65,47.11,15.7,Upgrade
Operating Expenses,169.5,168.35,164.85,168.52,151.28,141.4,198.57,176.02,135.98,89.41,Upgrade
Operating Income,177.91,144.17,108.28,72.49,119.78,53.91,-69.48,24.87,7.29,32.69,Upgrade
Other Expense / Income,-,-0.21,0.51,-0.29,-1.14,9.18,39.68,9.99,-35.29,40.34,Upgrade
Pretax Income,177.91,144.38,107.77,72.79,120.92,44.73,-109.16,14.88,42.59,-7.66,Upgrade
Income Tax,47.7,33.72,27.69,21.23,32.24,23.06,-12.66,1.45,-14.52,6.77,Upgrade
Net Income,130.21,110.65,80.08,51.56,88.68,21.67,-96.49,13.43,57.11,-14.42,Upgrade
Net Income Growth,17.68%,38.17%,55.32%,-41.86%,309.16%,-,-,-76.48%,-,-,Upgrade
Shares Outstanding (Basic),56,57,58,57,56,56,55,38,38,38,Upgrade
Shares Change,-1.75%,-1.06%,1.20%,0.82%,1.05%,0.98%,46.51%,0.13%,-0.03%,13.96%,Upgrade
EPS (Basic),2.30,1.93,1.39,0.91,1.57,0.39,-2.17,0.35,1.52,-0.39,Upgrade
EPS (Diluted),2.27,1.88,1.37,0.90,1.55,0.39,-2.17,0.35,1.49,-0.40,Upgrade
EPS Growth,20.74%,37.23%,52.22%,-41.94%,297.44%,-,-,-76.51%,-,-,Upgrade
Free Cash Flow Per Share,2.07,1.45,2.03,1.14,-3.12,-0.49,-3.06,-6.45,-1.50,-1.27,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,51.21%,46.13%,39.65%,30.08%,44.19%,27.60%,-53.82%,12.38%,5.09%,26.77%,Upgrade
Profit Margin,37.48%,35.41%,29.32%,21.39%,32.72%,11.10%,-74.75%,6.69%,39.86%,-11.81%,Upgrade
Free Cash Flow Margin,33.35%,26.35%,42.82%,26.91%,-65.06%,-14.16%,-131.27%,-121.23%,-39.46%,-39.28%,Upgrade
Effective Tax Rate,26.81%,23.36%,25.69%,29.16%,26.66%,51.55%,-,9.74%,-34.10%,-,Upgrade
EBITDA,181.21,147.68,111.53,78.01,126.45,50.71,-102.77,20.82,48.32,-2.82,Upgrade
EBITDA Margin,52.16%,47.25%,40.83%,32.37%,46.65%,25.96%,-79.61%,10.36%,33.73%,-2.31%,Upgrade
Depreciation & Amortization,3.3,3.3,3.76,5.23,5.53,5.98,6.39,5.93,5.73,4.84,Upgrade
EBIT,177.91,144.38,107.77,72.79,120.92,44.73,-109.16,14.88,42.59,-7.66,Upgrade
EBIT Margin,51.21%,46.20%,39.46%,30.20%,44.61%,22.90%,-84.56%,7.41%,29.72%,-6.27%,Upgrade
