Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Revenue,46.1,36.93,34.68,43.13,40.28,35.48,32.6,30.91,29.62,26.46,Upgrade
Revenue Growth (YoY),24.83%,6.48%,-19.58%,7.07%,13.53%,8.84%,5.48%,4.33%,11.97%,-3.96%,Upgrade
Gross Profit,46.1,36.93,34.68,43.13,40.28,35.48,32.6,30.91,29.62,26.46,Upgrade
"Selling, General & Admin",20.5,19.77,18.5,19.16,18.2,16.92,16.78,15.5,15.24,14.58,Upgrade
Other Operating Expenses,3.54,3.84,3.77,2.7,2.73,2.89,3.57,4.1,3.98,4.5,Upgrade
Operating Expenses,24.04,23.62,22.27,21.86,20.93,19.8,20.35,19.6,19.22,19.08,Upgrade
Operating Income,22.06,13.31,12.41,21.27,19.35,15.68,12.25,11.31,10.41,7.37,Upgrade
Pretax Income,22.06,13.31,12.41,21.27,19.35,15.68,12.25,11.31,10.41,7.37,Upgrade
Income Tax,6.37,3.22,3.45,6.1,5.33,7.04,4.87,4.5,4.19,0.11,Upgrade
Net Income,15.69,10.1,8.96,15.17,14.02,8.64,7.39,6.81,6.22,7.27,Upgrade
Net Income Growth,55.34%,12.69%,-40.94%,8.24%,62.23%,16.99%,8.44%,9.56%,-14.49%,19.77%,Upgrade
Shares Outstanding (Basic),17,17,17,17,17,17,17,17,17,17,Upgrade
Shares Outstanding (Diluted),17,17,17,17,17,17,17,17,17,17,Upgrade
Shares Change,0.18%,0.19%,0.08%,0.27%,0.20%,0.09%,0.04%,0.14%,0.10%,0.07%,Upgrade
EPS (Basic),0.92,0.59,0.53,0.90,0.83,0.51,0.44,0.40,0.37,0.45,Upgrade
EPS (Diluted),0.92,0.59,0.53,0.89,0.83,0.51,0.44,0.40,0.37,0.45,Upgrade
EPS Growth,55.93%,11.32%,-40.45%,7.23%,62.75%,15.91%,10.00%,9.29%,-18.30%,24.44%,Upgrade
Free Cash Flow Per Share,1.26,0.90,0.75,0.90,0.61,0.38,0.50,0.51,0.49,0.64,Upgrade
Dividend Per Share,0.330,0.440,0.440,0.550,0.350,0.170,-,-,-,-,Upgrade
Dividend Growth,-25.00%,0%,-20.00%,57.14%,105.88%,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,47.85%,36.05%,35.79%,49.32%,48.04%,44.19%,37.59%,36.59%,35.13%,27.87%,Upgrade
Profit Margin,34.03%,27.34%,25.84%,35.18%,34.80%,24.35%,22.65%,22.04%,20.98%,27.47%,Upgrade
Free Cash Flow Margin,46.77%,41.46%,36.50%,35.28%,25.62%,18.11%,25.72%,27.70%,27.80%,40.65%,Upgrade
Effective Tax Rate,28.89%,24.16%,27.80%,28.67%,27.56%,44.89%,39.73%,39.77%,40.28%,1.42%,Upgrade
EBITDA,22.77,14.46,13.22,21.93,20.7,17.01,13.68,12.77,11.86,8.66,Upgrade
EBITDA Margin,49.39%,39.16%,38.13%,50.85%,51.39%,47.95%,41.97%,41.32%,40.04%,32.74%,Upgrade
Depreciation & Amortization,0.71,1.15,0.81,0.66,1.35,1.34,1.43,1.46,1.45,1.29,Upgrade
EBIT,22.06,13.31,12.41,21.27,19.35,15.68,12.25,11.31,10.41,7.37,Upgrade
EBIT Margin,47.85%,36.05%,35.79%,49.32%,48.04%,44.19%,37.59%,36.59%,35.13%,27.87%,Upgrade
