Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Revenue,105.21,72.97,74.47,69.13,59.12,44.79,38.13,37.94,30.93,23.34,Upgrade
Revenue Growth (YoY),44.18%,-2.01%,7.73%,16.93%,31.98%,17.48%,0.50%,22.67%,32.50%,55.76%,Upgrade
Gross Profit,105.21,72.97,74.47,69.13,59.12,44.79,38.13,37.94,30.93,23.34,Upgrade
"Selling, General & Admin",41.75,41.67,39.02,33.1,29.17,21.94,18.48,19.11,17.02,13.67,Upgrade
Other Operating Expenses,18.89,21.4,18.12,15.07,12.71,10.4,8.16,8.25,6.68,5.36,Upgrade
Operating Expenses,60.64,63.06,57.13,48.17,41.88,32.34,26.64,27.35,23.69,19.02,Upgrade
Operating Income,44.57,9.91,17.34,20.96,17.24,12.45,11.49,10.58,7.23,4.32,Upgrade
Other Expense / Income,0.22,-,-,-,-,-,-,-,0.69,-,Upgrade
Pretax Income,44.35,9.91,17.34,20.96,17.24,12.45,11.49,10.58,6.54,4.32,Upgrade
Income Tax,8.64,1.91,3.45,4.12,3.63,4.25,3.61,3.51,1.15,1.15,Upgrade
Net Income,35.71,8,13.89,16.84,13.61,8.2,7.88,7.07,5.4,3.17,Upgrade
Net Income Growth,346.36%,-42.40%,-17.52%,23.76%,65.89%,4.09%,11.41%,31.05%,70.36%,34.18%,Upgrade
Shares Outstanding (Basic),10,10,11,10,10,9,7,7,7,-,Upgrade
Shares Change,-4.38%,-2.62%,6.93%,4.06%,9.49%,22.54%,-2.05%,0.14%,-,-,Upgrade
EPS (Basic),3.54,0.77,1.27,1.68,1.41,0.96,1.11,0.98,0.98,0.86,Upgrade
EPS (Diluted),3.50,0.76,1.27,1.66,1.39,0.96,1.10,0.97,0.93,0.81,Upgrade
EPS Growth,360.53%,-40.16%,-23.49%,19.42%,44.79%,-12.73%,13.40%,4.30%,14.81%,14.08%,Upgrade
Free Cash Flow Per Share,4.69,2.94,0.96,1.07,1.20,0.92,5.06,4.70,-12.78,-,Upgrade
Dividend Per Share,0.365,0.310,0.250,0.228,0.202,0.072,0.042,0.032,0.014,-,Upgrade
Dividend Growth,17.74%,24.00%,9.65%,12.87%,180.56%,71.43%,31.25%,128.57%,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,42.36%,13.58%,23.28%,30.32%,29.16%,27.80%,30.13%,27.90%,23.38%,18.49%,Upgrade
Profit Margin,33.94%,10.96%,18.65%,24.36%,23.01%,18.31%,20.67%,18.64%,17.45%,13.57%,Upgrade
Free Cash Flow Margin,44.09%,41.60%,13.64%,15.41%,19.44%,17.86%,94.49%,89.97%,-299.87%,33.59%,Upgrade
Effective Tax Rate,19.48%,19.27%,19.90%,19.65%,21.06%,34.12%,31.41%,33.17%,17.50%,26.60%,Upgrade
EBITDA,48.78,14.9,21.91,24.42,19.79,14.32,12.98,12.03,7.87,5.21,Upgrade
EBITDA Margin,46.37%,20.41%,29.42%,35.33%,33.47%,31.96%,34.05%,31.71%,25.44%,22.32%,Upgrade
Depreciation & Amortization,4.44,4.99,4.57,3.46,2.55,1.87,1.49,1.45,1.33,0.89,Upgrade
EBIT,44.35,9.91,17.34,20.96,17.24,12.45,11.49,10.58,6.54,4.32,Upgrade
EBIT Margin,42.15%,13.58%,23.28%,30.32%,29.16%,27.80%,30.13%,27.90%,21.15%,18.49%,Upgrade
