Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Revenue,107.4,98.32,83.57,65.12,60.95,57.67,54.14,52.56,48.31,44.71,Upgrade
Revenue Growth (YoY),9.23%,17.65%,28.34%,6.84%,5.69%,6.52%,3.00%,8.80%,8.05%,-8.91%,Upgrade
Gross Profit,107.4,98.32,83.57,65.12,60.95,57.67,54.14,52.56,48.31,44.71,Upgrade
"Selling, General & Admin",45.63,40.86,37.31,31.12,28.49,24.62,20.82,19.34,19.77,18.32,Upgrade
Other Operating Expenses,25.37,23.01,20.72,16.1,14.79,13.9,12.07,11.75,11.83,12.67,Upgrade
Operating Expenses,71.01,63.87,58.03,47.22,43.28,38.52,32.89,31.1,31.59,30.99,Upgrade
Operating Income,36.39,34.46,25.54,17.9,17.68,19.15,21.26,21.47,16.72,13.72,Upgrade
Pretax Income,36.39,34.46,25.54,17.9,17.68,19.15,21.26,21.47,16.72,13.72,Upgrade
Income Tax,7.51,7.16,5.22,3.66,3.46,7.4,7.16,6.96,5.49,4.58,Upgrade
Net Income,28.88,27.3,20.32,14.24,14.21,11.75,14.09,14.51,11.22,9.15,Upgrade
Preferred Dividends,2.33,1.38,0,0,0,0,0,0.38,0.39,0.71,Upgrade
Net Income Common,26.56,25.91,20.32,14.24,14.21,11.75,14.09,14.12,10.83,8.43,Upgrade
Net Income Growth,2.48%,27.54%,42.67%,0.20%,20.95%,-16.62%,-0.20%,30.39%,28.42%,-16.40%,Upgrade
Shares Outstanding (Basic),11,11,11,11,11,11,10,9,9,9,Upgrade
Shares Outstanding (Diluted),11,11,11,11,11,11,10,9,9,9,Upgrade
Shares Change,-,-,0.48%,0.10%,-,5.22%,8.49%,1.35%,-,-0.03%,Upgrade
EPS (Basic),2.48,2.42,1.90,1.34,1.34,1.10,1.39,1.51,1.18,0.92,Upgrade
EPS (Diluted),2.48,2.42,1.90,1.34,1.34,1.10,1.39,1.51,1.18,0.92,Upgrade
EPS Growth,2.48%,27.37%,41.79%,0.30%,21.45%,-20.75%,-8.20%,28.14%,28.68%,-16.10%,Upgrade
Free Cash Flow Per Share,3.20,2.28,1.64,1.61,2.17,0.52,1.89,1.37,1.68,1.67,Upgrade
Dividend Per Share,0.640,0.596,0.582,0.542,0.529,2.883,0.481,0.120,-,-,Upgrade
Dividend Growth,7.38%,2.41%,7.38%,2.46%,-81.65%,499.38%,300.83%,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,33.88%,35.04%,30.56%,27.48%,29.00%,33.21%,39.26%,40.84%,34.60%,30.69%,Upgrade
Profit Margin,24.73%,26.35%,24.31%,21.87%,23.32%,20.38%,26.03%,26.86%,22.42%,18.86%,Upgrade
Free Cash Flow Margin,31.93%,24.81%,21.03%,26.35%,37.98%,9.56%,35.25%,24.39%,32.08%,34.46%,Upgrade
Effective Tax Rate,20.63%,20.77%,20.44%,20.43%,19.59%,38.64%,33.70%,32.43%,32.85%,33.35%,Upgrade
EBITDA,40.5,39.23,29.32,20.95,20.96,21.59,23.45,23.46,18.86,15.83,Upgrade
EBITDA Margin,37.71%,39.90%,35.08%,32.18%,34.40%,37.44%,43.31%,44.64%,39.04%,35.41%,Upgrade
Depreciation & Amortization,4.11,4.78,3.78,3.06,3.29,2.44,2.19,2,2.14,2.11,Upgrade
EBIT,36.39,34.46,25.54,17.9,17.68,19.15,21.26,21.47,16.72,13.72,Upgrade
EBIT Margin,33.88%,35.04%,30.56%,27.48%,29.00%,33.21%,39.26%,40.84%,34.60%,30.69%,Upgrade
