Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Revenue,"6,048.9","6,894.5","6,145.6","6,117.4","5,314.1","5,160.3","4,734.4","5,122.9","5,147.1","4,644.6",Upgrade
Revenue Growth (YoY),-12.26%,12.19%,0.46%,15.12%,2.98%,9.00%,-7.58%,-0.47%,10.82%,14.67%,Upgrade
Gross Profit,"6,048.9","6,894.5","6,145.6","6,117.4","5,314.1","5,160.3","4,734.4","5,122.9","5,147.1","4,644.6",Upgrade
"Selling, General & Admin","4,646.2","5,109.3","4,831.9","4,636.2","3,972.3","3,883.2","3,558","3,764.5","3,870.2","3,521.2",Upgrade
Other Operating Expenses,85,-3,393.3,673,136.9,0,0,0,0,3.2,Upgrade
Operating Expenses,"4,731.2","5,106.3","5,225.2","5,309.2","4,109.2","3,883.2","3,558","3,764.5","3,870.2","3,524.4",Upgrade
Operating Income,"1,317.7","1,788.2",920.4,808.2,"1,204.9","1,277.1","1,176.4","1,358.4","1,276.9","1,120.2",Upgrade
Interest Expense / Income,85.2,94.7,129.3,135.7,111.5,94.8,93.4,81.7,73.1,167.9,Upgrade
Other Expense / Income,226.4,-230.6,4.7,-127.3,-44.4,-213.2,-109.5,-89.4,-174.9,-324.9,Upgrade
Pretax Income,"1,006.1","1,924.1",786.4,799.8,"1,137.8","1,395.5","1,192.5","1,366.1","1,378.7","1,277.2",Upgrade
Income Tax,322.2,531.1,261.6,235.1,255,268.2,338.3,398,390.6,336.9,Upgrade
Net Income,683.9,"1,393",524.8,564.7,882.8,"1,127.3",854.2,968.1,988.1,940.3,Upgrade
Preferred Dividends,236.8,236.8,236.8,123.6,0,0,0,0,0,0,Upgrade
Net Income Common,447.1,"1,156.2",288,441.1,882.8,"1,127.3",854.2,968.1,988.1,940.3,Upgrade
Net Income Growth,-61.33%,301.46%,-34.71%,-50.03%,-21.69%,31.97%,-11.77%,-2.02%,5.08%,38.87%,Upgrade
Shares Outstanding (Basic),455,461,459,454,410,410,409,424,431,443,Upgrade
Shares Change,-1.39%,0.41%,1.15%,10.76%,-,0.36%,-3.62%,-1.62%,-2.81%,-0.17%,Upgrade
EPS (Basic),1.50,3.01,1.14,1.29,2.14,2.75,2.06,2.26,2.27,2.10,Upgrade
EPS (Diluted),1.49,2.99,1.13,1.28,2.14,2.75,2.06,2.26,2.27,2.10,Upgrade
EPS Growth,-50.17%,164.60%,-11.72%,-40.19%,-22.18%,33.50%,-8.85%,-0.44%,8.10%,40.94%,Upgrade
Free Cash Flow Per Share,1.12,2.10,2.43,2.19,1.77,2.55,1.24,2.37,2.48,1.56,Upgrade
Dividend Per Share,0.920,0.665,0.775,1.230,1.190,1.150,1.390,1.330,0.975,0.848,Upgrade
Dividend Growth,38.35%,-14.19%,-36.99%,3.36%,3.48%,-17.27%,4.51%,36.41%,14.98%,32.50%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,21.78%,25.94%,14.98%,13.21%,22.67%,24.75%,24.85%,26.52%,24.81%,24.12%,Upgrade
Profit Margin,7.39%,16.77%,4.69%,7.21%,16.61%,21.85%,18.04%,18.90%,19.20%,20.25%,Upgrade
Free Cash Flow Margin,8.44%,14.06%,18.15%,16.22%,13.67%,20.27%,10.69%,19.60%,20.73%,14.90%,Upgrade
Effective Tax Rate,32.02%,27.60%,33.27%,29.39%,22.41%,19.22%,28.37%,29.13%,28.33%,26.38%,Upgrade
EBITDA,"1,286.6","2,224.1","1,119.2","1,113.1","1,391.4","1,607.1","1,387.1","1,541.4","1,541.2","1,533.5",Upgrade
EBITDA Margin,21.27%,32.26%,18.21%,18.20%,26.18%,31.14%,29.30%,30.09%,29.94%,33.02%,Upgrade
Depreciation & Amortization,195.3,205.3,203.5,177.6,142.1,116.8,101.2,93.6,89.4,88.4,Upgrade
EBIT,"1,091.3","2,018.8",915.7,935.5,"1,249.3","1,490.3","1,285.9","1,447.8","1,451.8","1,445.1",Upgrade
EBIT Margin,18.04%,29.28%,14.90%,15.29%,23.51%,28.88%,27.16%,28.26%,28.21%,31.11%,Upgrade
