Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"73,785","78,492","74,264","86,832","86,408","85,861","84,497","83,615","82,952","81,471",Upgrade
Revenue Growth (YoY),-6.00%,5.69%,-14.47%,0.49%,0.64%,1.61%,1.05%,0.80%,1.82%,3.30%,Upgrade
Gross Profit,"73,785","78,492","74,264","86,832","86,408","85,861","84,497","83,615","82,952","81,471",Upgrade
"Selling, General & Admin","46,289","48,059","48,479","49,170","46,321","36,220","36,902","35,630","34,840","35,015",Upgrade
Other Operating Expenses,"12,527","1,617","23,280","11,695","11,549","22,264","15,475","14,344","14,197","13,827",Upgrade
Operating Expenses,"58,816","49,676","71,759","60,865","57,870","58,484","52,377","49,974","49,037","48,842",Upgrade
Operating Income,"14,969","28,816","2,505","25,967","28,538","27,377","32,120","33,641","33,915","32,629",Upgrade
Other Expense / Income,-300,"1,690",285,491,483,277,107,382,551,346,Upgrade
Pretax Income,"15,269","27,126","2,220","25,476","28,055","27,100","32,013","33,259","33,364","32,283",Upgrade
Income Tax,"2,087","5,578","-1,157","5,761","5,662","4,917","10,075","10,365","10,307","10,405",Upgrade
Net Income,"13,182","21,548","3,377","19,715","22,393","22,183","21,938","22,894","23,057","21,878",Upgrade
Preferred Dividends,"1,115","1,292","1,591","1,612","1,704","1,629","1,565","1,424","1,236",989,Upgrade
Net Income Common,"12,067","20,256","1,786","18,103","20,689","20,554","20,373","21,470","21,821","20,889",Upgrade
Net Income Growth,-40.43%,1034.15%,-90.13%,-12.50%,0.66%,0.89%,-5.11%,-1.61%,4.46%,16.06%,Upgrade
Shares Outstanding (Basic),"3,805","4,062","4,118","4,393","4,800","4,965","5,053","5,137","5,237","5,287",Upgrade
Shares Outstanding (Diluted),"3,837","4,096","4,134","4,425","4,838","5,017","5,108","5,210","5,324","5,371",Upgrade
Shares Change,-6.33%,-0.92%,-6.58%,-8.54%,-3.57%,-1.78%,-1.95%,-2.15%,-0.87%,0.37%,Upgrade
EPS (Basic),3.17,4.99,0.43,4.12,4.31,4.14,4.03,4.18,4.17,3.95,Upgrade
EPS (Diluted),3.14,4.95,0.43,4.09,4.28,4.10,3.99,4.12,4.10,3.89,Upgrade
EPS Growth,-36.57%,1051.16%,-89.49%,-4.44%,4.39%,2.76%,-3.16%,0.49%,5.40%,15.77%,Upgrade
Free Cash Flow Per Share,7.11,-2.84,0.50,1.53,7.52,3.75,0.20,3.10,3.35,10.90,Upgrade
Dividend Per Share,1.100,0.600,1.220,1.920,1.640,1.540,1.515,1.475,1.350,1.150,Upgrade
Dividend Growth,83.33%,-50.82%,-36.46%,17.07%,6.49%,1.65%,2.71%,9.26%,17.39%,30.68%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,20.29%,36.71%,3.37%,29.90%,33.03%,31.89%,38.01%,40.23%,40.89%,40.05%,Upgrade
Profit Margin,16.35%,25.81%,2.40%,20.85%,23.94%,23.94%,24.11%,25.68%,26.31%,25.64%,Upgrade
Free Cash Flow Margin,36.66%,-14.68%,2.76%,7.75%,41.75%,21.69%,1.19%,19.02%,21.13%,70.75%,Upgrade
Effective Tax Rate,13.67%,20.56%,-52.12%,22.61%,20.18%,18.14%,31.47%,31.16%,30.89%,32.23%,Upgrade
EBITDA,"22,101","35,016","10,439","32,049","33,648","32,506","36,983","36,547","35,879","35,576",Upgrade
EBITDA Margin,29.95%,44.61%,14.06%,36.91%,38.94%,37.86%,43.77%,43.71%,43.25%,43.67%,Upgrade
Depreciation & Amortization,"6,832","7,890","8,219","6,573","5,593","5,406","4,970","3,288","2,515","3,293",Upgrade
EBIT,"15,269","27,126","2,220","25,476","28,055","27,100","32,013","33,259","33,364","32,283",Upgrade
EBIT Margin,20.69%,34.56%,2.99%,29.34%,32.47%,31.56%,37.89%,39.78%,40.22%,39.63%,Upgrade
