Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Revenue,"10,193","10,187.6","9,597.6","9,569.1","8,057.6","6,415","7,531.8","10,325.5","10,381.65","9,047.66",Upgrade
Revenue Growth (YoY),0.05%,6.15%,0.30%,18.76%,25.61%,-14.83%,-27.06%,-0.54%,14.74%,6.34%,Upgrade
Cost of Revenue,"2,359.8","2,201.9","2,275.2","2,385.7","2,342.6","1,870.6","1,808.5","4,742.5","4,405.33","3,675.53",Upgrade
Gross Profit,"7,833.2","7,985.7","7,322.4","7,183.4","5,715","4,544.4","5,723.3","5,583","5,976.32","5,372.13",Upgrade
"Selling, General & Admin","7,366.3","7,081.9","6,639.8","6,423.7","5,281.2","4,050.4","4,794.1","5,326.7","5,173.79","4,504.69",Upgrade
Other Operating Expenses,7.8,0,0,163,0,0,0,0,0,0,Upgrade
Operating Expenses,"7,374.1","7,081.9","6,639.8","6,586.7","5,281.2","4,050.4","4,794.1","5,326.7","5,173.79","4,504.69",Upgrade
Operating Income,459.1,903.8,682.6,596.7,433.8,494,929.2,256.3,802.53,867.43,Upgrade
Interest Expense / Income,108.3,111.8,104.5,110.6,100.3,49.5,57.6,55.1,58.4,77.74,Upgrade
Other Expense / Income,0.9,-738.2,78.6,-44.8,1.6,-,23,-,-,-,Upgrade
Pretax Income,349.9,"1,530.2",499.5,530.9,331.9,444.5,848.6,201.2,744.14,789.7,Upgrade
Income Tax,73.3,168.4,58.7,148.3,80.9,-75.1,283.2,59.6,273.23,300.79,Upgrade
Net Income,276.6,"1,361.8",440.8,382.6,251,519.6,565.4,141.6,470.91,488.91,Upgrade
Preferred Dividends,0,4.7,18.7,18.7,14.2,0,0,0,0,0,Upgrade
Net Income Common,276.6,"1,357.1",422.1,363.9,236.8,519.6,565.4,141.6,470.91,488.91,Upgrade
Net Income Growth,-79.62%,221.51%,15.99%,53.67%,-54.43%,-8.10%,299.29%,-69.93%,-3.68%,1.08%,Upgrade
Shares Outstanding (Basic),54,59,60,62,59,55,61,68,72,77,Upgrade
Shares Outstanding (Diluted),55,60,63,62,60,55,62,69,73,78,Upgrade
Shares Change,-8.88%,-4.84%,1.39%,4.65%,7.66%,-10.69%,-10.26%,-5.65%,-5.80%,-8.97%,Upgrade
EPS (Basic),5.09,22.95,7.02,5.87,4.00,9.45,9.23,2.08,6.52,6.38,Upgrade
EPS (Diluted),5.05,22.66,6.98,5.84,3.98,9.39,9.13,2.05,6.44,6.30,Upgrade
EPS Growth,-77.71%,224.64%,19.52%,46.73%,-57.61%,2.85%,345.37%,-68.17%,2.22%,11.11%,Upgrade
Free Cash Flow Per Share,7.55,10.05,20.31,21.04,9.69,8.99,0.38,1.69,4.30,12.74,Upgrade
Dividend Per Share,2.740,2.660,2.550,2.430,2.280,2.150,2.030,1.370,1.060,1.210,Upgrade
Dividend Growth,3.01%,4.31%,4.94%,6.58%,6.05%,5.91%,48.18%,29.25%,-12.40%,49.38%,Upgrade
Gross Margin,76.85%,78.39%,76.29%,75.07%,70.93%,70.84%,75.99%,54.07%,57.57%,59.38%,Upgrade
Operating Margin,4.50%,8.87%,7.11%,6.24%,5.38%,7.70%,12.34%,2.48%,7.73%,9.59%,Upgrade
Profit Margin,2.71%,13.32%,4.40%,3.80%,2.94%,8.10%,7.51%,1.37%,4.54%,5.40%,Upgrade
Free Cash Flow Margin,4.03%,5.83%,12.72%,13.62%,7.12%,7.71%,0.31%,1.11%,2.99%,10.79%,Upgrade
Effective Tax Rate,20.95%,11.01%,11.75%,27.93%,24.37%,-16.90%,33.37%,29.62%,36.72%,38.09%,Upgrade
EBITDA,640.2,"1,813.6",746.3,767,559.1,609.7,"1,031.3",393.4,934.75,992.29,Upgrade
EBITDA Margin,6.28%,17.80%,7.78%,8.02%,6.94%,9.50%,13.69%,3.81%,9.00%,10.97%,Upgrade
Depreciation & Amortization,182,171.6,142.3,125.5,126.9,115.7,125.1,137.1,132.22,124.85,Upgrade
EBIT,458.2,"1,642",604,641.5,432.2,494,906.2,256.3,802.53,867.43,Upgrade
EBIT Margin,4.50%,16.12%,6.29%,6.70%,5.36%,7.70%,12.03%,2.48%,7.73%,9.59%,Upgrade
