Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,235.37,221.73,195.08,196.81,185.17,168.93,150.2,137.41,132.36,121.18,Upgrade
Revenue Growth (YoY),6.15%,13.66%,-0.88%,6.28%,9.61%,12.48%,9.31%,3.82%,9.23%,9.84%,Upgrade
Gross Profit,235.37,221.73,195.08,196.81,185.17,168.93,150.2,137.41,132.36,121.18,Upgrade
"Selling, General & Admin",82.26,80.47,69.44,68.57,66.9,62.85,56.31,52.31,51.72,49.29,Upgrade
Other Operating Expenses,27.95,23.82,21.77,20.85,19.33,16.45,16.67,15.9,14.45,13.49,Upgrade
Operating Expenses,110.21,104.29,91.21,89.42,86.23,79.3,72.98,68.21,66.17,62.78,Upgrade
Operating Income,125.16,117.44,103.88,107.39,98.94,89.63,77.22,69.2,66.19,58.4,Upgrade
Pretax Income,125.16,117.44,103.88,107.39,98.94,89.63,77.22,69.2,66.19,58.4,Upgrade
Income Tax,21.35,21.71,19.54,20.34,18.53,32.3,25.13,22.83,22.39,19.56,Upgrade
Net Income,103.82,95.73,84.34,87.05,80.41,57.33,52.08,46.37,43.81,38.84,Upgrade
Net Income Growth,8.44%,13.51%,-3.11%,8.25%,40.26%,10.07%,12.33%,5.85%,12.79%,9.73%,Upgrade
Shares Outstanding (Basic),26,25,25,26,25,25,25,25,25,25,Upgrade
Shares Outstanding (Diluted),26,26,26,26,26,26,25,25,25,25,Upgrade
Shares Change,0.36%,0.18%,-0.72%,0.12%,0.25%,0.80%,0.85%,0.29%,0.88%,0.92%,Upgrade
EPS (Basic),4.07,3.76,3.31,3.40,3.18,2.28,2.08,1.86,1.77,1.57,Upgrade
EPS (Diluted),4.04,3.74,3.30,3.38,3.13,2.23,2.05,1.84,1.74,1.55,Upgrade
EPS Growth,8.02%,13.33%,-2.37%,7.99%,40.36%,8.78%,11.41%,5.75%,12.04%,8.37%,Upgrade
Free Cash Flow Per Share,6.45,4.22,3.23,3.60,3.85,2.69,2.09,1.90,1.94,2.25,Upgrade
Dividend Per Share,1.600,1.360,1.200,1.160,1.100,0.850,0.727,0.630,0.547,0.380,Upgrade
Dividend Growth,17.65%,13.33%,3.45%,5.45%,29.41%,16.92%,15.40%,15.17%,43.95%,-31.78%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,53.18%,52.97%,53.25%,54.56%,53.43%,53.06%,51.41%,50.36%,50.01%,48.19%,Upgrade
Profit Margin,44.11%,43.18%,43.23%,44.23%,43.42%,33.94%,34.68%,33.74%,33.10%,32.05%,Upgrade
Free Cash Flow Margin,69.90%,48.53%,42.12%,46.77%,52.64%,40.06%,34.89%,34.43%,36.30%,45.77%,Upgrade
Effective Tax Rate,17.06%,18.49%,18.81%,18.94%,18.73%,36.04%,32.55%,33.00%,33.82%,33.49%,Upgrade
EBITDA,131.18,123.55,109.92,113.32,104.6,94.75,81.45,72.96,69.6,61.44,Upgrade
EBITDA Margin,55.73%,55.72%,56.34%,57.58%,56.49%,56.09%,54.23%,53.10%,52.59%,50.70%,Upgrade
Depreciation & Amortization,6.02,6.11,6.04,5.93,5.65,5.12,4.23,3.76,3.41,3.04,Upgrade
EBIT,125.16,117.44,103.88,107.39,98.94,89.63,77.22,69.2,66.19,58.4,Upgrade
EBIT Margin,53.18%,52.97%,53.25%,54.56%,53.43%,53.06%,51.41%,50.36%,50.01%,48.19%,Upgrade
