Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Revenue,-19.32,-119.89,28.11,73.59,48.35,82.41,77.01,69.23,0,"1,320.82",Upgrade
Revenue Growth (YoY),-,-,-61.80%,52.21%,-41.33%,7.02%,11.24%,-,-,-4.54%,Upgrade
Cost of Revenue,0,0,0,0,0,0,0,0,0,932.64,Upgrade
Gross Profit,-19.32,-119.89,28.11,73.59,48.35,82.41,77.01,69.23,0,388.18,Upgrade
"Selling, General & Admin",11.02,8.18,8.26,14.98,22.16,38.03,19.84,14.53,5.5,271.48,Upgrade
Operating Expenses,11.02,8.18,8.26,14.98,22.16,38.03,19.84,14.53,5.5,271.48,Upgrade
Operating Income,-30.34,-128.07,19.85,58.62,26.19,44.38,57.17,54.7,-5.5,116.71,Upgrade
Other Expense / Income,-6.07,-25.61,3.97,11.72,1.63,5.77,8.39,7.37,165.18,-19.49,Upgrade
Pretax Income,-24.28,-102.46,15.88,46.89,24.56,38.61,48.78,47.33,-170.68,136.2,Upgrade
Income Tax,0,0,0,0,18.03,15.55,15.22,17.84,0,39.03,Upgrade
Net Income,-24.28,-102.46,15.88,46.89,6.52,23.06,33.56,29.48,-170.68,97.17,Upgrade
Net Income Growth,-,-,-66.13%,618.78%,-71.71%,-31.28%,13.82%,-,-,-44.62%,Upgrade
Shares Outstanding (Basic),"1,003","1,002","1,002","1,001","1,000",236,228,228,228,228,Upgrade
Shares Outstanding (Diluted),"1,003","1,002","1,002","1,001","1,000",236,228,228,228,228,Upgrade
Shares Change,0.11%,0.06%,0.05%,0.09%,323.48%,3.72%,-,-,-,-0.80%,Upgrade
EPS (Basic),-0.32,-1.60,0.32,0.80,0.16,1.60,2.40,2.56,-12.00,6.88,Upgrade
EPS (Diluted),-0.32,-1.60,0.32,0.80,0.16,1.60,2.40,2.56,-12.00,6.88,Upgrade
EPS Growth,-,-,-60.00%,400.00%,-90.00%,-33.33%,-6.25%,-,-,-43.42%,Upgrade
Free Cash Flow Per Share,-0.12,0.16,-0.01,0.24,0.15,-4.81,-12.29,5.12,9.10,-12.96,Upgrade
Gross Margin,-,-,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,-,29.39%,Upgrade
Operating Margin,-,-,70.62%,79.65%,54.16%,53.85%,74.24%,79.01%,-,8.84%,Upgrade
Profit Margin,-,-,56.49%,63.72%,13.49%,27.98%,43.58%,42.59%,-,7.36%,Upgrade
Free Cash Flow Margin,-,-,-2.23%,20.38%,19.78%,-86.10%,-227.22%,105.23%,-,-13.96%,Upgrade
Effective Tax Rate,-,-,-,-,73.43%,40.27%,31.20%,37.70%,-,28.66%,Upgrade
EBITDA,-21.32,-99.48,18.86,49.84,25.38,39.05,49.31,47.93,-166.94,141.14,Upgrade
EBITDA Margin,-,-,67.09%,67.72%,52.48%,47.39%,64.03%,69.23%,-,10.69%,Upgrade
Depreciation & Amortization,2.95,2.97,2.98,2.95,0.82,0.44,0.53,0.6,3.73,4.94,Upgrade
EBIT,-24.28,-102.46,15.88,46.89,24.56,38.61,48.78,47.33,-170.68,136.2,Upgrade
EBIT Margin,-,-,56.49%,63.72%,50.79%,46.85%,63.35%,68.36%,-,10.31%,Upgrade
