Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Revenue,"1,190.73","1,329.93","1,438.62","1,526.96","1,273.01","1,221.63","1,238.45","1,193.25","1,072.69",749.91,Upgrade
Revenue Growth (YoY),-10.47%,-7.55%,-5.79%,19.95%,4.21%,-1.36%,3.79%,11.24%,43.04%,-16.93%,Upgrade
Cost of Revenue,82.36,103.71,86.07,108.32,98.12,104.6,114.17,93.72,44.68,0,Upgrade
Gross Profit,"1,108.37","1,226.22","1,352.55","1,418.63","1,174.88","1,117.03","1,124.28","1,099.54","1,028.01",749.91,Upgrade
"Selling, General & Admin",405.07,352.72,311.7,331.44,306.08,291.6,268.38,264.83,275.66,285.89,Upgrade
Other Operating Expenses,-333.93,24.33,490.26,159.15,123.12,364.47,216.01,211.57,254.73,562.75,Upgrade
Operating Expenses,71.14,377.04,801.96,490.59,429.21,656.07,484.39,476.4,530.39,848.63,Upgrade
Operating Income,"1,037.23",849.18,550.59,928.04,745.68,460.97,639.89,623.14,497.62,-98.73,Upgrade
Interest Expense / Income,84.45,84.34,71.15,56.31,61.49,62.76,81.13,91.1,90.46,74.62,Upgrade
Other Expense / Income,-,-,-,22.74,-,51.47,75.08,88.82,300.06,55.13,Upgrade
Pretax Income,952.78,764.83,479.44,848.99,684.19,346.74,483.69,443.21,107.1,-228.48,Upgrade
Income Tax,209.85,164.16,85.82,176.68,78.18,225.65,175.43,156.29,-852.42,-31.5,Upgrade
Net Income,742.93,600.67,393.63,672.31,606.01,121.09,308.25,286.92,959.52,-196.99,Upgrade
Net Income Growth,23.68%,52.60%,-41.45%,10.94%,400.47%,-60.72%,7.43%,-70.10%,-,-,Upgrade
Shares Outstanding (Basic),168,188,195,209,214,215,212,200,185,166,Upgrade
Shares Outstanding (Diluted),171,190,197,210,219,220,229,246,234,166,Upgrade
Shares Change,-10.30%,-3.24%,-6.51%,-3.76%,-0.84%,-3.86%,-6.93%,5.31%,40.59%,25.53%,Upgrade
EPS (Basic),4.42,3.19,2.01,3.22,2.83,0.56,1.46,1.44,5.20,-1.18,Upgrade
EPS (Diluted),4.35,3.16,2.00,3.20,2.77,0.55,1.37,1.22,4.16,-1.18,Upgrade
EPS Growth,37.66%,58.00%,-37.50%,15.52%,403.64%,-59.85%,12.30%,-70.67%,-,-,Upgrade
Free Cash Flow Per Share,2.21,2.89,3.28,3.19,3.04,1.54,1.64,-0.07,-0.89,-4.03,Upgrade
Dividend Per Share,0.800,0.545,0.500,0.010,0.009,0.008,0.010,0.009,0.010,0.010,Upgrade
Dividend Growth,46.79%,9.00%,4900.00%,11.11%,12.50%,-20.00%,11.11%,-10.00%,0%,0%,Upgrade
Gross Margin,93.08%,92.20%,94.02%,92.91%,92.29%,91.44%,90.78%,92.15%,95.83%,100.00%,Upgrade
Operating Margin,87.11%,63.85%,38.27%,60.78%,58.58%,37.73%,51.67%,52.22%,46.39%,-13.17%,Upgrade
Profit Margin,62.39%,45.17%,27.36%,44.03%,47.60%,9.91%,24.89%,24.05%,89.45%,-26.27%,Upgrade
Free Cash Flow Margin,31.13%,40.94%,44.59%,43.67%,51.20%,27.17%,27.95%,-1.15%,-15.36%,-89.47%,Upgrade
Effective Tax Rate,22.02%,21.46%,17.90%,20.81%,11.43%,65.08%,36.27%,35.26%,-795.92%,-,Upgrade
EBITDA,"1,109.5",921.2,617.18,978.03,814.77,495.33,635.83,615.94,263.51,-84.14,Upgrade
EBITDA Margin,93.18%,69.27%,42.90%,64.05%,64.00%,40.55%,51.34%,51.62%,24.57%,-11.22%,Upgrade
Depreciation & Amortization,72.27,72.02,66.59,72.73,69.09,85.84,71.02,81.63,65.95,69.73,Upgrade
EBIT,"1,037.23",849.18,550.59,905.3,745.68,409.5,564.82,534.32,197.56,-153.86,Upgrade
EBIT Margin,87.11%,63.85%,38.27%,59.29%,58.58%,33.52%,45.61%,44.78%,18.42%,-20.52%,Upgrade
