Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Revenue,"34,563","35,393","33,084","28,889","30,213","29,622","28,729","30,605","28,027","27,732",Upgrade
Revenue Growth (YoY),-2.35%,6.98%,14.52%,-4.38%,2.00%,3.11%,-6.13%,9.20%,1.06%,9.08%,Upgrade
Gross Profit,"34,563","35,393","33,084","28,889","30,213","29,622","28,729","30,605","28,027","27,732",Upgrade
"Selling, General & Admin","22,869","23,940","22,109","21,372","22,929","23,148","23,430","24,088","24,667","23,562",Upgrade
Other Operating Expenses,"2,061","2,118","2,126","1,940","1,293","1,124","1,090","1,027",900,899,Upgrade
Operating Expenses,"24,930","26,058","24,235","23,312","24,222","24,272","24,520","25,115","25,567","24,461",Upgrade
Operating Income,"9,633","9,335","8,849","5,577","5,991","5,350","4,209","5,490","2,460","3,271",Upgrade
Other Expense / Income,61,-120,709,6,7,76,84,185,174,5,Upgrade
Pretax Income,"9,572","9,455","8,140","5,571","5,984","5,274","4,125","5,305","2,286","3,266",Upgrade
Income Tax,"1,942","1,998","1,583","1,267","1,468","4,305",777,-898,"-1,180",-110,Upgrade
Net Income,"7,630","7,457","6,557","4,304","4,516",969,"3,348","6,203","3,466","3,376",Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,142,204,Upgrade
Net Income Common,"7,630","7,457","6,557","4,304","4,516",969,"3,348","6,203","3,324","3,172",Upgrade
Net Income Growth,2.32%,13.73%,52.35%,-4.69%,366.05%,-71.06%,-46.03%,86.61%,4.79%,-,Upgrade
Shares Outstanding (Basic),"3,702","3,859","3,859","3,856","3,853","3,851","3,850","3,629","3,768","3,835",Upgrade
Shares Change,-4.06%,-,0.09%,0.07%,0.06%,0.03%,6.07%,-3.69%,-1.75%,0.08%,Upgrade
EPS (Basic),2.34,2.14,1.83,1.17,1.21,0.26,0.90,1.68,0.93,0.84,Upgrade
EPS (Diluted),2.25,2.06,1.77,1.14,1.18,0.25,0.88,1.64,0.91,0.83,Upgrade
EPS Growth,9.22%,16.38%,55.26%,-3.39%,372.00%,-71.59%,-46.34%,80.22%,9.64%,-,Upgrade
Free Cash Flow Per Share,3.56,7.74,9.19,4.70,7.09,-13.94,-5.17,0.50,1.50,14.02,Upgrade
Dividend Per Share,0.250,0.185,0.666,0.687,0.690,0.601,0.875,0.765,-,-,Upgrade
Dividend Growth,35.14%,-72.22%,-3.06%,-0.43%,14.81%,-31.31%,14.38%,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,27.87%,26.38%,26.75%,19.30%,19.83%,18.06%,14.65%,17.94%,8.78%,11.80%,Upgrade
Profit Margin,22.08%,21.07%,19.82%,14.90%,14.95%,3.27%,11.65%,20.27%,11.86%,11.44%,Upgrade
Free Cash Flow Margin,38.09%,84.42%,107.21%,62.76%,90.49%,-181.21%,-69.30%,5.91%,20.12%,193.92%,Upgrade
Effective Tax Rate,20.29%,21.13%,19.45%,22.74%,24.53%,81.63%,18.84%,-16.93%,-51.62%,-3.37%,Upgrade
EBITDA,"11,633","11,573","10,266","7,511","7,277","6,398","5,215","6,332","3,186","4,165",Upgrade
EBITDA Margin,33.66%,32.70%,31.03%,26.00%,24.09%,21.60%,18.15%,20.69%,11.37%,15.02%,Upgrade
Depreciation & Amortization,"2,061","2,118","2,126","1,940","1,293","1,124","1,090","1,027",900,899,Upgrade
EBIT,"9,572","9,455","8,140","5,571","5,984","5,274","4,125","5,305","2,286","3,266",Upgrade
EBIT Margin,27.69%,26.71%,24.60%,19.28%,19.81%,17.80%,14.36%,17.33%,8.16%,11.78%,Upgrade
