Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Revenue,297.42,306.8,315.57,276.94,263.02,172.54,162.02,165.95,162.34,194.84,Upgrade
Revenue Growth (YoY),-3.06%,-2.78%,13.95%,5.29%,52.44%,6.50%,-2.37%,2.22%,-16.68%,-8.80%,Upgrade
Gross Profit,297.42,306.8,315.57,276.94,263.02,172.54,162.02,165.95,162.34,194.84,Upgrade
"Selling, General & Admin",187.36,170.03,183.43,165.98,164.1,114.38,114.7,127.84,127.69,136.79,Upgrade
Other Operating Expenses,23.87,21.8,22.74,14.77,25.23,22.29,21.31,30.08,25.27,46.36,Upgrade
Operating Expenses,211.23,191.83,206.18,180.75,189.33,136.68,136.01,157.92,152.96,183.15,Upgrade
Operating Income,86.18,114.97,109.4,96.19,73.68,35.86,26.01,8.03,9.39,11.7,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,0.11,-2.95,0.82,Upgrade
Pretax Income,86.18,114.97,109.4,96.19,73.68,35.86,26.01,7.93,12.34,10.88,Upgrade
Income Tax,14.91,21.37,20.81,15.83,12.23,21.28,2.95,3.04,3.17,3.95,Upgrade
Net Income,71.27,93.61,88.59,80.37,61.45,14.58,23.06,4.88,9.18,6.93,Upgrade
Net Income Growth,-23.86%,5.66%,10.24%,30.78%,321.50%,-36.78%,372.44%,-46.81%,32.47%,-,Upgrade
Shares Outstanding (Basic),32,31,31,31,31,27,28,34,42,51,Upgrade
Shares Outstanding (Diluted),33,31,31,32,31,28,29,34,42,51,Upgrade
Shares Change,5.19%,-0.02%,-1.44%,0.32%,13.43%,-4.75%,-15.34%,-18.99%,-16.53%,-2.66%,Upgrade
EPS (Basic),2.20,3.04,2.87,2.57,2.00,0.54,0.81,0.14,0.22,0.14,Upgrade
EPS (Diluted),2.18,3.01,2.85,2.55,1.95,0.53,0.79,0.14,0.22,0.14,Upgrade
EPS Growth,-27.57%,5.61%,11.76%,30.77%,267.92%,-32.91%,464.29%,-36.36%,57.14%,-,Upgrade
Free Cash Flow Per Share,6.25,6.01,-0.34,1.06,2.19,1.95,-0.12,-1.24,-0.10,-0.64,Upgrade
Dividend Per Share,0.940,0.870,0.800,0.750,0.540,0.340,0.220,0.200,0.250,0.200,Upgrade
Dividend Growth,8.05%,8.75%,6.67%,38.89%,58.82%,54.55%,10.00%,-20.00%,25.00%,300.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,28.98%,37.47%,34.67%,34.73%,28.01%,20.78%,16.05%,4.84%,5.78%,6.00%,Upgrade
Profit Margin,23.96%,30.51%,28.07%,29.02%,23.36%,8.45%,14.23%,2.94%,5.65%,3.56%,Upgrade
Free Cash Flow Margin,67.99%,60.18%,-3.35%,11.93%,25.59%,30.44%,-2.00%,-25.74%,-2.67%,-16.62%,Upgrade
Effective Tax Rate,17.30%,18.58%,19.02%,16.46%,16.60%,59.35%,11.33%,38.41%,25.65%,36.32%,Upgrade
EBITDA,102.63,128.56,123.85,111.23,85.2,48.75,40.21,23.43,28.27,26.71,Upgrade
EBITDA Margin,34.51%,41.90%,39.24%,40.16%,32.39%,28.26%,24.82%,14.12%,17.41%,13.71%,Upgrade
Depreciation & Amortization,16.45,13.59,14.45,15.04,11.52,12.89,14.2,15.5,15.93,15.83,Upgrade
EBIT,86.18,114.97,109.4,96.19,73.68,35.86,26.01,7.93,12.34,10.88,Upgrade
EBIT Margin,28.98%,37.47%,34.67%,34.73%,28.01%,20.78%,16.05%,4.78%,7.60%,5.58%,Upgrade
