Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Revenue,290.08,362.03,337.56,264.32,223.5,216.39,535.1,423.48,285.33,264.29,Upgrade
Revenue Growth (YoY),-19.87%,7.25%,27.71%,18.27%,3.28%,-59.56%,26.36%,48.42%,7.96%,-8.00%,Upgrade
Gross Profit,290.08,362.03,337.56,264.32,223.5,216.39,535.1,423.48,285.33,264.29,Upgrade
"Selling, General & Admin",205.42,215.34,235.66,215.61,195.24,186.44,436.98,361.41,249.07,226.25,Upgrade
Other Operating Expenses,0,0,0,0,0,4.18,7.34,5.16,2.94,3.24,Upgrade
Operating Expenses,205.42,215.34,235.66,215.61,195.24,190.61,444.32,366.57,252.01,229.5,Upgrade
Operating Income,84.66,146.69,101.89,48.71,28.26,25.77,90.78,56.91,33.32,34.79,Upgrade
Other Expense / Income,-,-,-,23.21,-13.8,-26.28,-,-,-,-,Upgrade
Pretax Income,84.66,146.69,101.89,25.5,42.06,52.05,90.78,56.91,33.32,34.79,Upgrade
Income Tax,18.12,31.27,21.9,7.99,2.03,-16.89,32.63,15.59,11.06,10.99,Upgrade
Net Income,66.54,115.42,79.99,17.51,40.03,68.95,58.15,41.32,22.26,23.81,Upgrade
Net Income Growth,-42.35%,44.30%,356.77%,-56.25%,-41.94%,18.56%,40.74%,85.63%,-6.51%,-71.01%,Upgrade
Shares Outstanding (Basic),19,21,23,26,27,27,25,21,15,14,Upgrade
Shares Outstanding (Diluted),19,21,23,26,27,27,25,21,15,15,Upgrade
Shares Change,-9.94%,-8.38%,-10.45%,-5.14%,0.28%,9.05%,17.97%,40.76%,1.10%,7.71%,Upgrade
EPS (Basic),3.51,5.53,3.50,0.66,1.48,2.57,2.36,1.98,1.50,1.65,Upgrade
EPS (Diluted),3.49,5.46,3.47,0.65,1.47,2.54,2.34,1.96,1.49,1.61,Upgrade
EPS Growth,-36.08%,57.35%,433.85%,-55.78%,-42.13%,8.55%,19.39%,31.54%,-7.45%,-73.08%,Upgrade
Free Cash Flow Per Share,11.17,8.14,-1.20,10.03,10.27,4.36,-2.80,-0.59,-24.90,19.51,Upgrade
Dividend Per Share,1.400,1.000,0.600,-,-,-,-,-,0.110,0.330,Upgrade
Dividend Growth,40.00%,66.67%,-,-,-,-,-,-,-66.67%,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,29.19%,40.52%,30.19%,18.43%,12.64%,11.91%,16.96%,13.44%,11.68%,13.17%,Upgrade
Profit Margin,22.94%,31.88%,23.70%,6.63%,17.91%,31.86%,10.87%,9.76%,7.80%,9.01%,Upgrade
Free Cash Flow Margin,72.93%,46.98%,-8.11%,97.07%,123.98%,54.06%,-12.87%,-2.89%,-129.16%,106.39%,Upgrade
Effective Tax Rate,21.40%,21.32%,21.50%,31.33%,4.83%,-32.46%,35.94%,27.39%,33.19%,31.57%,Upgrade
EBITDA,103.6,166.42,119.64,45.15,56.64,74.7,106.44,71.78,50.82,49.74,Upgrade
EBITDA Margin,35.72%,45.97%,35.44%,17.08%,25.34%,34.52%,19.89%,16.95%,17.81%,18.82%,Upgrade
Depreciation & Amortization,18.94,19.73,17.74,19.65,14.58,22.65,15.67,14.88,17.5,14.95,Upgrade
EBIT,84.66,146.69,101.89,25.5,42.06,52.05,90.78,56.91,33.32,34.79,Upgrade
EBIT Margin,29.19%,40.52%,30.19%,9.65%,18.82%,24.05%,16.96%,13.44%,11.68%,13.17%,Upgrade
