Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Revenue,"2,271.05","1,852.47","1,402.09","1,591.37","1,539.69","1,396.55","1,187.44","1,119.61",980.01,841.36,Upgrade
Revenue Growth (YoY),22.60%,32.12%,-11.89%,3.36%,10.25%,17.61%,6.06%,14.24%,16.48%,-0.80%,Upgrade
Gross Profit,"2,271.05","1,852.47","1,402.09","1,591.37","1,539.69","1,396.55","1,187.44","1,119.61",980.01,841.36,Upgrade
"Selling, General & Admin",672.82,609.32,579.81,595.5,570.1,521.65,485.22,435.9,444.41,356.92,Upgrade
Other Operating Expenses,186.57,186.77,127.77,151.96,150.89,139.81,130.03,83.17,88.57,37.3,Upgrade
Operating Expenses,859.39,796.09,707.58,747.46,720.99,661.45,615.25,519.07,532.98,394.22,Upgrade
Operating Income,"1,411.65","1,056.38",694.51,843.92,818.7,735.1,572.19,600.54,447.02,447.15,Upgrade
Other Expense / Income,-,-,8.74,-,-,-,-,21.82,-,-,Upgrade
Pretax Income,"1,411.65","1,056.38",685.77,843.92,818.7,735.1,572.19,578.72,447.02,447.15,Upgrade
Income Tax,283.57,183.4,117.97,169.88,115,229.48,140.51,194.04,101.15,153.82,Upgrade
Net Income,"1,128.08",872.98,567.8,674.04,703.7,505.62,431.68,384.68,345.88,293.32,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,3.43,Upgrade
Net Income Common,"1,128.08",872.98,567.8,674.04,703.7,505.62,431.68,384.68,345.88,289.9,Upgrade
Net Income Growth,29.22%,53.75%,-15.76%,-4.22%,39.17%,17.13%,12.22%,11.22%,19.31%,5.50%,Upgrade
Shares Outstanding (Basic),141,142,142,145,145,144,144,144,143,137,Upgrade
Shares Outstanding (Diluted),142,143,143,146,146,146,145,145,144,140,Upgrade
Shares Change,-0.45%,0.10%,-2.18%,0.01%,0.18%,0.51%,0.46%,0.66%,2.86%,-5.16%,Upgrade
EPS (Basic),7.98,6.16,3.99,4.63,4.86,3.50,3.00,2.67,2.42,2.10,Upgrade
EPS (Diluted),7.92,6.10,3.97,4.61,4.81,3.47,2.97,2.66,2.41,2.09,Upgrade
EPS Growth,29.84%,53.65%,-13.88%,-4.16%,38.62%,16.84%,11.65%,10.37%,15.31%,10.58%,Upgrade
Free Cash Flow Per Share,14.62,8.24,4.87,5.04,6.11,5.70,4.57,3.27,2.75,2.46,Upgrade
Dividend Per Share,1.600,1.320,1.100,1.055,0.860,0.800,0.800,0.800,0.720,0.600,Upgrade
Dividend Growth,21.21%,20.00%,4.27%,22.67%,7.50%,0%,0%,11.11%,20.00%,50.00%,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,62.16%,57.03%,49.53%,53.03%,53.17%,52.64%,48.19%,53.64%,45.61%,53.15%,Upgrade
Profit Margin,49.67%,47.13%,40.50%,42.36%,45.70%,36.21%,36.35%,34.36%,35.29%,34.46%,Upgrade
Free Cash Flow Margin,90.97%,63.07%,49.40%,46.10%,57.47%,58.93%,55.44%,42.00%,40.09%,40.14%,Upgrade
Effective Tax Rate,20.09%,17.36%,17.20%,20.13%,14.05%,31.22%,24.56%,33.53%,22.63%,34.40%,Upgrade
EBITDA,"1,571.51","1,213.17",805.67,988.1,958.2,884.92,709.77,667.45,564.51,527.02,Upgrade
EBITDA Margin,69.20%,65.49%,57.46%,62.09%,62.23%,63.36%,59.77%,59.61%,57.60%,62.64%,Upgrade
Depreciation & Amortization,159.85,156.79,119.91,144.18,139.5,149.82,137.58,88.73,117.49,79.87,Upgrade
EBIT,"1,411.65","1,056.38",685.77,843.92,818.7,735.1,572.19,578.72,447.02,447.15,Upgrade
EBIT Margin,62.16%,57.03%,48.91%,53.03%,53.17%,52.64%,48.19%,51.69%,45.61%,53.15%,Upgrade
